"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,700,2,2080,1,-280836688,5.14,1,1,23.34,72.09,1000,2,0,7.5
2,700,2,2080,1,-280795895,5.14,1,1,23.34,72.09,1000,2,0,7.5
3,700,2,2080,1,-280759369,5.14,1,1,23.34,72.09,1000,2,0,7.5
4,700,2,2080,1,-280722363,5.14,1,1,23.34,72.09,1000,2,0,7.5
5,700,2,2080,1,-280685915,5.14,1,1,23.34,72.09,1000,2,0,7.5
6,700,2,2080,1,-280650560,5.14,1,1,23.34,72.09,1000,2,0,7.5
7,700,2,2080,1,-280614335,5.14,1,1,23.34,72.09,1000,2,0,7.5
8,700,2,2080,1,-280579211,5.14,1,1,23.34,72.09,1000,2,0,7.5
9,700,2,2080,1,-280544078,5.14,1,1,23.34,72.09,1000,2,0,7.5
10,700,2,2080,1,-280509166,5.14,1,1,23.34,72.09,1000,2,0,7.5
