"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-909544139,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,1,-909511700,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,1,-909482987,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,1,-909455673,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,1,-909429759,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,1,-909402411,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,1,-909375381,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,1,-909346808,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,1,-909319203,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,1,-909289456,5.14,1,1,23.34,72.09,3000,1,0,7.5
