"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,700,2,2080,1,-282166259,5.14,1,1,23.34,72.09,1000,1,0,7.5
2,700,2,2080,1,-282109445,5.14,1,1,23.34,72.09,1000,1,0,7.5
3,700,2,2080,1,-282057431,5.14,1,1,23.34,72.09,1000,1,0,7.5
4,700,2,2080,1,-282005719,5.14,1,1,23.34,72.09,1000,1,0,7.5
5,700,2,2080,1,-281951693,5.14,1,1,23.34,72.09,1000,1,0,7.5
6,700,2,2080,1,-281899869,5.14,1,1,23.34,72.09,1000,1,0,7.5
7,700,2,2080,1,-281849494,5.14,1,1,23.34,72.09,1000,1,0,7.5
8,700,2,2080,1,-281794311,5.14,1,1,23.34,72.09,1000,1,0,7.5
9,700,2,2080,1,-281738251,5.14,1,1,23.34,72.09,1000,1,0,7.5
10,700,2,2080,1,-281683085,5.14,1,1,23.34,72.09,1000,1,0,7.5
