"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,700,2,2080,3,-281153230,5.14,1,1,23.34,72.09,1000,1,0,7.5
2,700,2,2080,3,-281149319,5.14,1,1,23.34,72.09,1000,1,0,7.5
3,700,2,2080,3,-281146913,5.14,1,1,23.34,72.09,1000,1,0,7.5
4,700,2,2080,3,-281144735,5.14,1,1,23.34,72.09,1000,1,0,7.5
5,700,2,2080,3,-281142637,5.14,1,1,23.34,72.09,1000,1,0,7.5
6,700,2,2080,3,-281141172,5.14,1,1,23.34,72.09,1000,1,0,7.5
7,700,2,2080,3,-281139903,5.14,1,1,23.34,72.09,1000,1,0,7.5
8,700,2,2080,3,-281138404,5.14,1,1,23.34,72.09,1000,1,0,7.5
9,700,2,2080,3,-281137240,5.14,1,1,23.34,72.09,1000,1,0,7.5
10,700,2,2080,3,-281136182,5.14,1,1,23.34,72.09,1000,1,0,7.5
