"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,1094.0,423.0,671.0,337.0,26.0,311.0,588.0,247.0,341.0,10776.0,4341.0,6435.0,3725.0,1125.0,2600.0,10287.0,3852.0,6435.0,75460.0,23047.0,39248.0,3200697.0,254802.0,2665355.0,2.0,0.0,17.0,23316.0,29102.0,46358.0,1814.0,21233.0,15932.0
3,166.0,1234.0,437.0,797.0,394.0,33.0,361.0,655.0,262.0,393.0,10776.0,4341.0,6435.0,3576.0,1106.0,2470.0,10288.0,3853.0,6435.0,86388.0,27369.0,44216.0,3170759.0,246919.0,2644417.0,2.0,0.0,17.0,27197.0,30632.0,55756.0,2274.0,25095.0,17019.0
5,166.0,1126.0,449.0,677.0,387.0,26.0,361.0,661.0,269.0,392.0,10776.0,4341.0,6435.0,3647.0,1112.0,2535.0,10288.0,3853.0,6435.0,77780.0,23776.0,41218.0,3186550.0,252056.0,2658020.0,2.0,0.0,17.0,24023.0,30985.0,46795.0,1964.0,21812.0,17195.0
7,166.0,1094.0,422.0,672.0,389.0,28.0,361.0,619.0,241.0,378.0,10776.0,4341.0,6435.0,3664.0,1129.0,2535.0,10295.0,3860.0,6435.0,73250.0,23409.0,38797.0,3195226.0,250030.0,2662701.0,2.0,0.0,17.0,23196.0,28291.0,44959.0,1991.0,21418.0,15601.0
9,166.0,1189.0,449.0,740.0,389.0,28.0,361.0,663.0,270.0,393.0,10776.0,4341.0,6435.0,3708.0,1108.0,2600.0,10276.0,3841.0,6435.0,81946.0,24755.0,42560.0,3168009.0,252870.0,2645711.0,2.0,0.0,17.0,25153.0,31381.0,50565.0,2036.0,22719.0,17407.0
2,166.0,1011.0,402.0,609.0,317.0,21.0,296.0,573.0,246.0,327.0,10776.0,4341.0,6435.0,3795.0,1130.0,2665.0,10310.0,3875.0,6435.0,67328.0,18824.0,34771.0,3209752.0,255231.0,2673420.0,2.0,0.0,17.0,18963.0,27536.0,39792.0,1745.0,17079.0,15808.0
4,166.0,1097.0,423.0,674.0,320.0,23.0,297.0,600.0,259.0,341.0,10763.0,4328.0,6435.0,3657.0,1122.0,2535.0,10281.0,3846.0,6435.0,78192.0,22247.0,39964.0,3206793.0,248107.0,2673054.0,2.0,0.0,17.0,22904.0,30363.0,47829.0,1921.0,20326.0,17060.0
6,166.0,1134.0,449.0,685.0,387.0,26.0,361.0,654.0,263.0,391.0,10763.0,4328.0,6435.0,3669.0,1134.0,2535.0,10292.0,3857.0,6435.0,78739.0,23916.0,40993.0,3193845.0,252568.0,2662817.0,2.0,0.0,17.0,24137.0,30192.0,48547.0,1952.0,21964.0,16856.0
8,166.0,1122.0,437.0,685.0,371.0,23.0,348.0,650.0,258.0,392.0,10767.0,4332.0,6435.0,3726.0,1126.0,2600.0,10301.0,3866.0,6435.0,79041.0,23425.0,40080.0,3227348.0,254957.0,2690769.0,2.0,0.0,17.0,23824.0,29161.0,49880.0,1949.0,21476.0,16256.0
10,166.0,1035.0,414.0,621.0,317.0,21.0,296.0,580.0,252.0,328.0,10776.0,4341.0,6435.0,3735.0,1135.0,2600.0,10298.0,3863.0,6435.0,72039.0,20197.0,36559.0,3186480.0,254561.0,2657882.0,2.0,0.0,17.0,20679.0,28173.0,43866.0,1723.0,18474.0,15880.0
