"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,172212148,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,1,172243414,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,1,172265805,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,1,172286726,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,1,172308536,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,1,172329473,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,1,172353480,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,1,172377626,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,1,172397028,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,1,172417765,5.14,1,1,23.34,72.09,2000,1,0,7.5
