"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,7519.0,2161.0,5358.0,5157.0,722.0,4435.0,5936.0,1386.0,4550.0,10900.0,4400.0,6500.0,8227.0,2377.0,5850.0,10287.0,3787.0,6500.0,341849.0,131551.0,151547.0,944853.0,108865.0,621991.0,1.0,0.0,17.0,131951.0,45964.0,295885.0,6392.0,125159.0,19596.0
3,166.0,7821.0,2400.0,5421.0,5416.0,771.0,4645.0,6318.0,1513.0,4805.0,10887.0,4387.0,6500.0,8448.0,2404.0,6044.0,10276.0,3776.0,6500.0,276530.0,127736.0,147575.0,939114.0,110905.0,624194.0,1.0,0.0,17.0,128152.0,45200.0,231330.0,6359.0,121377.0,19423.0
5,166.0,7146.0,2081.0,5065.0,4768.0,727.0,4041.0,5475.0,1348.0,4127.0,10900.0,4400.0,6500.0,8245.0,2330.0,5915.0,10227.0,3727.0,6500.0,449699.0,125401.0,145072.0,934181.0,111121.0,616130.0,1.0,0.0,17.0,125762.0,44483.0,405216.0,6467.0,118934.0,19310.0
7,166.0,7319.0,2056.0,5263.0,4821.0,667.0,4154.0,5611.0,1304.0,4307.0,10876.0,4376.0,6500.0,8209.0,2359.0,5850.0,10264.0,3764.0,6500.0,362994.0,115819.0,133877.0,925233.0,109768.0,612224.0,1.0,0.0,17.0,116205.0,41096.0,321898.0,5892.0,109927.0,17672.0
9,166.0,7465.0,2184.0,5281.0,5035.0,699.0,4336.0,5863.0,1400.0,4463.0,10900.0,4400.0,6500.0,7986.0,2331.0,5655.0,10256.0,3756.0,6500.0,309593.0,113831.0,132834.0,934970.0,105707.0,618397.0,1.0,0.0,17.0,114682.0,42049.0,267544.0,5610.0,108221.0,18152.0
11,166.0,7618.0,2217.0,5401.0,5116.0,751.0,4365.0,5881.0,1401.0,4480.0,10900.0,4400.0,6500.0,8148.0,2298.0,5850.0,10174.0,3674.0,6500.0,397391.0,126178.0,146163.0,922159.0,107513.0,611642.0,1.0,0.0,17.0,126494.0,45452.0,351939.0,6515.0,119663.0,19669.0
13,166.0,6660.0,1965.0,4695.0,4428.0,673.0,3755.0,5141.0,1260.0,3881.0,10900.0,4400.0,6500.0,8294.0,2379.0,5915.0,10298.0,3798.0,6500.0,410246.0,115513.0,133746.0,955871.0,111811.0,627932.0,1.0,0.0,17.0,116014.0,41508.0,368738.0,5797.0,109716.0,17732.0
15,166.0,7420.0,2156.0,5264.0,5083.0,734.0,4349.0,5877.0,1413.0,4464.0,10887.0,4387.0,6500.0,8184.0,2399.0,5785.0,10310.0,3810.0,6500.0,426695.0,132241.0,153828.0,949901.0,109747.0,623740.0,1.0,0.0,17.0,133231.0,47794.0,378901.0,6777.0,125464.0,20597.0
17,166.0,7126.0,1994.0,5132.0,4792.0,642.0,4150.0,5546.0,1254.0,4292.0,10876.0,4376.0,6500.0,8102.0,2317.0,5785.0,10224.0,3724.0,6500.0,340268.0,106598.0,123501.0,927783.0,106385.0,613528.0,1.0,0.0,17.0,107068.0,38317.0,301951.0,5408.0,101190.0,16433.0
19,166.0,7309.0,2099.0,5210.0,4841.0,689.0,4152.0,5604.0,1323.0,4281.0,10900.0,4400.0,6500.0,8133.0,2348.0,5785.0,10262.0,3762.0,6500.0,373942.0,117091.0,135762.0,943102.0,108200.0,621780.0,1.0,0.0,17.0,117630.0,42024.0,331918.0,6016.0,111075.0,18132.0
21,166.0,8145.0,2529.0,5616.0,5831.0,875.0,4956.0,6732.0,1647.0,5085.0,10900.0,4400.0,6500.0,8227.0,2377.0,5850.0,10273.0,3773.0,6500.0,335515.0,156897.0,181503.0,929574.0,109884.0,619653.0,1.0,0.0,17.0,157716.0,55671.0,279844.0,7675.0,149222.0,23787.0
23,166.0,7247.0,2158.0,5089.0,4976.0,658.0,4318.0,5767.0,1334.0,4433.0,10900.0,4400.0,6500.0,8310.0,2460.0,5850.0,10308.0,3808.0,6500.0,311344.0,100875.0,116407.0,953857.0,112916.0,631752.0,1.0,0.0,17.0,101137.0,35337.0,276007.0,4992.0,95883.0,15270.0
25,166.0,8005.0,2417.0,5588.0,5700.0,809.0,4891.0,6579.0,1563.0,5016.0,10876.0,4376.0,6500.0,8100.0,2315.0,5785.0,10216.0,3716.0,6500.0,323803.0,149680.0,173827.0,945292.0,104904.0,621455.0,1.0,0.0,17.0,150773.0,53737.0,270066.0,7227.0,142453.0,23054.0
27,166.0,7157.0,2102.0,5055.0,4755.0,729.0,4026.0,5473.0,1345.0,4128.0,10900.0,4400.0,6500.0,8105.0,2255.0,5850.0,10233.0,3733.0,6500.0,447347.0,126644.0,146034.0,923279.0,106232.0,610294.0,1.0,0.0,17.0,127168.0,44203.0,403144.0,6264.0,120380.0,18866.0
29,166.0,8345.0,2534.0,5811.0,5941.0,814.0,5127.0,6860.0,1604.0,5256.0,10887.0,4387.0,6500.0,8341.0,2361.0,5980.0,10298.0,3798.0,6500.0,296394.0,136334.0,158282.0,936348.0,109949.0,617737.0,1.0,0.0,17.0,137409.0,49310.0,247084.0,6576.0,129758.0,20873.0
31,166.0,7632.0,2354.0,5278.0,5163.0,737.0,4426.0,6092.0,1525.0,4567.0,10900.0,4400.0,6500.0,8119.0,2334.0,5785.0,10218.0,3718.0,6500.0,412745.0,129611.0,150688.0,909757.0,102439.0,602270.0,1.0,0.0,17.0,130686.0,46629.0,366116.0,6253.0,123358.0,20002.0
33,166.0,6751.0,1888.0,4863.0,4474.0,619.0,3855.0,5177.0,1220.0,3957.0,10887.0,4387.0,6500.0,8146.0,2361.0,5785.0,10256.0,3756.0,6500.0,364475.0,103489.0,119309.0,940661.0,106488.0,620355.0,1.0,0.0,17.0,103596.0,36261.0,328214.0,5267.0,98222.0,15713.0
35,166.0,7569.0,2207.0,5362.0,5236.0,705.0,4531.0,6076.0,1431.0,4645.0,10885.0,4385.0,6500.0,8299.0,2384.0,5915.0,10298.0,3798.0,6500.0,319936.0,118978.0,138000.0,952992.0,111257.0,630022.0,1.0,0.0,17.0,119606.0,42794.0,277142.0,5797.0,113181.0,18394.0
37,166.0,7768.0,2334.0,5434.0,5403.0,769.0,4634.0,6237.0,1462.0,4775.0,10876.0,4376.0,6500.0,8188.0,2338.0,5850.0,10248.0,3748.0,6500.0,302071.0,139132.0,161535.0,924667.0,109033.0,613461.0,1.0,0.0,17.0,140487.0,49485.0,252586.0,6653.0,132479.0,21048.0
39,166.0,7683.0,2257.0,5426.0,5305.0,776.0,4529.0,6090.0,1460.0,4630.0,10900.0,4400.0,6500.0,8277.0,2427.0,5850.0,10298.0,3798.0,6500.0,357473.0,134424.0,155085.0,937385.0,113190.0,621900.0,1.0,0.0,17.0,134530.0,47954.0,309519.0,6961.0,127463.0,20555.0
41,166.0,7589.0,2293.0,5296.0,5160.0,744.0,4416.0,6070.0,1512.0,4558.0,10900.0,4400.0,6500.0,8172.0,2322.0,5850.0,10259.0,3759.0,6500.0,345230.0,127160.0,148602.0,920429.0,107864.0,612192.0,1.0,0.0,17.0,128292.0,46803.0,298427.0,6233.0,120927.0,20310.0
43,166.0,6917.0,1994.0,4923.0,4616.0,671.0,3945.0,5373.0,1302.0,4071.0,10900.0,4400.0,6500.0,8216.0,2366.0,5850.0,10268.0,3768.0,6500.0,432683.0,121830.0,141637.0,925613.0,107624.0,618909.0,1.0,0.0,17.0,122891.0,43832.0,388851.0,5889.0,115941.0,18746.0
45,166.0,7172.0,2088.0,5084.0,4866.0,648.0,4218.0,5710.0,1325.0,4385.0,10885.0,4385.0,6500.0,8301.0,2386.0,5915.0,10264.0,3764.0,6500.0,338206.0,104170.0,121846.0,927498.0,107418.0,617347.0,1.0,0.0,17.0,105336.0,38265.0,299941.0,5188.0,98982.0,16510.0
47,166.0,7262.0,2053.0,5209.0,4895.0,702.0,4193.0,5653.0,1306.0,4347.0,10900.0,4400.0,6500.0,8256.0,2406.0,5850.0,10292.0,3792.0,6500.0,406779.0,125590.0,146620.0,948561.0,110254.0,629691.0,1.0,0.0,17.0,126780.0,46284.0,360495.0,6269.0,119321.0,19840.0
49,166.0,7183.0,2002.0,5181.0,4566.0,622.0,3944.0,5351.0,1278.0,4073.0,10885.0,4385.0,6500.0,8324.0,2344.0,5980.0,10233.0,3733.0,6500.0,331885.0,103774.0,121417.0,943102.0,112857.0,626305.0,1.0,0.0,17.0,104446.0,39021.0,292864.0,5144.0,98630.0,16971.0
2,166.0,7515.0,2239.0,5276.0,5098.0,734.0,4364.0,5944.0,1438.0,4506.0,10900.0,4400.0,6500.0,8165.0,2315.0,5850.0,10232.0,3732.0,6500.0,390467.0,121725.0,142022.0,919878.0,108438.0,610288.0,1.0,0.0,17.0,122788.0,44435.0,346032.0,6069.0,115656.0,19234.0
4,166.0,7231.0,2062.0,5169.0,4879.0,599.0,4280.0,5732.0,1323.0,4409.0,10887.0,4387.0,6500.0,8291.0,2376.0,5915.0,10226.0,3726.0,6500.0,300899.0,111807.0,130382.0,941030.0,113079.0,618642.0,1.0,0.0,17.0,113002.0,41052.0,259847.0,5061.0,106746.0,17380.0
6,166.0,7816.0,2333.0,5483.0,5516.0,713.0,4803.0,6403.0,1473.0,4930.0,10887.0,4387.0,6500.0,8389.0,2409.0,5980.0,10279.0,3779.0,6500.0,270440.0,123533.0,144086.0,943596.0,110714.0,625573.0,1.0,0.0,17.0,124342.0,45687.0,224753.0,6043.0,117490.0,19744.0
