"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,8011.0,2370.0,5641.0,5265.0,724.0,4541.0,6144.0,1468.0,4676.0,10900.0,4400.0,6500.0,9276.0,2971.0,6305.0,10629.0,4129.0,6500.0,1731065.0,458382.0,536011.0,6794043.0,762315.0,4480036.0,1.0,0.0,17.0,457711.0,192713.0,1538352.0,25263.0,433119.0,78300.0
2,166.0,948.0,239.0,709.0,446.0,33.0,413.0,547.0,119.0,428.0,10755.0,4320.0,6435.0,4849.0,1599.0,3250.0,10373.0,3938.0,6435.0,44853.0,14951.0,18096.0,1495959.0,147494.0,1166943.0,2.0,0.0,17.0,14107.0,9011.0,35842.0,1384.0,13567.0,3989.0
3,166.0,188.0,59.0,129.0,0.0,0.0,0.0,38.0,23.0,15.0,10518.0,4149.0,6369.0,3071.0,1056.0,2015.0,9989.0,3684.0,6305.0,5853.0,1607.0,2470.0,937791.0,79149.0,701609.0,3.0,0.0,17.0,1562.0,1831.0,4022.0,215.0,1392.0,908.0
4,166.0,7924.0,2352.0,5572.0,5187.0,747.0,4440.0,6025.0,1457.0,4568.0,10900.0,4400.0,6500.0,9276.0,2971.0,6305.0,10630.0,4130.0,6500.0,1742576.0,462727.0,539369.0,6755181.0,756512.0,4460879.0,1.0,0.0,17.0,460114.0,194730.0,1547846.0,26533.0,436194.0,79255.0
5,166.0,778.0,199.0,579.0,302.0,19.0,283.0,399.0,101.0,298.0,10767.0,4332.0,6435.0,4880.0,1630.0,3250.0,10378.0,3943.0,6435.0,32755.0,10236.0,13048.0,1508701.0,148688.0,1181927.0,2.0,0.0,17.0,9764.0,7191.0,25564.0,1043.0,9193.0,3284.0
6,166.0,224.0,80.0,144.0,52.0,0.0,52.0,101.0,32.0,69.0,10472.0,4104.0,6368.0,2910.0,1025.0,1885.0,9864.0,3624.0,6240.0,8347.0,2406.0,3610.0,935845.0,75111.0,700568.0,3.0,0.0,17.0,2387.0,2589.0,5758.0,325.0,2081.0,1223.0
7,166.0,8008.0,2423.0,5585.0,5281.0,762.0,4519.0,6162.0,1525.0,4637.0,10900.0,4400.0,6500.0,9269.0,2964.0,6305.0,10629.0,4129.0,6500.0,1755779.0,463339.0,542241.0,6780855.0,759267.0,4473972.0,1.0,0.0,17.0,461922.0,197436.0,1558343.0,26285.0,437054.0,80319.0
8,166.0,860.0,202.0,658.0,375.0,28.0,347.0,463.0,100.0,363.0,10755.0,4320.0,6435.0,4834.0,1584.0,3250.0,10356.0,3921.0,6435.0,39972.0,11860.0,14956.0,1479290.0,146652.0,1158633.0,2.0,0.0,17.0,11609.0,7500.0,32472.0,1067.0,10793.0,3347.0
9,166.0,206.0,64.0,142.0,50.0,0.0,50.0,91.0,26.0,65.0,10484.0,4116.0,6368.0,2996.0,1046.0,1950.0,9900.0,3660.0,6240.0,7869.0,2088.0,3298.0,952870.0,79364.0,709073.0,3.0,0.0,17.0,2149.0,2373.0,5496.0,270.0,1818.0,1149.0
10,166.0,7926.0,2356.0,5570.0,5169.0,729.0,4440.0,6030.0,1476.0,4554.0,10900.0,4400.0,6500.0,9344.0,2974.0,6370.0,10626.0,4126.0,6500.0,1713233.0,461446.0,536960.0,6768101.0,759507.0,4460761.0,1.0,0.0,17.0,458922.0,192042.0,1521191.0,25887.0,435559.0,78038.0
11,166.0,879.0,221.0,658.0,325.0,28.0,297.0,425.0,111.0,314.0,10767.0,4332.0,6435.0,4945.0,1630.0,3315.0,10383.0,3948.0,6435.0,37290.0,11250.0,14410.0,1478053.0,149368.0,1158509.0,2.0,0.0,17.0,10810.0,7899.0,29391.0,1121.0,10129.0,3600.0
12,166.0,204.0,64.0,140.0,51.0,0.0,51.0,94.0,29.0,65.0,10484.0,4116.0,6368.0,3141.0,1061.0,2080.0,9906.0,3666.0,6240.0,6606.0,1932.0,2868.0,964471.0,79908.0,716379.0,3.0,0.0,17.0,1869.0,1978.0,4628.0,281.0,1651.0,999.0
13,166.0,7710.0,2257.0,5453.0,5051.0,705.0,4346.0,5859.0,1399.0,4460.0,10888.0,4388.0,6500.0,9261.0,2956.0,6305.0,10620.0,4120.0,6500.0,1660188.0,445412.0,519223.0,6724668.0,752311.0,4443711.0,1.0,0.0,17.0,443119.0,185761.0,1474427.0,25161.0,420251.0,76104.0
14,166.0,773.0,182.0,591.0,253.0,21.0,232.0,339.0,90.0,249.0,10755.0,4320.0,6435.0,4756.0,1571.0,3185.0,10376.0,3941.0,6435.0,28705.0,8301.0,11015.0,1458416.0,144110.0,1141382.0,2.0,0.0,17.0,8023.0,6325.0,22380.0,893.0,7408.0,2992.0
15,166.0,202.0,73.0,129.0,52.0,0.0,52.0,97.0,32.0,65.0,10484.0,4116.0,6368.0,3070.0,1055.0,2015.0,9904.0,3664.0,6240.0,8014.0,2293.0,3678.0,932785.0,79850.0,694878.0,3.0,0.0,17.0,2219.0,2804.0,5210.0,358.0,1935.0,1459.0
16,166.0,7334.0,2149.0,5185.0,4830.0,701.0,4129.0,5576.0,1332.0,4244.0,10900.0,4400.0,6500.0,9325.0,2955.0,6370.0,10629.0,4129.0,6500.0,1718460.0,460524.0,535011.0,6742920.0,752396.0,4451208.0,1.0,0.0,17.0,457992.0,189412.0,1529048.0,26285.0,434239.0,77019.0
17,166.0,981.0,210.0,771.0,375.0,27.0,348.0,490.0,112.0,378.0,10755.0,4320.0,6435.0,4844.0,1594.0,3250.0,10366.0,3931.0,6435.0,44594.0,13731.0,17310.0,1476406.0,144518.0,1157564.0,2.0,0.0,17.0,13404.0,8470.0,36124.0,1204.0,12527.0,3906.0
18,166.0,194.0,54.0,140.0,69.0,4.0,65.0,89.0,24.0,65.0,10593.0,4160.0,6433.0,3065.0,1050.0,2015.0,9992.0,3687.0,6305.0,6730.0,2520.0,3197.0,962961.0,78306.0,714124.0,3.0,0.0,17.0,2212.0,1926.0,4804.0,392.0,2128.0,985.0
19,166.0,7829.0,2260.0,5569.0,5105.0,707.0,4398.0,5948.0,1415.0,4533.0,10888.0,4388.0,6500.0,9343.0,2973.0,6370.0,10620.0,4120.0,6500.0,1730960.0,462574.0,539199.0,6810061.0,761392.0,4477875.0,1.0,0.0,17.0,461270.0,191471.0,1539489.0,25687.0,436887.0,77929.0
20,166.0,862.0,204.0,658.0,327.0,30.0,297.0,416.0,99.0,317.0,10755.0,4320.0,6435.0,4988.0,1608.0,3380.0,10361.0,3926.0,6435.0,35119.0,10585.0,13355.0,1534164.0,152744.0,1191595.0,2.0,0.0,17.0,10130.0,6936.0,28183.0,1099.0,9486.0,3225.0
21,166.0,193.0,59.0,134.0,50.0,0.0,50.0,92.0,27.0,65.0,10605.0,4172.0,6433.0,3159.0,1079.0,2080.0,10017.0,3712.0,6305.0,5681.0,1739.0,2715.0,954736.0,80978.0,709206.0,3.0,0.0,17.0,1687.0,1953.0,3728.0,275.0,1464.0,1028.0
22,166.0,7719.0,2215.0,5504.0,4971.0,690.0,4281.0,5774.0,1385.0,4389.0,10900.0,4400.0,6500.0,9342.0,2972.0,6370.0,10637.0,4137.0,6500.0,1628652.0,430359.0,503331.0,6795138.0,765245.0,4480931.0,1.0,0.0,17.0,429319.0,183094.0,1445558.0,24502.0,405857.0,74012.0
23,166.0,672.0,155.0,517.0,246.0,14.0,232.0,321.0,74.0,247.0,10755.0,4320.0,6435.0,4762.0,1577.0,3185.0,10366.0,3931.0,6435.0,33213.0,9532.0,12110.0,1462912.0,140087.0,1150456.0,2.0,0.0,17.0,9411.0,6100.0,27113.0,828.0,8704.0,2699.0
24,166.0,188.0,59.0,129.0,51.0,0.0,51.0,87.0,28.0,59.0,10484.0,4116.0,6368.0,3070.0,1055.0,2015.0,9889.0,3649.0,6240.0,6744.0,2089.0,3088.0,964515.0,79659.0,716518.0,3.0,0.0,17.0,1915.0,2323.0,4421.0,324.0,1765.0,1173.0
25,166.0,8147.0,2369.0,5778.0,5263.0,735.0,4528.0,6123.0,1459.0,4664.0,10900.0,4400.0,6500.0,9364.0,2994.0,6370.0,10627.0,4127.0,6500.0,1691085.0,452691.0,528553.0,6776592.0,774285.0,4464947.0,1.0,0.0,17.0,451488.0,189703.0,1501382.0,25467.0,427224.0,77065.0
26,166.0,941.0,219.0,722.0,428.0,30.0,398.0,526.0,108.0,418.0,10755.0,4320.0,6435.0,5021.0,1641.0,3380.0,10369.0,3934.0,6435.0,46157.0,14316.0,17818.0,1521746.0,152768.0,1183323.0,2.0,0.0,17.0,13977.0,8410.0,37747.0,1181.0,13135.0,3841.0
27,166.0,205.0,65.0,140.0,51.0,0.0,51.0,96.0,31.0,65.0,10548.0,4116.0,6432.0,3106.0,1026.0,2080.0,9894.0,3654.0,6240.0,7274.0,2312.0,3332.0,965645.0,82245.0,714846.0,3.0,0.0,17.0,2160.0,2359.0,4915.0,320.0,1992.0,1172.0
28,166.0,7875.0,2306.0,5569.0,5129.0,718.0,4411.0,5962.0,1422.0,4540.0,10888.0,4388.0,6500.0,9336.0,2966.0,6370.0,10620.0,4120.0,6500.0,1675215.0,450568.0,525855.0,6738774.0,751212.0,4444554.0,1.0,0.0,17.0,449475.0,186549.0,1488666.0,25068.0,425500.0,76380.0
