"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,261.0,69.0,192.0,51.0,0.0,51.0,99.0,34.0,65.0,9726.0,3685.0,6041.0,2591.0,771.0,1820.0,8878.0,3093.0,5785.0,8004.0,2500.0,3692.0,644476.0,66729.0,488839.0,3.0,2.0,17.0,2305.0,2563.0,5441.0,470.0,2030.0,1387.0
3,166.0,101.0,34.0,67.0,0.0,0.0,0.0,8.0,5.0,3.0,9814.0,3708.0,6106.0,2479.0,724.0,1755.0,8983.0,3133.0,5850.0,4079.0,1277.0,1914.0,613785.0,63322.0,470289.0,3.0,2.0,17.0,1258.0,1310.0,2769.0,169.0,1108.0,656.0
5,166.0,176.0,47.0,129.0,51.0,0.0,51.0,78.0,13.0,65.0,9728.0,3687.0,6041.0,2580.0,760.0,1820.0,8908.0,3123.0,5785.0,5754.0,2021.0,2677.0,634567.0,66074.0,485802.0,3.0,2.0,17.0,1858.0,1687.0,4067.0,261.0,1760.0,819.0
7,166.0,200.0,59.0,141.0,52.0,0.0,52.0,93.0,28.0,65.0,10105.0,3742.0,6363.0,2510.0,755.0,1755.0,9063.0,3148.0,5915.0,7052.0,2171.0,3053.0,815189.0,61400.0,472434.0,3.0,2.0,17.0,1961.0,2223.0,4829.0,350.0,1821.0,1092.0
9,166.0,123.0,48.0,75.0,0.0,0.0,0.0,30.0,27.0,3.0,9837.0,3731.0,6106.0,2815.0,800.0,2015.0,9014.0,3164.0,5850.0,4955.0,1530.0,2406.0,644895.0,71681.0,493202.0,3.0,2.0,17.0,1390.0,1895.0,3060.0,277.0,1253.0,1016.0
2,166.0,32.0,32.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,10393.0,3967.0,6426.0,675.0,675.0,0.0,9264.0,3414.0,5850.0,1908.0,490.0,1109.0,1290321.0,17918.0,504260.0,3.0,2.0,17.0,226.0,1377.0,531.0,286.0,204.0,883.0
4,166.0,95.0,31.0,64.0,0.0,0.0,0.0,3.0,3.0,0.0,9804.0,3699.0,6105.0,2661.0,776.0,1885.0,8951.0,3166.0,5785.0,3436.0,1125.0,1700.0,628895.0,68615.0,481752.0,3.0,2.0,17.0,1059.0,1237.0,2199.0,148.0,977.0,641.0
6,166.0,138.0,59.0,79.0,51.0,0.0,51.0,93.0,28.0,65.0,9802.0,3696.0,6106.0,2713.0,763.0,1950.0,8933.0,3083.0,5850.0,6435.0,2001.0,3067.0,633640.0,70110.0,481899.0,3.0,2.0,17.0,1914.0,2234.0,4201.0,275.0,1726.0,1153.0
8,166.0,205.0,64.0,141.0,51.0,0.0,51.0,92.0,27.0,65.0,9939.0,3643.0,6296.0,2641.0,756.0,1885.0,8796.0,3076.0,5720.0,7082.0,2237.0,3320.0,823147.0,65381.0,467820.0,3.0,2.0,17.0,2198.0,2230.0,4852.0,251.0,1986.0,1122.0
10,166.0,200.0,59.0,141.0,51.0,0.0,51.0,92.0,27.0,65.0,9752.0,3710.0,6042.0,2507.0,752.0,1755.0,8994.0,3144.0,5850.0,6551.0,1927.0,3085.0,600277.0,61830.0,465488.0,3.0,2.0,17.0,1925.0,2305.0,4246.0,241.0,1686.0,1160.0
