"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-298576374,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,1,-298552379,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,1,-298532582,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,1,-298514849,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,1,-298494473,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,1,-298474864,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,1,-298457205,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,1,-298438506,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,1,-298420976,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,1,-298402621,5.14,1,1,23.34,72.09,2000,1,0,7.5
