"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1684178890,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1684214726,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1684244143,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1684270105,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1684297332,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1684183341,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1684218576,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1684245705,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1684270418,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1684294420,5.14,1,1,23.34,72.09,7500,1,0,7.5
