"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,296.0,216.0,80.0,24.0,24.0,0.0,167.0,150.0,17.0,10822.0,4322.0,6500.0,7391.0,1801.0,5590.0,9865.0,3365.0,6500.0,2801.0,832.0,1680.0,728474.0,94534.0,380017.0,2.0,0.0,17.0
3,166.0,340.0,183.0,157.0,63.0,12.0,51.0,209.0,114.0,95.0,10833.0,4333.0,6500.0,7564.0,1844.0,5720.0,9860.0,3360.0,6500.0,2828.0,764.0,1516.0,761840.0,96580.0,395758.0,2.0,0.0,17.0
5,166.0,252.0,155.0,97.0,30.0,30.0,0.0,119.0,102.0,17.0,10783.0,4283.0,6500.0,7466.0,1811.0,5655.0,9826.0,3326.0,6500.0,2166.0,625.0,1244.0,746587.0,97823.0,385819.0,2.0,0.0,17.0
7,166.0,459.0,234.0,225.0,102.0,37.0,65.0,272.0,162.0,110.0,10760.0,4263.0,6497.0,7370.0,1780.0,5590.0,9739.0,3304.0,6435.0,3554.0,1172.0,2103.0,743011.0,95707.0,378835.0,2.0,0.0,17.0
9,166.0,427.0,229.0,198.0,137.0,21.0,116.0,292.0,160.0,132.0,10786.0,4289.0,6497.0,7532.0,1877.0,5655.0,9818.0,3383.0,6435.0,3185.0,1296.0,2086.0,751203.0,93139.0,387233.0,2.0,0.0,17.0
11,166.0,599.0,249.0,350.0,239.0,59.0,180.0,393.0,182.0,211.0,10773.0,4276.0,6497.0,7212.0,1752.0,5460.0,9751.0,3316.0,6435.0,4494.0,1809.0,2698.0,704165.0,87327.0,365430.0,2.0,0.0,17.0
13,166.0,375.0,200.0,175.0,28.0,28.0,0.0,164.0,132.0,32.0,10794.0,4294.0,6500.0,7432.0,1777.0,5655.0,9793.0,3293.0,6500.0,3165.0,746.0,1575.0,750267.0,98185.0,385982.0,2.0,0.0,17.0
15,166.0,316.0,171.0,145.0,75.0,23.0,52.0,197.0,115.0,82.0,10792.0,4292.0,6500.0,7557.0,1837.0,5720.0,9819.0,3319.0,6500.0,2729.0,1033.0,1765.0,739328.0,98106.0,381355.0,2.0,0.0,17.0
17,166.0,320.0,179.0,141.0,88.0,23.0,65.0,180.0,114.0,66.0,10762.0,4265.0,6497.0,7324.0,1799.0,5525.0,9754.0,3319.0,6435.0,2988.0,1081.0,1656.0,727450.0,94679.0,376411.0,2.0,0.0,17.0
19,166.0,289.0,145.0,144.0,57.0,7.0,50.0,155.0,90.0,65.0,10745.0,4248.0,6497.0,7495.0,1775.0,5720.0,9693.0,3258.0,6435.0,2290.0,720.0,1261.0,721990.0,93946.0,373013.0,2.0,0.0,17.0
