"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,393.0,183.0,210.0,97.0,32.0,65.0,211.0,131.0,80.0,10662.0,4162.0,6500.0,7542.0,2074.0,5468.0,9607.0,3107.0,6500.0,3220.0,1001.0,1728.0,401862.0,90595.0,288686.0,2.0,0.0,17.0
3,166.0,384.0,163.0,221.0,134.0,19.0,115.0,237.0,92.0,145.0,10564.0,4129.0,6435.0,7676.0,2143.0,5533.0,9508.0,3073.0,6435.0,2835.0,1007.0,1621.0,397723.0,94327.0,284375.0,2.0,0.0,17.0
5,166.0,530.0,244.0,286.0,153.0,37.0,116.0,307.0,161.0,146.0,10577.0,4142.0,6435.0,7531.0,2025.0,5506.0,9505.0,3070.0,6435.0,3703.0,1358.0,2161.0,384728.0,90738.0,277238.0,2.0,0.0,17.0
7,166.0,212.0,129.0,83.0,2.0,2.0,0.0,125.0,95.0,30.0,10666.0,4166.0,6500.0,7560.0,2004.0,5556.0,9603.0,3103.0,6500.0,2102.0,702.0,1242.0,389336.0,86036.0,281149.0,2.0,0.0,17.0
9,166.0,339.0,184.0,155.0,59.0,7.0,52.0,173.0,106.0,67.0,10564.0,4129.0,6435.0,7801.0,2229.0,5572.0,9534.0,3099.0,6435.0,2644.0,844.0,1447.0,397971.0,95126.0,289235.0,2.0,0.0,17.0
11,166.0,366.0,222.0,144.0,71.0,6.0,65.0,205.0,125.0,80.0,10652.0,4155.0,6497.0,8156.0,2443.0,5713.0,9456.0,3021.0,6435.0,2629.0,806.0,1551.0,392351.0,110839.0,281765.0,2.0,0.0,17.0
13,166.0,277.0,185.0,92.0,18.0,18.0,0.0,146.0,116.0,30.0,10652.0,4155.0,6497.0,7723.0,2191.0,5532.0,9617.0,3131.0,6486.0,2384.0,620.0,1314.0,398128.0,95994.0,285324.0,2.0,0.0,17.0
15,166.0,218.0,138.0,80.0,26.0,26.0,0.0,119.0,104.0,15.0,10568.0,4133.0,6435.0,7439.0,1946.0,5493.0,9488.0,3053.0,6435.0,2309.0,711.0,1343.0,385974.0,87567.0,278274.0,2.0,0.0,17.0
17,166.0,302.0,143.0,159.0,62.0,10.0,52.0,161.0,80.0,81.0,10237.0,4000.0,6237.0,6118.0,2041.0,4077.0,9164.0,2989.0,6175.0,2196.0,797.0,1333.0,215206.0,55251.0,153198.0,2.0,0.0,17.0
19,166.0,556.0,268.0,288.0,239.0,59.0,180.0,380.0,184.0,196.0,10519.0,4087.0,6432.0,8345.0,2436.0,5909.0,9401.0,2980.0,6421.0,4574.0,1828.0,2772.0,391261.0,110664.0,278434.0,2.0,0.0,17.0
21,166.0,220.0,79.0,141.0,53.0,2.0,51.0,109.0,43.0,66.0,10396.0,4035.0,6361.0,4475.0,1339.0,3136.0,9257.0,3030.0,6227.0,1781.0,599.0,901.0,206681.0,36782.0,146724.0,2.0,0.0,17.0
23,166.0,365.0,193.0,172.0,98.0,33.0,65.0,217.0,122.0,95.0,10590.0,4155.0,6435.0,8243.0,2466.0,5777.0,9497.0,3062.0,6435.0,2932.0,954.0,1674.0,393286.0,110556.0,285012.0,2.0,0.0,17.0
25,166.0,294.0,203.0,91.0,76.0,24.0,52.0,225.0,145.0,80.0,10299.0,4000.0,6299.0,6197.0,2109.0,4088.0,9234.0,3059.0,6175.0,2743.0,916.0,1708.0,214896.0,57365.0,151581.0,2.0,0.0,17.0
27,166.0,168.0,138.0,30.0,7.0,7.0,0.0,122.0,92.0,30.0,10604.0,4107.0,6497.0,9299.0,2944.0,6355.0,9518.0,3083.0,6435.0,1898.0,555.0,1159.0,396884.0,196252.0,287407.0,2.0,0.0,17.0
29,166.0,339.0,177.0,162.0,79.0,27.0,52.0,201.0,119.0,82.0,10654.0,4157.0,6497.0,8379.0,2506.0,5873.0,9548.0,3063.0,6485.0,2761.0,863.0,1554.0,388990.0,110378.0,282513.0,2.0,0.0,17.0
31,166.0,271.0,179.0,92.0,71.0,20.0,51.0,199.0,119.0,80.0,10556.0,4124.0,6432.0,7597.0,2093.0,5504.0,9460.0,3039.0,6421.0,2388.0,857.0,1474.0,392516.0,92000.0,285132.0,2.0,0.0,17.0
33,166.0,273.0,128.0,145.0,61.0,9.0,52.0,148.0,83.0,65.0,10540.0,4105.0,6435.0,9294.0,2939.0,6355.0,9481.0,3046.0,6435.0,2297.0,789.0,1297.0,402730.0,202974.0,288377.0,2.0,0.0,17.0
35,166.0,477.0,255.0,222.0,80.0,28.0,52.0,283.0,188.0,95.0,10579.0,4144.0,6435.0,9315.0,2960.0,6355.0,9493.0,3058.0,6435.0,3591.0,904.0,1980.0,406207.0,211579.0,291787.0,2.0,0.0,17.0
37,166.0,349.0,152.0,197.0,52.0,2.0,50.0,179.0,113.0,66.0,10592.0,4157.0,6435.0,8645.0,2577.0,6068.0,9495.0,3060.0,6435.0,2860.0,944.0,1625.0,392008.0,117718.0,282931.0,2.0,0.0,17.0
