"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1772292377,5.14,1,20,23.34,72.09,600,0,7.5,520,3
3,-1772288111,5.14,1,20,23.34,72.09,600,0,7.5,520,3
5,-1772284291,5.14,1,20,23.34,72.09,600,0,7.5,520,3
7,-1772282022,5.14,1,20,23.34,72.09,600,0,7.5,520,3
9,-1772280538,5.14,1,20,23.34,72.09,600,0,7.5,520,3
11,-1772280039,5.14,1,20,23.34,72.09,600,0,7.5,520,3
13,-1772279239,5.14,1,20,23.34,72.09,600,0,7.5,520,3
15,-1772278148,5.14,1,20,23.34,72.09,600,0,7.5,520,3
17,-1772277252,5.14,1,20,23.34,72.09,600,0,7.5,520,3
19,-1772275926,5.14,1,20,23.34,72.09,600,0,7.5,520,3
21,-1772275555,5.14,1,20,23.34,72.09,600,0,7.5,520,3
23,-1772275125,5.14,1,20,23.34,72.09,600,0,7.5,520,3
25,-1772274604,5.14,1,20,23.34,72.09,600,0,7.5,520,3
27,-1772274188,5.14,1,20,23.34,72.09,600,0,7.5,520,3
29,-1772273777,5.14,1,20,23.34,72.09,600,0,7.5,520,3
31,-1772273429,5.14,1,20,23.34,72.09,600,0,7.5,520,3
33,-1772273008,5.14,1,20,23.34,72.09,600,0,7.5,520,3
35,-1772272319,5.14,1,20,23.34,72.09,600,0,7.5,520,3
37,-1772271853,5.14,1,20,23.34,72.09,600,0,7.5,520,3
39,-1772271368,5.14,1,20,23.34,72.09,600,0,7.5,520,3
41,-1772270913,5.14,1,20,23.34,72.09,600,0,7.5,520,3
43,-1772270472,5.14,1,20,23.34,72.09,600,0,7.5,520,3
45,-1772270197,5.14,1,20,23.34,72.09,600,0,7.5,520,3
47,-1772269883,5.14,1,20,23.34,72.09,600,0,7.5,520,3
49,-1772269586,5.14,1,20,23.34,72.09,600,0,7.5,520,3
2,-1772291692,5.14,1,20,23.34,72.09,600,0,7.5,520,3
4,-1772284950,5.14,1,20,23.34,72.09,600,0,7.5,520,3
6,-1772282394,5.14,1,20,23.34,72.09,600,0,7.5,520,3
8,-1772280753,5.14,1,20,23.34,72.09,600,0,7.5,520,3
10,-1772279955,5.14,1,20,23.34,72.09,600,0,7.5,520,3
12,-1772279088,5.14,1,20,23.34,72.09,600,0,7.5,520,3
14,-1772277918,5.14,1,20,23.34,72.09,600,0,7.5,520,3
16,-1772276953,5.14,1,20,23.34,72.09,600,0,7.5,520,3
18,-1772275757,5.14,1,20,23.34,72.09,600,0,7.5,520,3
20,-1772275334,5.14,1,20,23.34,72.09,600,0,7.5,520,3
22,-1772274804,5.14,1,20,23.34,72.09,600,0,7.5,520,3
24,-1772274436,5.14,1,20,23.34,72.09,600,0,7.5,520,3
26,-1772274022,5.14,1,20,23.34,72.09,600,0,7.5,520,3
28,-1772273605,5.14,1,20,23.34,72.09,600,0,7.5,520,3
30,-1772273189,5.14,1,20,23.34,72.09,600,0,7.5,520,3
32,-1772272838,5.14,1,20,23.34,72.09,600,0,7.5,520,3
34,-1772272178,5.14,1,20,23.34,72.09,600,0,7.5,520,3
36,-1772271677,5.14,1,20,23.34,72.09,600,0,7.5,520,3
38,-1772271119,5.14,1,20,23.34,72.09,600,0,7.5,520,3
40,-1772270673,5.14,1,20,23.34,72.09,600,0,7.5,520,3
42,-1772270324,5.14,1,20,23.34,72.09,600,0,7.5,520,3
44,-1772269942,5.14,1,20,23.34,72.09,600,0,7.5,520,3
46,-1772269682,5.14,1,20,23.34,72.09,600,0,7.5,520,3
48,-1772269379,5.14,1,20,23.34,72.09,600,0,7.5,520,3
50,-1772269162,5.14,1,20,23.34,72.09,600,0,7.5,520,3
