"run","tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour"
1,1.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,2.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,3.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,4.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,5.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,6.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,7.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,8.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,9.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,10.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,11.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,12.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,13.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,14.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,15.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,16.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,17.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,18.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,19.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,20.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,21.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,22.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,23.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,24.0,0.0,7.115384615384615,0.0,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,25.0,1.5384615384615385,7.115384615384615,1.5384615384615385,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,26.0,4.038461538461538,7.115384615384615,4.038461538461538,93.84615384615384,93.84615384615384,93.84615384615384,1.0,0.0
1,27.0,4.038461538461538,7.115384615384615,4.038461538461538,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,28.0,5.769230769230769,10.576923076923077,5.769230769230769,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,29.0,5.769230769230769,10.576923076923077,5.769230769230769,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,30.0,7.115384615384615,13.653846153846153,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,31.0,7.115384615384615,13.653846153846153,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,32.0,7.115384615384615,13.653846153846153,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,33.0,7.115384615384615,13.653846153846153,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,34.0,7.115384615384615,13.653846153846153,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,35.0,7.115384615384615,13.653846153846153,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,36.0,7.115384615384615,18.076923076923077,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,37.0,7.115384615384615,18.076923076923077,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,38.0,7.115384615384615,18.076923076923077,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,39.0,7.115384615384615,19.423076923076923,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,40.0,7.115384615384615,19.423076923076923,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,41.0,7.115384615384615,19.423076923076923,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
1,42.0,7.115384615384615,19.423076923076923,7.115384615384615,94.23076923076923,93.84615384615384,93.84615384615384,1.0,0.0
