"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,7687.0,2135.0,5552.0,5015.0,611.0,4404.0,5907.0,1304.0,4603.0,10885.0,4385.0,6500.0,9484.0,3090.0,6394.0,10214.0,3714.0,6500.0,239738.0,88427.0,102886.0,1059323.0,224797.0,683899.0,1.0,0.0,17.0
3,166.0,151.0,136.0,15.0,6.0,6.0,0.0,117.0,102.0,15.0,5327.0,1835.0,3492.0,1414.0,467.0,947.0,4583.0,1412.0,3171.0,1635.0,420.0,1017.0,50495.0,11805.0,37349.0,3.0,0.0,17.0
5,166.0,327.0,179.0,148.0,6.0,6.0,0.0,146.0,116.0,30.0,10189.0,3958.0,6231.0,4727.0,1425.0,3302.0,9104.0,3008.0,6096.0,2337.0,635.0,1288.0,213199.0,40451.0,150866.0,2.0,0.0,17.0
7,166.0,7390.0,2089.0,5301.0,5015.0,696.0,4319.0,5788.0,1340.0,4448.0,10885.0,4385.0,6500.0,9498.0,3156.0,6342.0,10196.0,3696.0,6500.0,321870.0,118030.0,136765.0,1047872.0,239559.0,680281.0,1.0,0.0,17.0
9,166.0,206.0,114.0,92.0,26.0,26.0,0.0,125.0,95.0,30.0,5314.0,1881.0,3433.0,1088.0,401.0,687.0,4688.0,1453.0,3235.0,2002.0,610.0,1199.0,49378.0,10135.0,36849.0,3.0,0.0,17.0
11,166.0,385.0,173.0,212.0,80.0,15.0,65.0,209.0,114.0,95.0,10577.0,4142.0,6435.0,7545.0,2039.0,5506.0,9504.0,3069.0,6435.0,2917.0,832.0,1543.0,390916.0,93754.0,281082.0,2.0,0.0,17.0
13,166.0,6923.0,2113.0,4810.0,4724.0,696.0,4028.0,5505.0,1376.0,4129.0,10887.0,4387.0,6500.0,9541.0,3134.0,6407.0,10189.0,3689.0,6500.0,427817.0,117739.0,135862.0,1047104.0,234474.0,678319.0,1.0,0.0,17.0
15,166.0,66.0,66.0,0.0,6.0,6.0,0.0,49.0,49.0,0.0,5243.0,1754.0,3489.0,3077.0,1054.0,2023.0,4580.0,1373.0,3207.0,1032.0,484.0,742.0,49077.0,23806.0,36634.0,3.0,0.0,17.0
17,166.0,345.0,189.0,156.0,99.0,34.0,65.0,206.0,126.0,80.0,10639.0,4142.0,6497.0,8341.0,2520.0,5821.0,9498.0,3063.0,6435.0,2790.0,1005.0,1688.0,386995.0,110542.0,277895.0,2.0,0.0,17.0
19,166.0,8280.0,2534.0,5746.0,5767.0,756.0,5011.0,6736.0,1569.0,5167.0,10887.0,4387.0,6500.0,9337.0,2981.0,6356.0,10181.0,3681.0,6500.0,271375.0,121254.0,140647.0,1052684.0,230808.0,679880.0,1.0,0.0,17.0
21,166.0,262.0,171.0,91.0,80.0,28.0,52.0,204.0,137.0,67.0,5609.0,1925.0,3684.0,3391.0,1223.0,2168.0,4889.0,1538.0,3351.0,2607.0,966.0,1719.0,50729.0,25389.0,38181.0,3.0,0.0,17.0
23,166.0,287.0,142.0,145.0,70.0,5.0,65.0,166.0,86.0,80.0,10639.0,4142.0,6497.0,9309.0,2954.0,6355.0,9500.0,3065.0,6435.0,2179.0,818.0,1425.0,396612.0,203454.0,285667.0,2.0,0.0,17.0
25,166.0,8039.0,2290.0,5749.0,5497.0,708.0,4789.0,6337.0,1406.0,4931.0,10887.0,4387.0,6500.0,9947.0,3512.0,6435.0,10230.0,3730.0,6500.0,263903.0,120350.0,139548.0,1055267.0,290564.0,684557.0,1.0,0.0,17.0
27,166.0,170.0,79.0,91.0,0.0,0.0,0.0,79.0,49.0,30.0,5425.0,1809.0,3616.0,1418.0,487.0,931.0,4647.0,1425.0,3222.0,1698.0,548.0,999.0,50304.0,11720.0,37541.0,3.0,0.0,17.0
29,166.0,190.0,113.0,77.0,51.0,0.0,51.0,127.0,62.0,65.0,10615.0,4118.0,6497.0,8378.0,2557.0,5821.0,9512.0,3077.0,6435.0,1806.0,585.0,1059.0,394350.0,114222.0,283614.0,2.0,0.0,17.0
31,166.0,7512.0,2166.0,5346.0,5049.0,673.0,4376.0,5871.0,1353.0,4518.0,10887.0,4387.0,6500.0,9993.0,3508.0,6485.0,10237.0,3737.0,6500.0,271885.0,98867.0,115158.0,1057840.0,286463.0,684089.0,1.0,0.0,17.0
33,166.0,81.0,66.0,15.0,0.0,0.0,0.0,31.0,29.0,2.0,5440.0,1824.0,3616.0,1446.0,527.0,919.0,4689.0,1418.0,3271.0,1104.0,434.0,719.0,51916.0,11832.0,37854.0,3.0,0.0,17.0
35,166.0,239.0,159.0,80.0,20.0,20.0,0.0,126.0,110.0,16.0,10628.0,4131.0,6497.0,7736.0,2088.0,5648.0,9474.0,2989.0,6485.0,2366.0,719.0,1420.0,386642.0,89189.0,277512.0,2.0,0.0,17.0
37,166.0,7474.0,2129.0,5345.0,5072.0,647.0,4425.0,5876.0,1335.0,4541.0,10885.0,4385.0,6500.0,9563.0,3155.0,6408.0,10201.0,3701.0,6500.0,294983.0,110289.0,127641.0,1077418.0,242370.0,696914.0,1.0,0.0,17.0
39,166.0,275.0,131.0,144.0,134.0,18.0,116.0,210.0,80.0,130.0,5473.0,1851.0,3622.0,1645.0,570.0,1075.0,4734.0,1434.0,3300.0,2227.0,1020.0,1450.0,49579.0,13138.0,37257.0,3.0,0.0,17.0
41,166.0,286.0,156.0,130.0,74.0,22.0,52.0,189.0,124.0,65.0,10639.0,4142.0,6497.0,7524.0,2033.0,5491.0,9522.0,3087.0,6435.0,2476.0,1023.0,1633.0,410070.0,91846.0,295993.0,2.0,0.0,17.0
43,166.0,7754.0,2225.0,5529.0,5297.0,729.0,4568.0,6099.0,1431.0,4668.0,10887.0,4387.0,6500.0,9861.0,3426.0,6435.0,10156.0,3656.0,6500.0,335269.0,127017.0,146582.0,1040262.0,275801.0,672526.0,1.0,0.0,17.0
