"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1686822558,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1686845373,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1686863237,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1686877291,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1686891398,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1686821440,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1686845069,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1686861075,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1686875605,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1686889079,5.14,1,1,23.34,72.09,7500,1,0,7.5
