"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1764521270,5.14,1,20,23.34,72.09,600,0,7.5,520,2
3,-1764515717,5.14,1,20,23.34,72.09,600,0,7.5,520,2
5,-1764512355,5.14,1,20,23.34,72.09,600,0,7.5,520,2
7,-1764510937,5.14,1,20,23.34,72.09,600,0,7.5,520,2
9,-1764509668,5.14,1,20,23.34,72.09,600,0,7.5,520,2
11,-1764508383,5.14,1,20,23.34,72.09,600,0,7.5,520,2
13,-1764507232,5.14,1,20,23.34,72.09,600,0,7.5,520,2
15,-1764506116,5.14,1,20,23.34,72.09,600,0,7.5,520,2
17,-1764504746,5.14,1,20,23.34,72.09,600,0,7.5,520,2
19,-1764503443,5.14,1,20,23.34,72.09,600,0,7.5,520,2
21,-1764502857,5.14,1,20,23.34,72.09,600,0,7.5,520,2
23,-1764502272,5.14,1,20,23.34,72.09,600,0,7.5,520,2
25,-1764501702,5.14,1,20,23.34,72.09,600,0,7.5,520,2
27,-1764501065,5.14,1,20,23.34,72.09,600,0,7.5,520,2
29,-1764500514,5.14,1,20,23.34,72.09,600,0,7.5,520,2
31,-1764499827,5.14,1,20,23.34,72.09,600,0,7.5,520,2
33,-1764499268,5.14,1,20,23.34,72.09,600,0,7.5,520,2
35,-1764498468,5.14,1,20,23.34,72.09,600,0,7.5,520,2
37,-1764497956,5.14,1,20,23.34,72.09,600,0,7.5,520,2
39,-1764497520,5.14,1,20,23.34,72.09,600,0,7.5,520,2
41,-1764497009,5.14,1,20,23.34,72.09,600,0,7.5,520,2
43,-1764496518,5.14,1,20,23.34,72.09,600,0,7.5,520,2
45,-1764496062,5.14,1,20,23.34,72.09,600,0,7.5,520,2
47,-1764495600,5.14,1,20,23.34,72.09,600,0,7.5,520,2
49,-1764495137,5.14,1,20,23.34,72.09,600,0,7.5,520,2
2,-1764521083,5.14,1,20,23.34,72.09,600,0,7.5,520,2
4,-1764513817,5.14,1,20,23.34,72.09,600,0,7.5,520,2
6,-1764511781,5.14,1,20,23.34,72.09,600,0,7.5,520,2
8,-1764510139,5.14,1,20,23.34,72.09,600,0,7.5,520,2
10,-1764508911,5.14,1,20,23.34,72.09,600,0,7.5,520,2
12,-1764507391,5.14,1,20,23.34,72.09,600,0,7.5,520,2
14,-1764506180,5.14,1,20,23.34,72.09,600,0,7.5,520,2
16,-1764504631,5.14,1,20,23.34,72.09,600,0,7.5,520,2
18,-1764503294,5.14,1,20,23.34,72.09,600,0,7.5,520,2
20,-1764502733,5.14,1,20,23.34,72.09,600,0,7.5,520,2
22,-1764502137,5.14,1,20,23.34,72.09,600,0,7.5,520,2
24,-1764501607,5.14,1,20,23.34,72.09,600,0,7.5,520,2
26,-1764500925,5.14,1,20,23.34,72.09,600,0,7.5,520,2
28,-1764500355,5.14,1,20,23.34,72.09,600,0,7.5,520,2
30,-1764499770,5.14,1,20,23.34,72.09,600,0,7.5,520,2
32,-1764499233,5.14,1,20,23.34,72.09,600,0,7.5,520,2
34,-1764498386,5.14,1,20,23.34,72.09,600,0,7.5,520,2
36,-1764497918,5.14,1,20,23.34,72.09,600,0,7.5,520,2
38,-1764497479,5.14,1,20,23.34,72.09,600,0,7.5,520,2
40,-1764496978,5.14,1,20,23.34,72.09,600,0,7.5,520,2
42,-1764496543,5.14,1,20,23.34,72.09,600,0,7.5,520,2
44,-1764496111,5.14,1,20,23.34,72.09,600,0,7.5,520,2
46,-1764495693,5.14,1,20,23.34,72.09,600,0,7.5,520,2
48,-1764495265,5.14,1,20,23.34,72.09,600,0,7.5,520,2
50,-1764494787,5.14,1,20,23.34,72.09,600,0,7.5,520,2
