"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-305767548,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,1,-305739035,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,1,-305713754,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,1,-305689392,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,1,-305666941,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,1,-305641344,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,1,-305617291,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,1,-305593809,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,1,-305571706,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,1,-305547721,5.14,1,1,23.34,72.09,2000,1,0,7.5
