"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,1,1857854339,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,1,1857964232,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,1,1858066519,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,1,1858146982,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,1,1858240877,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,1,1858326154,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,1,1858426046,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,1,1858524756,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,1,1858620797,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,1,1858713285,5.14,1,1,23.34,72.09,7500,1,0,7.5
11,200,2,5200,1,1858809143,5.14,1,1,23.34,72.09,7500,1,0,7.5
12,200,2,5200,1,1858942960,5.14,1,1,23.34,72.09,7500,1,0,7.5
13,200,2,5200,1,1859095334,5.14,1,1,23.34,72.09,7500,1,0,7.5
14,200,2,5200,1,1859227212,5.14,1,1,23.34,72.09,7500,1,0,7.5
15,200,2,5200,1,1859366273,5.14,1,1,23.34,72.09,7500,1,0,7.5
16,200,2,5200,1,1859496345,5.14,1,1,23.34,72.09,7500,1,0,7.5
17,200,2,5200,1,1859638698,5.14,1,1,23.34,72.09,7500,1,0,7.5
18,200,2,5200,1,1859771010,5.14,1,1,23.34,72.09,7500,1,0,7.5
19,200,2,5200,1,1859911664,5.14,1,1,23.34,72.09,7500,1,0,7.5
20,200,2,5200,1,1860045804,5.14,1,1,23.34,72.09,7500,1,0,7.5
21,200,2,5200,1,1860169190,5.14,1,1,23.34,72.09,7500,1,0,7.5
22,200,2,5200,1,1860292843,5.14,1,1,23.34,72.09,7500,1,0,7.5
23,200,2,5200,1,1860424004,5.14,1,1,23.34,72.09,7500,1,0,7.5
24,200,2,5200,1,1860557006,5.14,1,1,23.34,72.09,7500,1,0,7.5
25,200,2,5200,1,1860680722,5.14,1,1,23.34,72.09,7500,1,0,7.5
26,200,2,5200,1,1860845461,5.14,1,1,23.34,72.09,7500,1,0,7.5
27,200,2,5200,1,1860984746,5.14,1,1,23.34,72.09,7500,1,0,7.5
28,200,2,5200,1,1861127919,5.14,1,1,23.34,72.09,7500,1,0,7.5
29,200,2,5200,1,1861331429,5.14,1,1,23.34,72.09,7500,1,0,7.5
30,200,2,5200,1,1861489081,5.14,1,1,23.34,72.09,7500,1,0,7.5
31,200,2,5200,1,1861633062,5.14,1,1,23.34,72.09,7500,1,0,7.5
32,200,2,5200,1,1861785758,5.14,1,1,23.34,72.09,7500,1,0,7.5
33,200,2,5200,1,1861919443,5.14,1,1,23.34,72.09,7500,1,0,7.5
34,200,2,5200,1,1862055295,5.14,1,1,23.34,72.09,7500,1,0,7.5
35,200,2,5200,1,1862195333,5.14,1,1,23.34,72.09,7500,1,0,7.5
36,200,2,5200,1,1862321650,5.14,1,1,23.34,72.09,7500,1,0,7.5
37,200,2,5200,1,1862462517,5.14,1,1,23.34,72.09,7500,1,0,7.5
38,200,2,5200,1,1862594871,5.14,1,1,23.34,72.09,7500,1,0,7.5
39,200,2,5200,1,1862736527,5.14,1,1,23.34,72.09,7500,1,0,7.5
40,200,2,5200,1,1862874884,5.14,1,1,23.34,72.09,7500,1,0,7.5
41,200,2,5200,1,1863014947,5.14,1,1,23.34,72.09,7500,1,0,7.5
42,200,2,5200,1,1863149449,5.14,1,1,23.34,72.09,7500,1,0,7.5
43,200,2,5200,1,1863301089,5.14,1,1,23.34,72.09,7500,1,0,7.5
44,200,2,5200,1,1863447000,5.14,1,1,23.34,72.09,7500,1,0,7.5
45,200,2,5200,1,1863577941,5.14,1,1,23.34,72.09,7500,1,0,7.5
46,200,2,5200,1,1863707835,5.14,1,1,23.34,72.09,7500,1,0,7.5
47,200,2,5200,1,1863844687,5.14,1,1,23.34,72.09,7500,1,0,7.5
48,200,2,5200,1,1863985705,5.14,1,1,23.34,72.09,7500,1,0,7.5
49,200,2,5200,1,1864113284,5.14,1,1,23.34,72.09,7500,1,0,7.5
50,200,2,5200,1,1864259307,5.14,1,1,23.34,72.09,7500,1,0,7.5
