"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-358291080,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,1,-358249372,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,1,-358214253,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,1,-358181357,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,1,-358144082,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,1,-358107900,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,1,-358072014,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,1,-358036287,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,1,-358004376,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,1,-357971589,5.14,1,1,23.34,72.09,3000,1,0,7.5
