"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,26.0,26.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,10395.0,3969.0,6426.0,722.0,722.0,0.0,9280.0,3430.0,5850.0,1104.0,197.0,637.0,1268158.0,18928.0,503489.0,3.0,2.0,17.0,59.0,860.0,244.0,147.0,50.0,578.0
3,166.0,26.0,26.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,10392.0,3966.0,6426.0,721.0,721.0,0.0,9292.0,3442.0,5850.0,1074.0,157.0,601.0,1258983.0,19067.0,502721.0,3.0,2.0,17.0,4.0,991.0,83.0,157.0,0.0,597.0
5,166.0,38.0,38.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,10395.0,3969.0,6426.0,741.0,741.0,0.0,9335.0,3485.0,5850.0,2191.0,450.0,1137.0,1260038.0,19517.0,503847.0,3.0,2.0,17.0,296.0,1313.0,878.0,196.0,254.0,841.0
7,166.0,26.0,26.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,10433.0,4068.0,6365.0,1454.0,869.0,585.0,9586.0,3541.0,6045.0,1101.0,165.0,654.0,866585.0,36243.0,573383.0,3.0,2.0,17.0,62.0,987.0,114.0,115.0,50.0,592.0
9,166.0,26.0,26.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,10417.0,4051.0,6366.0,2255.0,825.0,1430.0,9588.0,3478.0,6110.0,1151.0,175.0,659.0,892346.0,55761.0,583743.0,3.0,2.0,17.0,18.0,1071.0,80.0,175.0,0.0,641.0
2,166.0,26.0,26.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,10456.0,3966.0,6490.0,734.0,734.0,0.0,9337.0,3487.0,5850.0,1414.0,228.0,739.0,1295051.0,19324.0,515359.0,3.0,2.0,17.0,78.0,1032.0,382.0,176.0,52.0,661.0
4,166.0,42.0,42.0,0.0,2.0,2.0,0.0,21.0,21.0,0.0,10388.0,4024.0,6364.0,1360.0,840.0,520.0,9456.0,3476.0,5980.0,2285.0,554.0,1242.0,851132.0,34830.0,561853.0,3.0,2.0,17.0,279.0,1545.0,740.0,298.0,256.0,963.0
6,166.0,26.0,26.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,10483.0,4053.0,6430.0,2361.0,801.0,1560.0,9583.0,3473.0,6110.0,1571.0,434.0,966.0,911094.0,59115.0,589213.0,3.0,2.0,17.0,277.0,1123.0,448.0,182.0,252.0,689.0
8,166.0,40.0,40.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,10350.0,3925.0,6425.0,714.0,714.0,0.0,9210.0,3425.0,5785.0,1951.0,309.0,1112.0,1269431.0,18655.0,501567.0,3.0,2.0,17.0,23.0,1780.0,171.0,309.0,0.0,1089.0
10,166.0,40.0,40.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,10376.0,4012.0,6364.0,1329.0,809.0,520.0,9469.0,3489.0,5980.0,2366.0,477.0,1221.0,866810.0,33536.0,570265.0,3.0,2.0,17.0,288.0,1531.0,835.0,224.0,253.0,933.0
