"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1923116305,5.14,1,5,23.34,72.09,500,0,7.5,515,3
3,1923119969,5.14,1,5,23.34,72.09,500,0,7.5,515,3
5,1923123198,5.14,1,5,23.34,72.09,500,0,7.5,515,3
7,1923125422,5.14,1,5,23.34,72.09,500,0,7.5,515,3
9,1923127485,5.14,1,5,23.34,72.09,500,0,7.5,515,3
2,1923130163,5.14,1,5,23.34,72.09,500,0,7.5,515,3
4,1923134015,5.14,1,5,23.34,72.09,500,0,7.5,515,3
6,1923137592,5.14,1,5,23.34,72.09,500,0,7.5,515,3
8,1923139756,5.14,1,5,23.34,72.09,500,0,7.5,515,3
10,1923140960,5.14,1,5,23.34,72.09,500,0,7.5,515,3
