"run","tick","GRCount","STCount"
1,1.0,3000,400
1,2.0,3000,400
1,3.0,3000,400
1,4.0,3000,400
1,5.0,3000,400
1,6.0,3000,400
1,7.0,3000,400
1,8.0,3000,400
1,9.0,3000,400
1,10.0,3000,400
1,11.0,3000,400
1,12.0,3000,400
1,13.0,3000,400
1,14.0,3000,400
1,15.0,3000,400
1,16.0,3000,400
1,17.0,3000,400
1,18.0,3000,400
1,19.0,3000,400
1,20.0,3000,400
1,21.0,3000,400
1,22.0,3000,400
1,23.0,3000,400
1,24.0,3000,400
1,25.0,3000,400
1,26.0,3000,400
1,27.0,3000,400
1,28.0,3000,400
1,29.0,3000,400
1,30.0,3000,400
1,31.0,3000,400
1,32.0,6985,400
1,33.0,6985,400
1,34.0,6985,400
1,35.0,10949,400
1,36.0,14943,400
1,37.0,14943,400
1,38.0,18887,400
1,39.0,18887,400
1,40.0,18887,400
1,41.0,18887,400
1,42.0,18887,400
1,43.0,18887,400
1,44.0,18887,400
1,45.0,18887,400
1,46.0,18887,400
1,47.0,18887,400
1,48.0,18887,400
1,49.0,18887,400
1,50.0,18887,400
1,51.0,18887,400
1,52.0,18887,400
1,53.0,25436,3151
1,54.0,37272,3965
1,55.0,36514,3965
1,56.0,36514,3965
1,57.0,35742,3965
1,58.0,35742,3965
1,59.0,35031,3965
1,60.0,35031,3965
1,61.0,34272,3965
1,62.0,34272,3965
1,63.0,34272,3965
1,64.0,34272,3965
1,65.0,34272,3965
1,66.0,34272,3965
1,67.0,34272,3965
1,68.0,34272,3965
1,69.0,34272,3965
1,70.0,34272,3965
1,71.0,44702,3965
1,72.0,34272,3965
1,73.0,34272,3965
1,74.0,34272,3965
1,75.0,34272,3965
1,76.0,34272,3965
1,77.0,34272,3965
1,78.0,34272,3965
1,79.0,34272,3965
1,80.0,34272,3965
1,81.0,34272,3965
1,82.0,34272,3965
1,83.0,34272,3965
1,84.0,25592,3965
1,85.0,25592,3965
1,86.0,25592,3965
1,87.0,25592,3965
1,88.0,25592,3965
1,89.0,25592,3965
1,90.0,25592,3965
1,91.0,25592,3965
1,92.0,25592,3965
1,93.0,25592,3965
1,94.0,25592,3965
1,95.0,16885,3965
1,96.0,16800,3965
1,97.0,16633,3965
1,98.0,16541,3965
1,99.0,17450,3965
1,100.0,18398,29735
1,101.0,10883,29735
1,102.0,10883,29735
1,103.0,10883,29735
1,104.0,10859,29735
1,105.0,10859,29735
1,106.0,10830,29735
1,107.0,10800,29735
1,108.0,10750,29735
1,109.0,10725,29735
1,110.0,10642,29735
1,111.0,10853,29735
1,112.0,10797,29735
1,113.0,10876,31322
1,114.0,10814,32889
1,115.0,12021,32889
1,116.0,14162,34498
1,117.0,7898,34498
1,118.0,7898,34498
1,119.0,7898,34498
1,120.0,7898,34498
1,121.0,7898,34498
1,122.0,7898,34498
1,123.0,7898,34498
1,124.0,7898,34498
1,125.0,7898,34498
1,126.0,7898,34498
1,127.0,7898,34498
1,128.0,7898,34498
1,129.0,7898,34498
1,130.0,7898,34498
1,131.0,7898,34498
1,132.0,7898,34498
1,133.0,7898,34498
1,134.0,7898,34498
1,135.0,7898,34498
1,136.0,7898,34498
1,137.0,7898,34498
1,138.0,7898,34498
1,139.0,7898,34498
1,140.0,7898,34498
1,141.0,7898,34498
1,142.0,7898,34498
1,143.0,7898,34498
1,144.0,7898,34498
1,145.0,7898,34498
1,146.0,7898,34498
1,147.0,7898,34498
1,148.0,7898,34498
1,149.0,7898,34498
1,150.0,7898,34498
1,151.0,7898,34498
1,152.0,7898,34498
1,153.0,7898,34498
1,154.0,7898,34498
1,155.0,7898,34498
1,156.0,7898,34498
1,157.0,7898,34498
1,158.0,7898,34498
1,159.0,7898,34498
1,160.0,7898,34498
1,161.0,7898,34498
1,162.0,7898,34498
1,163.0,7898,34498
1,164.0,7898,34498
1,165.0,7898,34498
1,166.0,7898,34498
2,1.0,3000,400
2,2.0,3000,400
2,3.0,3000,400
2,4.0,3000,400
2,5.0,3000,400
2,6.0,3000,400
2,7.0,3000,400
2,8.0,3000,400
2,9.0,3000,400
2,10.0,3000,400
2,11.0,3000,400
2,12.0,3000,400
2,13.0,3000,400
2,14.0,3000,400
2,15.0,3000,400
2,16.0,3000,400
2,17.0,3000,400
2,18.0,3000,400
2,19.0,3000,400
2,20.0,3000,400
2,21.0,3000,400
2,22.0,3000,400
2,23.0,3000,400
2,24.0,3000,400
2,25.0,3000,400
2,26.0,3000,400
2,27.0,3000,400
2,28.0,3000,400
2,29.0,3000,400
2,30.0,3000,400
2,31.0,3000,400
2,32.0,7028,400
2,33.0,7028,400
2,34.0,7028,400
2,35.0,11065,400
2,36.0,15107,400
2,37.0,15107,400
2,38.0,19183,400
2,39.0,19183,400
2,40.0,19183,400
2,41.0,19183,400
2,42.0,19183,400
2,43.0,19183,400
2,44.0,19183,400
2,45.0,19183,400
2,46.0,19183,400
2,47.0,19183,400
2,48.0,19183,400
2,49.0,19183,400
2,50.0,19183,400
2,51.0,19183,400
2,52.0,19183,400
2,53.0,25855,3116
2,54.0,31866,3941
2,55.0,31130,3941
2,56.0,31130,3941
2,57.0,30361,3941
2,58.0,30361,3941
2,59.0,29604,3941
2,60.0,29604,3941
2,61.0,28866,3941
2,62.0,28866,3941
2,63.0,28866,3941
2,64.0,28866,3941
2,65.0,28866,3941
2,66.0,28866,3941
2,67.0,28866,3941
2,68.0,28866,3941
2,69.0,28866,3941
2,70.0,28866,3941
2,71.0,39731,3941
2,72.0,28866,3941
2,73.0,28866,3941
2,74.0,28866,3941
2,75.0,28866,3941
2,76.0,28866,3941
2,77.0,28866,3941
2,78.0,28866,3941
2,79.0,28866,3941
2,80.0,28866,3941
2,81.0,28866,3941
2,82.0,28866,3941
2,83.0,28866,3941
2,84.0,21616,3941
2,85.0,21616,3941
2,86.0,21616,3941
2,87.0,21616,3941
2,88.0,21616,3941
2,89.0,21616,3941
2,90.0,21616,3941
2,91.0,23131,3941
2,92.0,22844,3941
2,93.0,22574,3941
2,94.0,22331,3941
2,95.0,15462,3941
2,96.0,15462,3941
2,97.0,15462,3941
2,98.0,15399,3941
2,99.0,16475,3941
2,100.0,17479,29553
2,101.0,11108,29553
2,102.0,11043,29553
2,103.0,11024,29553
2,104.0,10960,29553
2,105.0,10931,29553
2,106.0,10867,29553
2,107.0,10844,29553
2,108.0,10785,29553
2,109.0,10785,29553
2,110.0,10767,29553
2,111.0,13207,29553
2,112.0,13207,29553
2,113.0,15574,31076
2,114.0,15574,32632
2,115.0,18996,32632
2,116.0,23322,34180
2,117.0,17668,34180
2,118.0,17668,34180
2,119.0,17668,34180
2,120.0,17668,34180
2,121.0,17668,34180
