"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1667478336,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1667496191,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1667509429,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1667522817,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1667535461,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1667478864,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1667495785,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1667509860,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1667522382,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1667534353,5.14,1,1,23.34,72.09,7500,1,0,7.5
