"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,2,-297610756,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,2,-297602957,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,2,-297598504,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,2,-297594150,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,2,-297590533,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,2,-297587147,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,2,-297583256,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,2,-297579852,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,2,-297576379,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,2,-297573151,5.14,1,1,23.34,72.09,2000,1,0,7.5
