"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,247921435,5.14,1,1,23.34,72.09,2200,1,2,7.5
2,80,2,2080,3,247935910,5.14,1,1,23.34,72.09,2200,1,2,7.5
3,80,2,2080,3,247945075,5.14,1,1,23.34,72.09,2200,1,2,7.5
4,80,2,2080,3,247954049,5.14,1,1,23.34,72.09,2200,1,2,7.5
5,80,2,2080,3,247962539,5.14,1,1,23.34,72.09,2200,1,2,7.5
6,80,2,2080,3,247970699,5.14,1,1,23.34,72.09,2200,1,2,7.5
7,80,2,2080,3,247978325,5.14,1,1,23.34,72.09,2200,1,2,7.5
8,80,2,2080,3,247985545,5.14,1,1,23.34,72.09,2200,1,2,7.5
9,80,2,2080,3,247990106,5.14,1,1,23.34,72.09,2200,1,2,7.5
10,80,2,2080,3,247993194,5.14,1,1,23.34,72.09,2200,1,2,7.5
