"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,3000,2,2080,2,-1728227110,5.14,1,1,23.34,72.09,200,1,0,7.5
3,3000,2,2080,2,-1728205436,5.14,1,1,23.34,72.09,200,1,0,7.5
5,3000,2,2080,2,-1728197605,5.14,1,1,23.34,72.09,200,1,0,7.5
7,3000,2,2080,2,-1728191127,5.14,1,1,23.34,72.09,200,1,0,7.5
9,3000,2,2080,2,-1728185029,5.14,1,1,23.34,72.09,200,1,0,7.5
2,3000,2,2080,2,-1728226597,5.14,1,1,23.34,72.09,200,1,0,7.5
4,3000,2,2080,2,-1728204960,5.14,1,1,23.34,72.09,200,1,0,7.5
6,3000,2,2080,2,-1728197151,5.14,1,1,23.34,72.09,200,1,0,7.5
8,3000,2,2080,2,-1728191186,5.14,1,1,23.34,72.09,200,1,0,7.5
10,3000,2,2080,2,-1728185120,5.14,1,1,23.34,72.09,200,1,0,7.5
