"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1517481854,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1517499252,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1517510725,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1517521291,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1517531551,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1517481745,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1517499332,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1517510928,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1517521690,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1517531464,5.14,1,1,23.34,72.09,7500,1,0,7.5
