"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,1,1440322730,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,1,1440434726,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,1,1440525519,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,1,1440615618,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,1,1440703807,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,1,1440322917,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,1,1440440793,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,1,1440543146,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,1,1440650932,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,1,1440742356,5.14,1,1,23.34,72.09,7500,1,0,7.5
