"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,110.0,84.0,26.0,0.0,0.0,0.0,65.0,50.0,15.0,4918.0,1512.0,3406.0,1608.0,363.0,1245.0,3674.0,871.0,2803.0,1280.0,296.0,714.0,49209.0,13504.0,29826.0,3.0,0.0,17.0
3,166.0,120.0,93.0,27.0,4.0,4.0,0.0,79.0,64.0,15.0,5077.0,1547.0,3530.0,1589.0,373.0,1216.0,3736.0,882.0,2854.0,1399.0,379.0,815.0,48816.0,13216.0,29554.0,3.0,0.0,17.0
5,166.0,41.0,41.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,5436.0,1708.0,3728.0,1760.0,401.0,1359.0,4053.0,990.0,3063.0,833.0,367.0,593.0,55694.0,14511.0,33211.0,3.0,0.0,17.0
7,166.0,106.0,91.0,15.0,5.0,5.0,0.0,75.0,60.0,15.0,4835.0,1435.0,3400.0,1422.0,322.0,1100.0,3512.0,839.0,2673.0,1577.0,646.0,1100.0,46525.0,12391.0,27789.0,3.0,0.0,17.0
9,166.0,62.0,44.0,18.0,0.0,0.0,0.0,48.0,33.0,15.0,5549.0,1753.0,3796.0,1659.0,380.0,1279.0,4210.0,1018.0,3192.0,989.0,269.0,536.0,56489.0,13732.0,34529.0,3.0,0.0,17.0
11,166.0,66.0,55.0,11.0,0.0,0.0,0.0,43.0,43.0,0.0,5387.0,1662.0,3725.0,1796.0,399.0,1397.0,3964.0,967.0,2997.0,1035.0,289.0,580.0,54630.0,14592.0,32851.0,3.0,0.0,17.0
13,166.0,164.0,85.0,79.0,20.0,20.0,0.0,74.0,59.0,15.0,5094.0,1505.0,3589.0,1587.0,386.0,1201.0,3625.0,887.0,2738.0,1639.0,545.0,919.0,50878.0,13148.0,29936.0,3.0,0.0,17.0
15,166.0,139.0,113.0,26.0,7.0,7.0,0.0,109.0,94.0,15.0,4747.0,1468.0,3279.0,1590.0,361.0,1229.0,3580.0,844.0,2736.0,1716.0,543.0,1081.0,47209.0,13201.0,28367.0,3.0,0.0,17.0
17,166.0,195.0,115.0,80.0,2.0,2.0,0.0,95.0,80.0,15.0,5072.0,1483.0,3589.0,1488.0,338.0,1150.0,3634.0,846.0,2788.0,1777.0,507.0,1039.0,50813.0,13158.0,29725.0,3.0,0.0,17.0
19,166.0,204.0,127.0,77.0,4.0,4.0,0.0,105.0,90.0,15.0,5102.0,1569.0,3533.0,1716.0,370.0,1346.0,3787.0,919.0,2868.0,1940.0,554.0,1145.0,51315.0,13727.0,30983.0,3.0,0.0,17.0
21,166.0,149.0,73.0,76.0,0.0,0.0,0.0,45.0,30.0,15.0,5229.0,1631.0,3598.0,1500.0,386.0,1114.0,3790.0,959.0,2831.0,1250.0,473.0,712.0,52535.0,12805.0,31434.0,3.0,0.0,17.0
23,166.0,178.0,113.0,65.0,0.0,0.0,0.0,80.0,65.0,15.0,5309.0,1646.0,3663.0,1626.0,383.0,1243.0,3885.0,937.0,2948.0,1478.0,494.0,880.0,54755.0,14343.0,32691.0,3.0,0.0,17.0
25,166.0,227.0,87.0,140.0,20.0,20.0,0.0,82.0,67.0,15.0,5433.0,1646.0,3787.0,1560.0,359.0,1201.0,4087.0,988.0,3099.0,1744.0,508.0,834.0,55224.0,13182.0,32986.0,3.0,0.0,17.0
27,166.0,62.0,47.0,15.0,0.0,0.0,0.0,38.0,38.0,0.0,5102.0,1569.0,3533.0,1438.0,339.0,1099.0,3817.0,898.0,2919.0,1059.0,420.0,668.0,48255.0,12381.0,28784.0,3.0,0.0,17.0
29,166.0,142.0,115.0,27.0,3.0,3.0,0.0,81.0,66.0,15.0,5244.0,1640.0,3604.0,1819.0,396.0,1423.0,3997.0,935.0,3062.0,1517.0,301.0,797.0,52554.0,14251.0,31966.0,3.0,0.0,17.0
