"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,255073347,5.14,1,1,23.34,72.09,2500,1,2,7.5
2,80,2,2080,3,255079922,5.14,1,1,23.34,72.09,2500,1,2,7.5
3,80,2,2080,3,255083909,5.14,1,1,23.34,72.09,2500,1,2,7.5
4,80,2,2080,3,255087488,5.14,1,1,23.34,72.09,2500,1,2,7.5
5,80,2,2080,3,255089326,5.14,1,1,23.34,72.09,2500,1,2,7.5
6,80,2,2080,3,255091102,5.14,1,1,23.34,72.09,2500,1,2,7.5
7,80,2,2080,3,255093072,5.14,1,1,23.34,72.09,2500,1,2,7.5
8,80,2,2080,3,255094654,5.14,1,1,23.34,72.09,2500,1,2,7.5
9,80,2,2080,3,255096001,5.14,1,1,23.34,72.09,2500,1,2,7.5
10,80,2,2080,3,255097512,5.14,1,1,23.34,72.09,2500,1,2,7.5
