"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,2,-359958751,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,2,-359951399,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,2,-359947393,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,2,-359944069,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,2,-359940932,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,2,-359937878,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,2,-359934521,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,2,-359931344,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,2,-359928346,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,2,-359925432,5.14,1,1,23.34,72.09,3000,1,0,7.5
