"run","tick","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","Ertrag"
1,1.0,3.1067961165048543,0.0,0.0,30.485436893203882,0.0,0.0,5150000.0
1,2.0,3.4951456310679614,0.0,0.0,63.30097087378641,0.0,0.0,5150000.0
1,3.0,3.6893203883495143,0.0,0.0,67.57281553398057,0.0,0.0,5150000.0
1,4.0,3.6893203883495143,0.0,0.0,69.12621359223301,0.0,0.0,5150000.0
1,5.0,3.8834951456310676,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
1,6.0,3.8834951456310676,0.0,0.0,70.67961165048544,0.0,0.0,5150000.0
1,7.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,8.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,9.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,10.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,11.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,12.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,13.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,14.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,15.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,16.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,17.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,18.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,19.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,20.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,21.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,22.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,23.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,24.0,3.8834951456310676,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
1,25.0,3.8834951456310676,1.1650485436893203,1.1650485436893203,70.87378640776699,0.0,0.0,5150000.0
1,26.0,3.8834951456310676,2.1359223300970873,2.1359223300970873,70.87378640776699,0.0,0.0,5150000.0
1,27.0,3.8834951456310676,2.3300970873786406,2.3300970873786406,70.87378640776699,0.0,0.0,5150000.0
1,28.0,5.631067961165048,2.524271844660194,2.524271844660194,70.87378640776699,0.0,0.0,5150000.0
