"run","Jahr","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","behaviour","location","tox"
1,18,3000,2,2080,2,562158841,5.14,1,1,23.34,72.09,400,0,1,7.5
2,18,3000,2,2080,2,562167082,5.14,1,1,23.34,72.09,400,2,1,7.5
3,18,3000,2,2080,2,562171646,5.14,1,1,23.34,72.09,400,3,1,7.5
4,18,3000,2,2080,3,562175443,5.14,1,1,23.34,72.09,400,0,1,7.5
5,18,3000,2,2080,3,562177716,5.14,1,1,23.34,72.09,400,2,1,7.5
6,18,3000,2,2080,3,562179409,5.14,1,1,23.34,72.09,400,3,1,7.5
7,18,3000,2,2080,2,562181046,5.14,1,1,23.34,72.09,400,0,1,7.5
8,18,3000,2,2080,2,562184806,5.14,1,1,23.34,72.09,400,2,1,7.5
9,18,3000,2,2080,2,562187972,5.14,1,1,23.34,72.09,400,3,1,7.5
10,18,3000,2,2080,3,562190288,5.14,1,1,23.34,72.09,400,0,1,7.5
11,18,3000,2,2080,3,562192091,5.14,1,1,23.34,72.09,400,2,1,7.5
12,18,3000,2,2080,3,562193598,5.14,1,1,23.34,72.09,400,3,1,7.5
13,18,3000,2,2080,2,562195141,5.14,1,1,23.34,72.09,400,0,1,7.5
14,18,3000,2,2080,2,562198284,5.14,1,1,23.34,72.09,400,2,1,7.5
15,18,3000,2,2080,2,562201843,5.14,1,1,23.34,72.09,400,3,1,7.5
16,18,3000,2,2080,3,562203879,5.14,1,1,23.34,72.09,400,0,1,7.5
17,18,3000,2,2080,3,562205537,5.14,1,1,23.34,72.09,400,2,1,7.5
18,18,3000,2,2080,3,562206946,5.14,1,1,23.34,72.09,400,3,1,7.5
19,18,3000,2,2080,2,562208455,5.14,1,1,23.34,72.09,400,0,1,7.5
20,18,3000,2,2080,2,562211797,5.14,1,1,23.34,72.09,400,2,1,7.5
21,18,3000,2,2080,2,562215110,5.14,1,1,23.34,72.09,400,3,1,7.5
22,18,3000,2,2080,3,562217328,5.14,1,1,23.34,72.09,400,0,1,7.5
23,18,3000,2,2080,3,562219038,5.14,1,1,23.34,72.09,400,2,1,7.5
24,18,3000,2,2080,3,562220675,5.14,1,1,23.34,72.09,400,3,1,7.5
25,18,3000,2,2080,2,562222024,5.14,1,1,23.34,72.09,400,0,1,7.5
26,18,3000,2,2080,2,562225871,5.14,1,1,23.34,72.09,400,2,1,7.5
27,18,3000,2,2080,2,562229263,5.14,1,1,23.34,72.09,400,3,1,7.5
28,18,3000,2,2080,3,562231695,5.14,1,1,23.34,72.09,400,0,1,7.5
29,18,3000,2,2080,3,562233149,5.14,1,1,23.34,72.09,400,2,1,7.5
30,18,3000,2,2080,3,562234904,5.14,1,1,23.34,72.09,400,3,1,7.5
31,18,3000,2,2080,2,562236267,5.14,1,1,23.34,72.09,400,0,1,7.5
32,18,3000,2,2080,2,562239652,5.14,1,1,23.34,72.09,400,2,1,7.5
33,18,3000,2,2080,2,562243124,5.14,1,1,23.34,72.09,400,3,1,7.5
34,18,3000,2,2080,3,562245411,5.14,1,1,23.34,72.09,400,0,1,7.5
35,18,3000,2,2080,3,562246885,5.14,1,1,23.34,72.09,400,2,1,7.5
36,18,3000,2,2080,3,562248466,5.14,1,1,23.34,72.09,400,3,1,7.5
37,18,3000,2,2080,2,562249667,5.14,1,1,23.34,72.09,400,0,1,7.5
38,18,3000,2,2080,2,562253009,5.14,1,1,23.34,72.09,400,2,1,7.5
39,18,3000,2,2080,2,562256163,5.14,1,1,23.34,72.09,400,3,1,7.5
40,18,3000,2,2080,3,562258975,5.14,1,1,23.34,72.09,400,0,1,7.5
41,18,3000,2,2080,3,562260549,5.14,1,1,23.34,72.09,400,2,1,7.5
42,18,3000,2,2080,3,562262129,5.14,1,1,23.34,72.09,400,3,1,7.5
43,18,3000,2,2080,2,562263454,5.14,1,1,23.34,72.09,400,0,1,7.5
44,18,3000,2,2080,2,562266944,5.14,1,1,23.34,72.09,400,2,1,7.5
45,18,3000,2,2080,2,562270346,5.14,1,1,23.34,72.09,400,3,1,7.5
46,18,3000,2,2080,3,562272632,5.14,1,1,23.34,72.09,400,0,1,7.5
47,18,3000,2,2080,3,562274216,5.14,1,1,23.34,72.09,400,2,1,7.5
48,18,3000,2,2080,3,562276085,5.14,1,1,23.34,72.09,400,3,1,7.5
49,18,3000,2,2080,2,562277316,5.14,1,1,23.34,72.09,400,0,1,7.5
50,18,3000,2,2080,2,562280771,5.14,1,1,23.34,72.09,400,2,1,7.5
51,18,3000,2,2080,2,562284134,5.14,1,1,23.34,72.09,400,3,1,7.5
52,18,3000,2,2080,3,562287246,5.14,1,1,23.34,72.09,400,0,1,7.5
53,18,3000,2,2080,3,562288753,5.14,1,1,23.34,72.09,400,2,1,7.5
54,18,3000,2,2080,3,562290269,5.14,1,1,23.34,72.09,400,3,1,7.5
55,18,3000,2,2080,2,562291578,5.14,1,1,23.34,72.09,400,0,1,7.5
56,18,3000,2,2080,2,562295368,5.14,1,1,23.34,72.09,400,2,1,7.5
57,18,3000,2,2080,2,562299525,5.14,1,1,23.34,72.09,400,3,1,7.5
58,18,3000,2,2080,3,562301910,5.14,1,1,23.34,72.09,400,0,1,7.5
59,18,3000,2,2080,3,562303482,5.14,1,1,23.34,72.09,400,2,1,7.5
60,18,3000,2,2080,3,562304978,5.14,1,1,23.34,72.09,400,3,1,7.5
