"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-307966385,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,1,-307933718,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,1,-307906285,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,1,-307876891,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,1,-307843291,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,1,-307818246,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,1,-307793172,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,1,-307766003,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,1,-307739753,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,1,-307705089,5.14,1,1,23.34,72.09,2000,1,0,7.5
