"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,1,1858908043,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,1,1859042483,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,1,1859171308,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,1,1859303820,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,1,1859420201,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,1,1859555317,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,1,1859675326,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,1,1859805818,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,1,1859912729,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,1,1860035106,5.14,1,1,23.34,72.09,7500,1,0,7.5
11,200,2,5200,1,1860156404,5.14,1,1,23.34,72.09,7500,1,0,7.5
12,200,2,5200,1,1860261330,5.14,1,1,23.34,72.09,7500,1,0,7.5
13,200,2,5200,1,1860363720,5.14,1,1,23.34,72.09,7500,1,0,7.5
14,200,2,5200,1,1860467706,5.14,1,1,23.34,72.09,7500,1,0,7.5
15,200,2,5200,1,1860591854,5.14,1,1,23.34,72.09,7500,1,0,7.5
16,200,2,5200,1,1860699827,5.14,1,1,23.34,72.09,7500,1,0,7.5
17,200,2,5200,1,1860837616,5.14,1,1,23.34,72.09,7500,1,0,7.5
18,200,2,5200,1,1860967889,5.14,1,1,23.34,72.09,7500,1,0,7.5
19,200,2,5200,1,1861101160,5.14,1,1,23.34,72.09,7500,1,0,7.5
20,200,2,5200,1,1861273460,5.14,1,1,23.34,72.09,7500,1,0,7.5
21,200,2,5200,1,1861412590,5.14,1,1,23.34,72.09,7500,1,0,7.5
22,200,2,5200,1,1861540215,5.14,1,1,23.34,72.09,7500,1,0,7.5
23,200,2,5200,1,1861672289,5.14,1,1,23.34,72.09,7500,1,0,7.5
24,200,2,5200,1,1861790154,5.14,1,1,23.34,72.09,7500,1,0,7.5
25,200,2,5200,1,1861900684,5.14,1,1,23.34,72.09,7500,1,0,7.5
26,200,2,5200,1,1862027860,5.14,1,1,23.34,72.09,7500,1,0,7.5
27,200,2,5200,1,1862161396,5.14,1,1,23.34,72.09,7500,1,0,7.5
28,200,2,5200,1,1862280956,5.14,1,1,23.34,72.09,7500,1,0,7.5
29,200,2,5200,1,1862405234,5.14,1,1,23.34,72.09,7500,1,0,7.5
30,200,2,5200,1,1862525597,5.14,1,1,23.34,72.09,7500,1,0,7.5
31,200,2,5200,1,1862643271,5.14,1,1,23.34,72.09,7500,1,0,7.5
32,200,2,5200,1,1862773776,5.14,1,1,23.34,72.09,7500,1,0,7.5
33,200,2,5200,1,1862897714,5.14,1,1,23.34,72.09,7500,1,0,7.5
34,200,2,5200,1,1863019238,5.14,1,1,23.34,72.09,7500,1,0,7.5
35,200,2,5200,1,1863153843,5.14,1,1,23.34,72.09,7500,1,0,7.5
36,200,2,5200,1,1863274402,5.14,1,1,23.34,72.09,7500,1,0,7.5
37,200,2,5200,1,1863398778,5.14,1,1,23.34,72.09,7500,1,0,7.5
38,200,2,5200,1,1863521395,5.14,1,1,23.34,72.09,7500,1,0,7.5
39,200,2,5200,1,1863656321,5.14,1,1,23.34,72.09,7500,1,0,7.5
40,200,2,5200,1,1863810314,5.14,1,1,23.34,72.09,7500,1,0,7.5
41,200,2,5200,1,1863930595,5.14,1,1,23.34,72.09,7500,1,0,7.5
42,200,2,5200,1,1864052377,5.14,1,1,23.34,72.09,7500,1,0,7.5
43,200,2,5200,1,1864171757,5.14,1,1,23.34,72.09,7500,1,0,7.5
44,200,2,5200,1,1864305420,5.14,1,1,23.34,72.09,7500,1,0,7.5
45,200,2,5200,1,1864421099,5.14,1,1,23.34,72.09,7500,1,0,7.5
46,200,2,5200,1,1864514541,5.14,1,1,23.34,72.09,7500,1,0,7.5
47,200,2,5200,1,1864617540,5.14,1,1,23.34,72.09,7500,1,0,7.5
48,200,2,5200,1,1864707873,5.14,1,1,23.34,72.09,7500,1,0,7.5
49,200,2,5200,1,1864803845,5.14,1,1,23.34,72.09,7500,1,0,7.5
50,200,2,5200,1,1864898552,5.14,1,1,23.34,72.09,7500,1,0,7.5
