"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,386.0,177.0,209.0,128.0,26.0,102.0,262.0,131.0,131.0,10626.0,4129.0,6497.0,7584.0,1975.0,5609.0,9501.0,3066.0,6435.0,2990.0,1112.0,1817.0,411884.0,94116.0,297694.0,2.0,0.0,17.0
3,166.0,559.0,221.0,338.0,155.0,39.0,116.0,311.0,164.0,147.0,10331.0,3973.0,6358.0,4868.0,1332.0,3536.0,9187.0,3026.0,6161.0,4584.0,1588.0,2491.0,226122.0,42959.0,160892.0,2.0,0.0,17.0
5,166.0,458.0,237.0,221.0,151.0,36.0,115.0,312.0,167.0,145.0,10628.0,4131.0,6497.0,7609.0,1987.0,5622.0,9501.0,3066.0,6435.0,3628.0,1299.0,2191.0,418997.0,95518.0,303478.0,2.0,0.0,17.0
7,166.0,485.0,214.0,271.0,144.0,28.0,116.0,303.0,158.0,145.0,10594.0,4159.0,6435.0,7646.0,1959.0,5687.0,9497.0,3062.0,6435.0,3703.0,1389.0,2234.0,423107.0,94562.0,304487.0,2.0,0.0,17.0
9,166.0,394.0,134.0,260.0,93.0,28.0,65.0,180.0,99.0,81.0,10229.0,3995.0,6234.0,4773.0,1367.0,3406.0,9194.0,3034.0,6160.0,3202.0,1021.0,1654.0,217757.0,40401.0,154993.0,2.0,0.0,17.0
11,166.0,323.0,167.0,156.0,26.0,26.0,0.0,150.0,105.0,45.0,10282.0,3986.0,6296.0,4998.0,1347.0,3651.0,9212.0,3052.0,6160.0,2438.0,635.0,1286.0,234035.0,43981.0,166557.0,2.0,0.0,17.0
13,166.0,498.0,221.0,277.0,127.0,25.0,102.0,286.0,140.0,146.0,10350.0,3989.0,6361.0,4882.0,1375.0,3507.0,9245.0,3020.0,6225.0,3353.0,1085.0,1853.0,215570.0,40806.0,151882.0,2.0,0.0,17.0
15,166.0,456.0,185.0,271.0,143.0,42.0,101.0,265.0,134.0,131.0,10319.0,4020.0,6299.0,4801.0,1322.0,3479.0,9175.0,3000.0,6175.0,3320.0,1185.0,1867.0,221182.0,40785.0,156503.0,2.0,0.0,17.0
17,166.0,489.0,264.0,225.0,178.0,63.0,115.0,332.0,186.0,146.0,10244.0,3951.0,6293.0,4475.0,1278.0,3197.0,9119.0,3023.0,6096.0,4030.0,1486.0,2483.0,211931.0,36215.0,150120.0,2.0,0.0,17.0
19,166.0,318.0,170.0,148.0,64.0,12.0,52.0,186.0,106.0,80.0,10276.0,3980.0,6296.0,4807.0,1302.0,3505.0,9123.0,2962.0,6161.0,2785.0,820.0,1522.0,230020.0,39510.0,161279.0,2.0,0.0,17.0
21,166.0,310.0,166.0,144.0,125.0,24.0,101.0,243.0,113.0,130.0,10267.0,3971.0,6296.0,4524.0,1381.0,3143.0,9210.0,3049.0,6161.0,2701.0,1065.0,1679.0,215527.0,38449.0,153017.0,2.0,0.0,17.0
23,166.0,505.0,219.0,286.0,207.0,41.0,166.0,364.0,153.0,211.0,10287.0,3991.0,6296.0,4629.0,1237.0,3392.0,9173.0,3012.0,6161.0,4152.0,1651.0,2618.0,217339.0,37552.0,153278.0,2.0,0.0,17.0
25,166.0,381.0,174.0,207.0,90.0,25.0,65.0,188.0,107.0,81.0,10364.0,4006.0,6358.0,4696.0,1320.0,3376.0,9166.0,3005.0,6161.0,2645.0,1017.0,1589.0,215291.0,38488.0,152041.0,2.0,0.0,17.0
27,166.0,433.0,221.0,212.0,173.0,58.0,115.0,322.0,177.0,145.0,10267.0,3971.0,6296.0,4814.0,1343.0,3471.0,9173.0,3012.0,6161.0,3572.0,1396.0,2203.0,214615.0,38426.0,151841.0,2.0,0.0,17.0
29,166.0,574.0,235.0,339.0,144.0,43.0,101.0,308.0,163.0,145.0,10244.0,3951.0,6293.0,4761.0,1357.0,3404.0,9131.0,3034.0,6097.0,4042.0,1185.0,2127.0,222160.0,40493.0,157208.0,2.0,0.0,17.0
31,166.0,521.0,235.0,286.0,143.0,41.0,102.0,320.0,173.0,147.0,10424.0,4063.0,6361.0,4821.0,1312.0,3509.0,9320.0,3043.0,6277.0,3877.0,1196.0,2239.0,227003.0,39926.0,160294.0,2.0,0.0,17.0
33,166.0,244.0,199.0,45.0,50.0,50.0,0.0,182.0,151.0,31.0,10543.0,4111.0,6432.0,7440.0,1936.0,5504.0,9484.0,3064.0,6420.0,2362.0,757.0,1553.0,416218.0,92033.0,299698.0,2.0,0.0,17.0
35,166.0,487.0,225.0,262.0,133.0,31.0,102.0,303.0,172.0,131.0,10395.0,4031.0,6364.0,4826.0,1293.0,3533.0,9271.0,2981.0,6290.0,3696.0,1320.0,2240.0,218600.0,39576.0,154528.0,2.0,0.0,17.0
37,166.0,297.0,155.0,142.0,72.0,22.0,50.0,186.0,120.0,66.0,10652.0,4155.0,6497.0,7556.0,1934.0,5622.0,9500.0,3065.0,6435.0,2411.0,810.0,1456.0,409609.0,90258.0,294824.0,2.0,0.0,17.0
