"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,700,2,2080,2,-281348571,5.14,1,1,23.34,72.09,1000,1,0,7.5
2,700,2,2080,2,-281342584,5.14,1,1,23.34,72.09,1000,1,0,7.5
3,700,2,2080,2,-281338393,5.14,1,1,23.34,72.09,1000,1,0,7.5
4,700,2,2080,2,-281335952,5.14,1,1,23.34,72.09,1000,1,0,7.5
5,700,2,2080,2,-281333475,5.14,1,1,23.34,72.09,1000,1,0,7.5
6,700,2,2080,2,-281331417,5.14,1,1,23.34,72.09,1000,1,0,7.5
7,700,2,2080,2,-281328941,5.14,1,1,23.34,72.09,1000,1,0,7.5
8,700,2,2080,2,-281326499,5.14,1,1,23.34,72.09,1000,1,0,7.5
9,700,2,2080,2,-281324299,5.14,1,1,23.34,72.09,1000,1,0,7.5
10,700,2,2080,2,-281322211,5.14,1,1,23.34,72.09,1000,1,0,7.5
