"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1983047411,5.14,1,5,23.34,72.09,500,0,7.5,515,1
3,1983134539,5.14,1,5,23.34,72.09,500,0,7.5,515,1
5,1983148548,5.14,1,5,23.34,72.09,500,0,7.5,515,1
7,1983186839,5.14,1,5,23.34,72.09,500,0,7.5,515,1
9,1983226463,5.14,1,5,23.34,72.09,500,0,7.5,515,1
11,1983273292,5.14,1,5,23.34,72.09,500,0,7.5,515,1
13,1983329626,5.14,1,5,23.34,72.09,500,0,7.5,515,1
15,1983358200,5.14,1,5,23.34,72.09,500,0,7.5,515,1
17,1983392444,5.14,1,5,23.34,72.09,500,0,7.5,515,1
19,1983424792,5.14,1,5,23.34,72.09,500,0,7.5,515,1
21,1983465216,5.14,1,5,23.34,72.09,500,0,7.5,515,1
23,1983524708,5.14,1,5,23.34,72.09,500,0,7.5,515,1
25,1983550809,5.14,1,5,23.34,72.09,500,0,7.5,515,1
27,1983624953,5.14,1,5,23.34,72.09,500,0,7.5,515,1
29,1983664198,5.14,1,5,23.34,72.09,500,0,7.5,515,1
31,1983696666,5.14,1,5,23.34,72.09,500,0,7.5,515,1
33,1983767865,5.14,1,5,23.34,72.09,500,0,7.5,515,1
35,1983813149,5.14,1,5,23.34,72.09,500,0,7.5,515,1
37,1983896465,5.14,1,5,23.34,72.09,500,0,7.5,515,1
39,1983929061,5.14,1,5,23.34,72.09,500,0,7.5,515,1
41,1983963608,5.14,1,5,23.34,72.09,500,0,7.5,515,1
43,1984018602,5.14,1,5,23.34,72.09,500,0,7.5,515,1
45,1984051121,5.14,1,5,23.34,72.09,500,0,7.5,515,1
47,1984063560,5.14,1,5,23.34,72.09,500,0,7.5,515,1
49,1984092443,5.14,1,5,23.34,72.09,500,0,7.5,515,1
2,1983047698,5.14,1,5,23.34,72.09,500,0,7.5,515,1
4,1983109699,5.14,1,5,23.34,72.09,500,0,7.5,515,1
6,1983188598,5.14,1,5,23.34,72.09,500,0,7.5,515,1
8,1983223514,5.14,1,5,23.34,72.09,500,0,7.5,515,1
10,1983270664,5.14,1,5,23.34,72.09,500,0,7.5,515,1
12,1983327688,5.14,1,5,23.34,72.09,500,0,7.5,515,1
14,1983348753,5.14,1,5,23.34,72.09,500,0,7.5,515,1
16,1983385758,5.14,1,5,23.34,72.09,500,0,7.5,515,1
18,1983433830,5.14,1,5,23.34,72.09,500,0,7.5,515,1
20,1983457157,5.14,1,5,23.34,72.09,500,0,7.5,515,1
22,1983494157,5.14,1,5,23.34,72.09,500,0,7.5,515,1
24,1983530445,5.14,1,5,23.34,72.09,500,0,7.5,515,1
26,1983557185,5.14,1,5,23.34,72.09,500,0,7.5,515,1
28,1983601752,5.14,1,5,23.34,72.09,500,0,7.5,515,1
30,1983644106,5.14,1,5,23.34,72.09,500,0,7.5,515,1
32,1983667324,5.14,1,5,23.34,72.09,500,0,7.5,515,1
34,1983725551,5.14,1,5,23.34,72.09,500,0,7.5,515,1
36,1983765275,5.14,1,5,23.34,72.09,500,0,7.5,515,1
38,1983820711,5.14,1,5,23.34,72.09,500,0,7.5,515,1
40,1983840654,5.14,1,5,23.34,72.09,500,0,7.5,515,1
42,1983860785,5.14,1,5,23.34,72.09,500,0,7.5,515,1
44,1983891209,5.14,1,5,23.34,72.09,500,0,7.5,515,1
46,1983956228,5.14,1,5,23.34,72.09,500,0,7.5,515,1
48,1983975748,5.14,1,5,23.34,72.09,500,0,7.5,515,1
50,1984002529,5.14,1,5,23.34,72.09,500,0,7.5,515,1
