"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,283.0,185.0,98.0,96.0,46.0,50.0,229.0,148.0,81.0,5544.0,1919.0,3625.0,1400.0,518.0,882.0,4869.0,1504.0,3365.0,2667.0,945.0,1665.0,53731.0,12004.0,40496.0,3.0,0.0,17.0
3,166.0,200.0,159.0,41.0,26.0,26.0,0.0,149.0,119.0,30.0,5441.0,1822.0,3619.0,1250.0,432.0,818.0,4732.0,1444.0,3288.0,2110.0,654.0,1322.0,48913.0,10767.0,36778.0,3.0,0.0,17.0
5,166.0,55.0,55.0,0.0,2.0,2.0,0.0,43.0,43.0,0.0,5381.0,1830.0,3551.0,1330.0,478.0,852.0,4669.0,1463.0,3206.0,855.0,400.0,592.0,50660.0,11475.0,37361.0,3.0,0.0,17.0
7,166.0,125.0,110.0,15.0,7.0,7.0,0.0,86.0,71.0,15.0,5643.0,1956.0,3687.0,1391.0,525.0,866.0,4947.0,1582.0,3365.0,1268.0,416.0,828.0,58440.0,12262.0,44068.0,3.0,0.0,17.0
9,166.0,148.0,83.0,65.0,3.0,3.0,0.0,39.0,39.0,0.0,5582.0,1895.0,3687.0,1395.0,463.0,932.0,4820.0,1454.0,3366.0,1208.0,281.0,584.0,49869.0,11606.0,37064.0,3.0,0.0,17.0
11,166.0,197.0,121.0,76.0,20.0,20.0,0.0,95.0,80.0,15.0,5628.0,1941.0,3687.0,1344.0,474.0,870.0,4966.0,1550.0,3416.0,1814.0,610.0,1062.0,53757.0,11843.0,40387.0,3.0,0.0,17.0
13,166.0,168.0,138.0,30.0,22.0,22.0,0.0,135.0,120.0,15.0,5658.0,1971.0,3687.0,1255.0,503.0,752.0,5002.0,1586.0,3416.0,2113.0,617.0,1333.0,52165.0,11340.0,39225.0,3.0,0.0,17.0
15,166.0,336.0,180.0,156.0,102.0,37.0,65.0,214.0,133.0,81.0,5673.0,1927.0,3746.0,1350.0,482.0,868.0,4824.0,1522.0,3302.0,2855.0,1147.0,1821.0,54597.0,11918.0,40269.0,3.0,0.0,17.0
17,166.0,130.0,115.0,15.0,4.0,4.0,0.0,83.0,68.0,15.0,5936.0,2057.0,3879.0,1385.0,569.0,816.0,5195.0,1650.0,3545.0,1623.0,646.0,1081.0,55994.0,12441.0,41214.0,3.0,0.0,17.0
19,166.0,43.0,43.0,0.0,2.0,2.0,0.0,39.0,39.0,0.0,5359.0,1808.0,3551.0,1257.0,404.0,853.0,4572.0,1416.0,3156.0,752.0,309.0,526.0,46487.0,10535.0,34648.0,3.0,0.0,17.0
21,166.0,140.0,113.0,27.0,7.0,7.0,0.0,83.0,68.0,15.0,5805.0,1991.0,3814.0,1416.0,535.0,881.0,4997.0,1566.0,3431.0,1741.0,598.0,1103.0,54985.0,12329.0,40595.0,3.0,0.0,17.0
23,166.0,134.0,101.0,33.0,4.0,4.0,0.0,84.0,68.0,16.0,5495.0,1873.0,3622.0,1357.0,437.0,920.0,4772.0,1421.0,3351.0,1438.0,458.0,903.0,49067.0,11433.0,37007.0,3.0,0.0,17.0
