"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-307316196,5.14,1,1,23.34,72.09,2700,1,0,7.5
2,80,2,2080,1,-307281827,5.14,1,1,23.34,72.09,2700,1,0,7.5
3,80,2,2080,1,-307243733,5.14,1,1,23.34,72.09,2700,1,0,7.5
4,80,2,2080,1,-307210440,5.14,1,1,23.34,72.09,2700,1,0,7.5
5,80,2,2080,1,-307180671,5.14,1,1,23.34,72.09,2700,1,0,7.5
6,80,2,2080,1,-307151359,5.14,1,1,23.34,72.09,2700,1,0,7.5
7,80,2,2080,1,-307124445,5.14,1,1,23.34,72.09,2700,1,0,7.5
8,80,2,2080,1,-307093846,5.14,1,1,23.34,72.09,2700,1,0,7.5
9,80,2,2080,1,-307064316,5.14,1,1,23.34,72.09,2700,1,0,7.5
10,80,2,2080,1,-307033322,5.14,1,1,23.34,72.09,2700,1,0,7.5
