"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,700,2,2080,1,-1479088383,5.14,1,1,23.34,72.09,200,1,0,7.5
2,700,2,2080,1,-1479000432,5.14,1,1,23.34,72.09,200,1,0,7.5
3,700,2,2080,1,-1478904796,5.14,1,1,23.34,72.09,200,1,0,7.5
4,700,2,2080,1,-1478819687,5.14,1,1,23.34,72.09,200,1,0,7.5
5,700,2,2080,1,-1478739108,5.14,1,1,23.34,72.09,200,1,0,7.5
6,700,2,2080,1,-1478651637,5.14,1,1,23.34,72.09,200,1,0,7.5
7,700,2,2080,1,-1478560233,5.14,1,1,23.34,72.09,200,1,0,7.5
8,700,2,2080,1,-1478435465,5.14,1,1,23.34,72.09,200,1,0,7.5
9,700,2,2080,1,-1478329910,5.14,1,1,23.34,72.09,200,1,0,7.5
10,700,2,2080,1,-1478244995,5.14,1,1,23.34,72.09,200,1,0,7.5
