"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1772535848,5.14,1,20,23.34,72.09,600,0,7.5,520,3
3,-1772528221,5.14,1,20,23.34,72.09,600,0,7.5,520,3
5,-1772524593,5.14,1,20,23.34,72.09,600,0,7.5,520,3
7,-1772522198,5.14,1,20,23.34,72.09,600,0,7.5,520,3
9,-1772520707,5.14,1,20,23.34,72.09,600,0,7.5,520,3
11,-1772519900,5.14,1,20,23.34,72.09,600,0,7.5,520,3
13,-1772518889,5.14,1,20,23.34,72.09,600,0,7.5,520,3
15,-1772517957,5.14,1,20,23.34,72.09,600,0,7.5,520,3
17,-1772517380,5.14,1,20,23.34,72.09,600,0,7.5,520,3
19,-1772516508,5.14,1,20,23.34,72.09,600,0,7.5,520,3
21,-1772515656,5.14,1,20,23.34,72.09,600,0,7.5,520,3
23,-1772514443,5.14,1,20,23.34,72.09,600,0,7.5,520,3
25,-1772513861,5.14,1,20,23.34,72.09,600,0,7.5,520,3
27,-1772513307,5.14,1,20,23.34,72.09,600,0,7.5,520,3
29,-1772512748,5.14,1,20,23.34,72.09,600,0,7.5,520,3
31,-1772512199,5.14,1,20,23.34,72.09,600,0,7.5,520,3
33,-1772511661,5.14,1,20,23.34,72.09,600,0,7.5,520,3
35,-1772510847,5.14,1,20,23.34,72.09,600,0,7.5,520,3
37,-1772510442,5.14,1,20,23.34,72.09,600,0,7.5,520,3
39,-1772509985,5.14,1,20,23.34,72.09,600,0,7.5,520,3
41,-1772509544,5.14,1,20,23.34,72.09,600,0,7.5,520,3
43,-1772509202,5.14,1,20,23.34,72.09,600,0,7.5,520,3
45,-1772508742,5.14,1,20,23.34,72.09,600,0,7.5,520,3
47,-1772508373,5.14,1,20,23.34,72.09,600,0,7.5,520,3
49,-1772507917,5.14,1,20,23.34,72.09,600,0,7.5,520,3
2,-1772535830,5.14,1,20,23.34,72.09,600,0,7.5,520,3
4,-1772528023,5.14,1,20,23.34,72.09,600,0,7.5,520,3
6,-1772524100,5.14,1,20,23.34,72.09,600,0,7.5,520,3
8,-1772521597,5.14,1,20,23.34,72.09,600,0,7.5,520,3
10,-1772520305,5.14,1,20,23.34,72.09,600,0,7.5,520,3
12,-1772519308,5.14,1,20,23.34,72.09,600,0,7.5,520,3
14,-1772518192,5.14,1,20,23.34,72.09,600,0,7.5,520,3
16,-1772517620,5.14,1,20,23.34,72.09,600,0,7.5,520,3
18,-1772516741,5.14,1,20,23.34,72.09,600,0,7.5,520,3
20,-1772516210,5.14,1,20,23.34,72.09,600,0,7.5,520,3
22,-1772515031,5.14,1,20,23.34,72.09,600,0,7.5,520,3
24,-1772514126,5.14,1,20,23.34,72.09,600,0,7.5,520,3
26,-1772513591,5.14,1,20,23.34,72.09,600,0,7.5,520,3
28,-1772512984,5.14,1,20,23.34,72.09,600,0,7.5,520,3
30,-1772512487,5.14,1,20,23.34,72.09,600,0,7.5,520,3
32,-1772511999,5.14,1,20,23.34,72.09,600,0,7.5,520,3
34,-1772511163,5.14,1,20,23.34,72.09,600,0,7.5,520,3
36,-1772510628,5.14,1,20,23.34,72.09,600,0,7.5,520,3
38,-1772510199,5.14,1,20,23.34,72.09,600,0,7.5,520,3
40,-1772509795,5.14,1,20,23.34,72.09,600,0,7.5,520,3
42,-1772509414,5.14,1,20,23.34,72.09,600,0,7.5,520,3
44,-1772508935,5.14,1,20,23.34,72.09,600,0,7.5,520,3
46,-1772508619,5.14,1,20,23.34,72.09,600,0,7.5,520,3
48,-1772508238,5.14,1,20,23.34,72.09,600,0,7.5,520,3
50,-1772507847,5.14,1,20,23.34,72.09,600,0,7.5,520,3
