"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,248946169,5.14,1,1,23.34,72.09,2200,1,2,7.5
2,80,2,2080,1,248959773,5.14,1,1,23.34,72.09,2200,1,2,7.5
3,80,2,2080,1,249001900,5.14,1,1,23.34,72.09,2200,1,2,7.5
4,80,2,2080,1,249011235,5.14,1,1,23.34,72.09,2200,1,2,7.5
5,80,2,2080,1,249021916,5.14,1,1,23.34,72.09,2200,1,2,7.5
6,80,2,2080,1,249060142,5.14,1,1,23.34,72.09,2200,1,2,7.5
7,80,2,2080,1,249098899,5.14,1,1,23.34,72.09,2200,1,2,7.5
8,80,2,2080,1,249138192,5.14,1,1,23.34,72.09,2200,1,2,7.5
9,80,2,2080,1,249146335,5.14,1,1,23.34,72.09,2200,1,2,7.5
10,80,2,2080,1,249184387,5.14,1,1,23.34,72.09,2200,1,2,7.5
