"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-301394749,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,1,-301365628,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,1,-301342071,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,1,-301317523,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,1,-301295283,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,1,-301272938,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,1,-301248819,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,1,-301224385,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,1,-301201134,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,1,-301175741,5.14,1,1,23.34,72.09,2000,1,0,7.5
