"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,1,1439435608,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,1,1439569964,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,1,1439677613,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,1,1439782695,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,1,1439883483,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,1,1439435757,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,1,1439571280,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,1,1439665579,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,1,1439753382,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,1,1439851160,5.14,1,1,23.34,72.09,7500,1,0,7.5
