"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,2,1445940952,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,2,1445962786,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,2,1445978165,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,2,1445991509,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,2,1446006231,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,2,1445941463,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,2,1445964027,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,2,1445979838,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,2,1445993997,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,2,1446006310,5.14,1,1,23.34,72.09,7500,1,0,7.5
