"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1733004009,5.14,1,19,23.34,72.09,500,0,7.5,515,1
3,1733017766,5.14,1,19,23.34,72.09,500,0,7.5,515,3
5,1733018719,5.14,1,19,23.34,72.09,500,0,7.5,515,2
7,1733020188,5.14,1,19,23.34,72.09,500,0,7.5,515,1
9,1733027751,5.14,1,19,23.34,72.09,500,0,7.5,515,3
11,1733028313,5.14,1,19,23.34,72.09,500,0,7.5,515,2
13,1733029751,5.14,1,19,23.34,72.09,500,0,7.5,515,1
15,1733035578,5.14,1,19,23.34,72.09,500,0,7.5,515,3
17,1733036156,5.14,1,19,23.34,72.09,500,0,7.5,515,2
19,1733037187,5.14,1,19,23.34,72.09,500,0,7.5,515,1
21,1733042781,5.14,1,19,23.34,72.09,500,0,7.5,515,3
23,1733043328,5.14,1,19,23.34,72.09,500,0,7.5,515,2
25,1733044249,5.14,1,19,23.34,72.09,500,0,7.5,515,1
27,1733048405,5.14,1,19,23.34,72.09,500,0,7.5,515,3
29,1733049030,5.14,1,19,23.34,72.09,500,0,7.5,515,2
2,1733003869,5.14,1,19,23.34,72.09,500,0,7.5,515,2
4,1733011454,5.14,1,19,23.34,72.09,500,0,7.5,515,1
6,1733021094,5.14,1,19,23.34,72.09,500,0,7.5,515,3
8,1733022000,5.14,1,19,23.34,72.09,500,0,7.5,515,2
10,1733023438,5.14,1,19,23.34,72.09,500,0,7.5,515,1
12,1733029188,5.14,1,19,23.34,72.09,500,0,7.5,515,3
14,1733029985,5.14,1,19,23.34,72.09,500,0,7.5,515,2
16,1733031391,5.14,1,19,23.34,72.09,500,0,7.5,515,1
18,1733038297,5.14,1,19,23.34,72.09,500,0,7.5,515,3
20,1733038859,5.14,1,19,23.34,72.09,500,0,7.5,515,2
22,1733039875,5.14,1,19,23.34,72.09,500,0,7.5,515,1
24,1733048030,5.14,1,19,23.34,72.09,500,0,7.5,515,3
26,1733048562,5.14,1,19,23.34,72.09,500,0,7.5,515,2
28,1733049921,5.14,1,19,23.34,72.09,500,0,7.5,515,1
30,1733054467,5.14,1,19,23.34,72.09,500,0,7.5,515,3
