"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1775858949,5.14,1,20,23.34,72.09,600,0,7.5,520,2
3,-1775849759,5.14,1,20,23.34,72.09,600,0,7.5,520,2
5,-1775848070,5.14,1,20,23.34,72.09,600,0,7.5,520,2
7,-1775845875,5.14,1,20,23.34,72.09,600,0,7.5,520,2
9,-1775844315,5.14,1,20,23.34,72.09,600,0,7.5,520,2
11,-1775843665,5.14,1,20,23.34,72.09,600,0,7.5,520,2
13,-1775842360,5.14,1,20,23.34,72.09,600,0,7.5,520,2
15,-1775841176,5.14,1,20,23.34,72.09,600,0,7.5,520,2
17,-1775840010,5.14,1,20,23.34,72.09,600,0,7.5,520,2
19,-1775839410,5.14,1,20,23.34,72.09,600,0,7.5,520,2
21,-1775838586,5.14,1,20,23.34,72.09,600,0,7.5,520,2
23,-1775837500,5.14,1,20,23.34,72.09,600,0,7.5,520,2
25,-1775836771,5.14,1,20,23.34,72.09,600,0,7.5,520,2
27,-1775835983,5.14,1,20,23.34,72.09,600,0,7.5,520,2
29,-1775835122,5.14,1,20,23.34,72.09,600,0,7.5,520,2
31,-1775834129,5.14,1,20,23.34,72.09,600,0,7.5,520,2
33,-1775833233,5.14,1,20,23.34,72.09,600,0,7.5,520,2
35,-1775832045,5.14,1,20,23.34,72.09,600,0,7.5,520,2
37,-1775831304,5.14,1,20,23.34,72.09,600,0,7.5,520,2
39,-1775830561,5.14,1,20,23.34,72.09,600,0,7.5,520,2
41,-1775830147,5.14,1,20,23.34,72.09,600,0,7.5,520,2
43,-1775829411,5.14,1,20,23.34,72.09,600,0,7.5,520,2
45,-1775828685,5.14,1,20,23.34,72.09,600,0,7.5,520,2
47,-1775827943,5.14,1,20,23.34,72.09,600,0,7.5,520,2
49,-1775827327,5.14,1,20,23.34,72.09,600,0,7.5,520,2
2,-1775858423,5.14,1,20,23.34,72.09,600,0,7.5,520,2
4,-1775850001,5.14,1,20,23.34,72.09,600,0,7.5,520,2
6,-1775846836,5.14,1,20,23.34,72.09,600,0,7.5,520,2
8,-1775845143,5.14,1,20,23.34,72.09,600,0,7.5,520,2
10,-1775843570,5.14,1,20,23.34,72.09,600,0,7.5,520,2
12,-1775842036,5.14,1,20,23.34,72.09,600,0,7.5,520,2
14,-1775840917,5.14,1,20,23.34,72.09,600,0,7.5,520,2
16,-1775839780,5.14,1,20,23.34,72.09,600,0,7.5,520,2
18,-1775838815,5.14,1,20,23.34,72.09,600,0,7.5,520,2
20,-1775838198,5.14,1,20,23.34,72.09,600,0,7.5,520,2
22,-1775837787,5.14,1,20,23.34,72.09,600,0,7.5,520,2
24,-1775836905,5.14,1,20,23.34,72.09,600,0,7.5,520,2
26,-1775836122,5.14,1,20,23.34,72.09,600,0,7.5,520,2
28,-1775835148,5.14,1,20,23.34,72.09,600,0,7.5,520,2
30,-1775834555,5.14,1,20,23.34,72.09,600,0,7.5,520,2
32,-1775833628,5.14,1,20,23.34,72.09,600,0,7.5,520,2
34,-1775832463,5.14,1,20,23.34,72.09,600,0,7.5,520,2
36,-1775831642,5.14,1,20,23.34,72.09,600,0,7.5,520,2
38,-1775831226,5.14,1,20,23.34,72.09,600,0,7.5,520,2
40,-1775830466,5.14,1,20,23.34,72.09,600,0,7.5,520,2
42,-1775829712,5.14,1,20,23.34,72.09,600,0,7.5,520,2
44,-1775828981,5.14,1,20,23.34,72.09,600,0,7.5,520,2
46,-1775828186,5.14,1,20,23.34,72.09,600,0,7.5,520,2
48,-1775827514,5.14,1,20,23.34,72.09,600,0,7.5,520,2
50,-1775826687,5.14,1,20,23.34,72.09,600,0,7.5,520,2
