"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,7864.0,2267.0,5597.0,5681.0,816.0,4865.0,6501.0,1460.0,5041.0,10887.0,4387.0,6500.0,8964.0,2584.0,6380.0,10115.0,3615.0,6500.0,368808.0,175827.0,199452.0,1023844.0,207572.0,660838.0,1.0,0.0,17.0
2,166.0,7597.0,2284.0,5313.0,5429.0,867.0,4562.0,6220.0,1536.0,4684.0,10900.0,4400.0,6500.0,9036.0,2655.0,6381.0,10223.0,3723.0,6500.0,579828.0,179793.0,204545.0,1062116.0,214845.0,686208.0,1.0,0.0,17.0
3,166.0,8409.0,2499.0,5910.0,6112.0,906.0,5206.0,6997.0,1615.0,5382.0,10900.0,4400.0,6500.0,9067.0,2674.0,6393.0,10256.0,3756.0,6500.0,414019.0,196988.0,223932.0,1066857.0,217844.0,687378.0,1.0,0.0,17.0
4,166.0,7859.0,2221.0,5638.0,5677.0,852.0,4825.0,6431.0,1457.0,4974.0,10887.0,4387.0,6500.0,9006.0,2654.0,6352.0,10209.0,3709.0,6500.0,354112.0,167563.0,189785.0,1042870.0,214484.0,677117.0,1.0,0.0,17.0
5,166.0,7527.0,2146.0,5381.0,5198.0,736.0,4462.0,5989.0,1377.0,4612.0,10876.0,4376.0,6500.0,8970.0,2592.0,6378.0,10188.0,3688.0,6500.0,417836.0,157241.0,178255.0,1044766.0,215885.0,681549.0,1.0,0.0,17.0
6,166.0,8265.0,2432.0,5833.0,5924.0,903.0,5021.0,6782.0,1585.0,5197.0,10900.0,4400.0,6500.0,9071.0,2692.0,6379.0,10223.0,3723.0,6500.0,393724.0,185121.0,210625.0,1063372.0,219638.0,685064.0,1.0,0.0,17.0
7,166.0,7432.0,2048.0,5384.0,5258.0,744.0,4514.0,5939.0,1302.0,4637.0,10900.0,4400.0,6500.0,9007.0,2628.0,6379.0,10176.0,3676.0,6500.0,407916.0,154329.0,175094.0,1044932.0,211465.0,673622.0,1.0,0.0,17.0
8,166.0,7545.0,2102.0,5443.0,5220.0,754.0,4466.0,5976.0,1334.0,4642.0,10900.0,4400.0,6500.0,9114.0,2721.0,6393.0,10201.0,3701.0,6500.0,400770.0,151381.0,171626.0,1050666.0,220586.0,676857.0,1.0,0.0,17.0
9,166.0,8065.0,2417.0,5648.0,5756.0,837.0,4919.0,6647.0,1553.0,5094.0,10887.0,4387.0,6500.0,9012.0,2669.0,6343.0,10192.0,3692.0,6500.0,342860.0,163421.0,185134.0,1064487.0,212219.0,684547.0,1.0,0.0,17.0
10,166.0,7412.0,2028.0,5384.0,5327.0,727.0,4600.0,6063.0,1327.0,4736.0,10885.0,4385.0,6500.0,9059.0,2666.0,6393.0,10196.0,3696.0,6500.0,381312.0,143514.0,163768.0,1071988.0,225347.0,694886.0,1.0,0.0,17.0
11,166.0,7487.0,2053.0,5434.0,5108.0,783.0,4325.0,5796.0,1349.0,4447.0,10900.0,4400.0,6500.0,9084.0,2688.0,6396.0,10236.0,3736.0,6500.0,544182.0,171070.0,193703.0,1041338.0,212651.0,672400.0,1.0,0.0,17.0
12,166.0,7270.0,1961.0,5309.0,5043.0,746.0,4297.0,5670.0,1278.0,4392.0,10887.0,4387.0,6500.0,8966.0,2622.0,6344.0,10187.0,3687.0,6500.0,475191.0,147857.0,168176.0,1054286.0,217467.0,681054.0,1.0,0.0,17.0
13,166.0,7673.0,2223.0,5450.0,5448.0,800.0,4648.0,6245.0,1435.0,4810.0,10885.0,4385.0,6500.0,9056.0,2664.0,6392.0,10199.0,3699.0,6500.0,426475.0,160976.0,182676.0,1061373.0,213888.0,684135.0,1.0,0.0,17.0
14,166.0,7985.0,2401.0,5584.0,5808.0,912.0,4896.0,6618.0,1588.0,5030.0,10885.0,4385.0,6500.0,8955.0,2627.0,6328.0,10190.0,3690.0,6500.0,395275.0,185268.0,210822.0,1050311.0,212338.0,674174.0,1.0,0.0,17.0
15,166.0,7746.0,2290.0,5456.0,5717.0,850.0,4867.0,6478.0,1476.0,5002.0,10887.0,4387.0,6500.0,9053.0,2660.0,6393.0,10163.0,3663.0,6500.0,394545.0,185069.0,210730.0,1032686.0,212548.0,667576.0,1.0,0.0,17.0
16,166.0,6984.0,1994.0,4990.0,5074.0,788.0,4286.0,5678.0,1284.0,4394.0,10885.0,4385.0,6500.0,8936.0,2556.0,6380.0,10154.0,3654.0,6500.0,592169.0,162811.0,183503.0,1037808.0,214718.0,673362.0,1.0,0.0,17.0
17,166.0,7451.0,2135.0,5316.0,5328.0,787.0,4541.0,6077.0,1400.0,4677.0,10885.0,4385.0,6500.0,9030.0,2637.0,6393.0,10192.0,3692.0,6500.0,527165.0,165864.0,188684.0,1052813.0,218938.0,678205.0,1.0,0.0,17.0
18,166.0,7165.0,1986.0,5179.0,5008.0,763.0,4245.0,5680.0,1313.0,4367.0,10876.0,4376.0,6500.0,8948.0,2568.0,6380.0,10107.0,3607.0,6500.0,464251.0,148416.0,168020.0,1008848.0,209428.0,653366.0,1.0,0.0,17.0
19,166.0,7645.0,2053.0,5592.0,5303.0,726.0,4577.0,6078.0,1323.0,4755.0,10900.0,4400.0,6500.0,9016.0,2623.0,6393.0,10168.0,3668.0,6500.0,380297.0,140284.0,159476.0,1039306.0,210806.0,670668.0,1.0,0.0,17.0
20,166.0,7728.0,2210.0,5518.0,5542.0,842.0,4700.0,6290.0,1440.0,4850.0,10887.0,4387.0,6500.0,9058.0,2715.0,6343.0,10233.0,3733.0,6500.0,350127.0,164459.0,186367.0,1075847.0,218053.0,690206.0,1.0,0.0,17.0
21,166.0,8096.0,2316.0,5780.0,5770.0,861.0,4909.0,6555.0,1498.0,5057.0,10885.0,4385.0,6500.0,8986.0,2593.0,6393.0,10159.0,3659.0,6500.0,349024.0,168712.0,190036.0,1031692.0,209118.0,664344.0,1.0,0.0,17.0
22,166.0,6740.0,1841.0,4899.0,4636.0,742.0,3894.0,5256.0,1267.0,3989.0,10900.0,4400.0,6500.0,9005.0,2612.0,6393.0,10182.0,3682.0,6500.0,592140.0,164229.0,185987.0,1029209.0,206070.0,664558.0,1.0,0.0,17.0
23,166.0,7902.0,2319.0,5583.0,5757.0,851.0,4906.0,6578.0,1523.0,5055.0,10900.0,4400.0,6500.0,9036.0,2642.0,6394.0,10191.0,3691.0,6500.0,342658.0,164996.0,186796.0,1053693.0,216503.0,678759.0,1.0,0.0,17.0
24,166.0,7920.0,2215.0,5705.0,5552.0,766.0,4786.0,6336.0,1401.0,4935.0,10887.0,4387.0,6500.0,9022.0,2628.0,6394.0,10162.0,3662.0,6500.0,402990.0,151223.0,171911.0,1053331.0,218657.0,680715.0,1.0,0.0,17.0
25,166.0,7755.0,2178.0,5577.0,5512.0,791.0,4721.0,6243.0,1400.0,4843.0,10900.0,4400.0,6500.0,8978.0,2584.0,6394.0,10173.0,3673.0,6500.0,384769.0,145500.0,165154.0,1028286.0,211701.0,666094.0,1.0,0.0,17.0
26,166.0,7509.0,2135.0,5374.0,5224.0,760.0,4464.0,5996.0,1396.0,4600.0,10887.0,4387.0,6500.0,9076.0,2683.0,6393.0,10167.0,3667.0,6500.0,495637.0,152276.0,173633.0,1059935.0,222630.0,686258.0,1.0,0.0,17.0
27,166.0,7912.0,2202.0,5710.0,5696.0,781.0,4915.0,6493.0,1416.0,5077.0,10900.0,4400.0,6500.0,9004.0,2610.0,6394.0,10193.0,3693.0,6500.0,328744.0,154897.0,175929.0,1040866.0,208731.0,673874.0,1.0,0.0,17.0
28,166.0,7509.0,2064.0,5445.0,5328.0,811.0,4517.0,6013.0,1360.0,4653.0,10900.0,4400.0,6500.0,9052.0,2673.0,6379.0,10190.0,3690.0,6500.0,435550.0,163659.0,185617.0,1053366.0,214796.0,678917.0,1.0,0.0,17.0
29,166.0,7493.0,2100.0,5393.0,5314.0,749.0,4565.0,6068.0,1354.0,4714.0,10887.0,4387.0,6500.0,9061.0,2667.0,6394.0,10212.0,3712.0,6500.0,388450.0,150580.0,170265.0,1046118.0,214587.0,674377.0,1.0,0.0,17.0
30,166.0,7922.0,2279.0,5643.0,5611.0,822.0,4789.0,6428.0,1505.0,4923.0,10900.0,4400.0,6500.0,9047.0,2654.0,6393.0,10182.0,3682.0,6500.0,451594.0,173493.0,196185.0,1063131.0,222202.0,686916.0,1.0,0.0,17.0
31,166.0,7447.0,2135.0,5312.0,5180.0,765.0,4415.0,5965.0,1387.0,4578.0,10887.0,4387.0,6500.0,9070.0,2677.0,6393.0,10196.0,3696.0,6500.0,484507.0,148875.0,169283.0,1052695.0,214914.0,681995.0,1.0,0.0,17.0
32,166.0,7678.0,2168.0,5510.0,5418.0,833.0,4585.0,6125.0,1419.0,4706.0,10887.0,4387.0,6500.0,8888.0,2522.0,6366.0,10105.0,3605.0,6500.0,415317.0,159585.0,179975.0,1017655.0,207832.0,659194.0,1.0,0.0,17.0
33,166.0,8548.0,2637.0,5911.0,6287.0,975.0,5312.0,7213.0,1727.0,5486.0,10900.0,4400.0,6500.0,9096.0,2688.0,6408.0,10183.0,3683.0,6500.0,420715.0,202877.0,229588.0,1049432.0,213189.0,680285.0,1.0,0.0,17.0
34,166.0,7293.0,2050.0,5243.0,5123.0,798.0,4325.0,5801.0,1353.0,4448.0,10885.0,4385.0,6500.0,9027.0,2645.0,6382.0,10162.0,3662.0,6500.0,465145.0,147350.0,166460.0,1040591.0,213135.0,670207.0,1.0,0.0,17.0
35,166.0,7748.0,2171.0,5577.0,5464.0,806.0,4658.0,6216.0,1421.0,4795.0,10876.0,4376.0,6500.0,9033.0,2640.0,6393.0,10140.0,3640.0,6500.0,435080.0,163161.0,184556.0,1062937.0,218556.0,683963.0,1.0,0.0,17.0
36,166.0,7276.0,2051.0,5225.0,5105.0,780.0,4325.0,5762.0,1316.0,4446.0,10900.0,4400.0,6500.0,9079.0,2723.0,6356.0,10202.0,3702.0,6500.0,557370.0,153640.0,173087.0,1045769.0,217399.0,677452.0,1.0,0.0,17.0
37,166.0,7714.0,2185.0,5529.0,5300.0,695.0,4605.0,6199.0,1404.0,4795.0,10885.0,4385.0,6500.0,8943.0,2601.0,6342.0,10166.0,3666.0,6500.0,346116.0,131578.0,149783.0,1032006.0,212135.0,666527.0,1.0,0.0,17.0
38,166.0,7018.0,1844.0,5174.0,4785.0,697.0,4088.0,5429.0,1191.0,4238.0,10887.0,4387.0,6500.0,9037.0,2656.0,6381.0,10206.0,3706.0,6500.0,506008.0,155508.0,176930.0,1054560.0,219852.0,682102.0,1.0,0.0,17.0
39,166.0,7152.0,1908.0,5244.0,5013.0,747.0,4266.0,5663.0,1262.0,4401.0,10876.0,4376.0,6500.0,9097.0,2702.0,6395.0,10177.0,3677.0,6500.0,422749.0,130661.0,148806.0,1066773.0,222568.0,686570.0,1.0,0.0,17.0
40,166.0,7591.0,2146.0,5445.0,5321.0,818.0,4503.0,6020.0,1407.0,4613.0,10900.0,4400.0,6500.0,9075.0,2668.0,6407.0,10166.0,3666.0,6500.0,474619.0,178920.0,202123.0,1047888.0,219913.0,680491.0,1.0,0.0,17.0
41,166.0,6833.0,1851.0,4982.0,4675.0,650.0,4025.0,5373.0,1200.0,4173.0,10885.0,4385.0,6500.0,9005.0,2639.0,6366.0,10168.0,3668.0,6500.0,467431.0,127701.0,145026.0,1021552.0,208021.0,660708.0,1.0,0.0,17.0
42,166.0,7656.0,2128.0,5528.0,5515.0,808.0,4707.0,6234.0,1416.0,4818.0,10887.0,4387.0,6500.0,8994.0,2601.0,6393.0,10156.0,3656.0,6500.0,447562.0,170788.0,193381.0,1035901.0,216242.0,669978.0,1.0,0.0,17.0
43,166.0,7456.0,2073.0,5383.0,5332.0,751.0,4581.0,6067.0,1364.0,4703.0,10887.0,4387.0,6500.0,9118.0,2724.0,6394.0,10223.0,3723.0,6500.0,404545.0,154607.0,174997.0,1059719.0,213679.0,681158.0,1.0,0.0,17.0
44,166.0,7478.0,2107.0,5371.0,5115.0,754.0,4361.0,5860.0,1364.0,4496.0,10900.0,4400.0,6500.0,8945.0,2617.0,6328.0,10157.0,3657.0,6500.0,509733.0,161007.0,181822.0,1033963.0,213831.0,667860.0,1.0,0.0,17.0
45,166.0,7241.0,2064.0,5177.0,5170.0,745.0,4425.0,5888.0,1325.0,4563.0,10885.0,4385.0,6500.0,9021.0,2642.0,6379.0,10192.0,3692.0,6500.0,561343.0,154235.0,174891.0,1039675.0,212120.0,673587.0,1.0,0.0,17.0
46,166.0,7595.0,2217.0,5378.0,5369.0,865.0,4504.0,6122.0,1483.0,4639.0,10887.0,4387.0,6500.0,8999.0,2620.0,6379.0,10168.0,3668.0,6500.0,554434.0,175092.0,197938.0,1046207.0,213690.0,676759.0,1.0,0.0,17.0
47,166.0,7524.0,2148.0,5376.0,5375.0,789.0,4586.0,6076.0,1383.0,4693.0,10900.0,4400.0,6500.0,9127.0,2683.0,6444.0,10223.0,3723.0,6500.0,487554.0,151765.0,172114.0,1051847.0,214398.0,681662.0,1.0,0.0,17.0
48,166.0,7626.0,2226.0,5400.0,5454.0,780.0,4674.0,6243.0,1434.0,4809.0,10887.0,4387.0,6500.0,9132.0,2739.0,6393.0,10263.0,3763.0,6500.0,427205.0,161817.0,183422.0,1075938.0,226288.0,695562.0,1.0,0.0,17.0
49,166.0,8104.0,2390.0,5714.0,5774.0,833.0,4941.0,6674.0,1555.0,5119.0,10876.0,4376.0,6500.0,9045.0,2666.0,6379.0,10181.0,3681.0,6500.0,352140.0,166969.0,189930.0,1032375.0,214057.0,670055.0,1.0,0.0,17.0
50,166.0,7635.0,2258.0,5377.0,5397.0,917.0,4480.0,6130.0,1514.0,4616.0,10887.0,4387.0,6500.0,9008.0,2615.0,6393.0,10151.0,3651.0,6500.0,587710.0,182948.0,207115.0,1038498.0,212855.0,669308.0,1.0,0.0,17.0
