"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,7745.0,2310.0,5435.0,5222.0,646.0,4576.0,6160.0,1411.0,4749.0,10887.0,4387.0,6500.0,7155.0,2085.0,5070.0,10629.0,4129.0,6500.0,2095399.0,961709.0,1118698.0,8359084.0,763765.0,6638083.0,1.0,0.0,17.0,966440.0,349861.0,1745538.0,48409.0,913300.0,152258.0
3,166.0,7931.0,2355.0,5576.0,5358.0,664.0,4694.0,6300.0,1421.0,4879.0,10900.0,4400.0,6500.0,7072.0,2067.0,5005.0,10630.0,4130.0,6500.0,2081666.0,958243.0,1113147.0,8320575.0,740903.0,6626841.0,1.0,0.0,17.0,961966.0,346482.0,1735184.0,49585.0,908658.0,151181.0
5,166.0,8103.0,2408.0,5695.0,5528.0,665.0,4863.0,6527.0,1467.0,5060.0,10900.0,4400.0,6500.0,7163.0,2093.0,5070.0,10634.0,4134.0,6500.0,2133308.0,979152.0,1139336.0,8304863.0,753382.0,6606404.0,1.0,0.0,17.0,983900.0,356830.0,1776478.0,49506.0,929646.0,155436.0
7,166.0,8168.0,2472.0,5696.0,5567.0,691.0,4876.0,6584.0,1510.0,5074.0,10900.0,4400.0,6500.0,7196.0,2126.0,5070.0,10640.0,4140.0,6500.0,2180955.0,1009632.0,1169800.0,8374643.0,769158.0,6664203.0,1.0,0.0,17.0,1011955.0,363472.0,1817483.0,51227.0,958405.0,157845.0
9,166.0,7787.0,2354.0,5433.0,5315.0,673.0,4642.0,6272.0,1459.0,4813.0,10885.0,4385.0,6500.0,7265.0,2130.0,5135.0,10642.0,4142.0,6500.0,2181954.0,1004225.0,1167078.0,8407653.0,774346.0,6686374.0,1.0,0.0,17.0,1008937.0,363982.0,1817972.0,51330.0,952895.0,158141.0
2,166.0,7728.0,2282.0,5446.0,5209.0,646.0,4563.0,6136.0,1400.0,4736.0,10887.0,4387.0,6500.0,7229.0,2094.0,5135.0,10624.0,4124.0,6500.0,2096561.0,963742.0,1122467.0,8393925.0,783249.0,6669292.0,1.0,0.0,17.0,967936.0,353552.0,1743009.0,49506.0,914236.0,154531.0
4,166.0,8028.0,2398.0,5630.0,5378.0,670.0,4708.0,6362.0,1470.0,4892.0,10876.0,4376.0,6500.0,7157.0,2087.0,5070.0,10612.0,4112.0,6500.0,2170774.0,1000313.0,1161786.0,8349987.0,764420.0,6626881.0,1.0,0.0,17.0,1004806.0,361732.0,1809042.0,50594.0,949719.0,156980.0
6,166.0,7903.0,2335.0,5568.0,5323.0,644.0,4679.0,6276.0,1412.0,4864.0,10900.0,4400.0,6500.0,7083.0,2078.0,5005.0,10627.0,4127.0,6500.0,2034992.0,933410.0,1085030.0,8353142.0,750655.0,6648480.0,1.0,0.0,17.0,937070.0,338786.0,1696206.0,47672.0,885738.0,147960.0
8,166.0,7968.0,2338.0,5630.0,5376.0,645.0,4731.0,6322.0,1405.0,4917.0,10876.0,4376.0,6500.0,7167.0,2097.0,5070.0,10610.0,4110.0,6500.0,1973727.0,908188.0,1054556.0,8378670.0,769908.0,6659871.0,1.0,0.0,17.0,910997.0,328960.0,1644767.0,47041.0,861147.0,143559.0
10,166.0,7959.0,2330.0,5629.0,5314.0,635.0,4679.0,6283.0,1418.0,4865.0,10900.0,4400.0,6500.0,7088.0,2083.0,5005.0,10637.0,4137.0,6500.0,1980727.0,909599.0,1058073.0,8332212.0,753677.0,6626025.0,1.0,0.0,17.0,912775.0,332099.0,1648628.0,47013.0,862586.0,145298.0
