"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,460.0,225.0,235.0,144.0,28.0,116.0,300.0,153.0,147.0,10722.0,4287.0,6435.0,5875.0,1585.0,4290.0,9805.0,3370.0,6435.0,3536.0,1205.0,2071.0,410197.0,54148.0,263437.0,2.0,0.0,17.0
3,166.0,512.0,222.0,290.0,212.0,32.0,180.0,340.0,143.0,197.0,10762.0,4265.0,6497.0,6007.0,1587.0,4420.0,9781.0,3346.0,6435.0,3909.0,1416.0,2219.0,425765.0,54127.0,271154.0,2.0,0.0,17.0
5,166.0,273.0,175.0,98.0,88.0,23.0,65.0,189.0,108.0,81.0,10773.0,4276.0,6497.0,5433.0,1468.0,3965.0,9777.0,3342.0,6435.0,2252.0,866.0,1436.0,399296.0,50055.0,256599.0,2.0,0.0,17.0
7,166.0,450.0,230.0,220.0,71.0,20.0,51.0,235.0,154.0,81.0,10811.0,4311.0,6500.0,5795.0,1570.0,4225.0,9872.0,3372.0,6500.0,3484.0,1138.0,1938.0,413967.0,53488.0,266344.0,2.0,0.0,17.0
9,166.0,506.0,281.0,225.0,161.0,44.0,117.0,342.0,197.0,145.0,10711.0,4276.0,6435.0,5766.0,1541.0,4225.0,9791.0,3356.0,6435.0,4121.0,1529.0,2485.0,408520.0,52519.0,260859.0,2.0,0.0,17.0
11,166.0,288.0,143.0,145.0,76.0,24.0,52.0,185.0,103.0,82.0,10760.0,4263.0,6497.0,5803.0,1513.0,4290.0,9737.0,3302.0,6435.0,2298.0,894.0,1474.0,396237.0,53581.0,254182.0,2.0,0.0,17.0
13,166.0,472.0,248.0,224.0,143.0,28.0,115.0,321.0,175.0,146.0,10773.0,4276.0,6497.0,5429.0,1529.0,3900.0,9800.0,3365.0,6435.0,3866.0,1259.0,2312.0,405746.0,52488.0,258214.0,2.0,0.0,17.0
15,166.0,328.0,171.0,157.0,97.0,32.0,65.0,202.0,121.0,81.0,10773.0,4276.0,6497.0,5748.0,1458.0,4290.0,9661.0,3226.0,6435.0,2752.0,1016.0,1639.0,401231.0,52339.0,254031.0,2.0,0.0,17.0
17,166.0,425.0,205.0,220.0,131.0,15.0,116.0,274.0,129.0,145.0,10760.0,4263.0,6497.0,5524.0,1429.0,4095.0,9722.0,3287.0,6435.0,3133.0,1151.0,1843.0,398134.0,48685.0,253269.0,2.0,0.0,17.0
19,166.0,441.0,219.0,222.0,102.0,37.0,65.0,251.0,141.0,110.0,10698.0,4263.0,6435.0,5669.0,1509.0,4160.0,9789.0,3354.0,6435.0,3474.0,1264.0,2062.0,399085.0,51468.0,257587.0,2.0,0.0,17.0
