"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,93.0,93.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0,10576.0,4206.0,6370.0,3449.0,914.0,2535.0,9972.0,3602.0,6370.0,8322.0,1156.0,6505.0,2396387.0,235148.0,2007015.0,3.0,0.0,17.0,1188.0,6702.0,1620.0,195.0,961.0,5317.0
3,166.0,118.0,118.0,0.0,2.0,2.0,0.0,83.0,83.0,0.0,10563.0,4193.0,6370.0,3593.0,928.0,2665.0,9940.0,3570.0,6370.0,10031.0,2346.0,7951.0,2395092.0,238615.0,1999469.0,3.0,0.0,17.0,2190.0,7453.0,2578.0,336.0,2010.0,5761.0
5,166.0,133.0,118.0,15.0,0.0,0.0,0.0,85.0,84.0,1.0,10540.0,4173.0,6367.0,3360.0,890.0,2470.0,9878.0,3573.0,6305.0,10774.0,2547.0,8245.0,2342748.0,223721.0,1964870.0,3.0,0.0,17.0,2451.0,7511.0,3263.0,357.0,2190.0,5794.0
7,166.0,104.0,104.0,0.0,0.0,0.0,0.0,74.0,74.0,0.0,10563.0,4193.0,6370.0,3445.0,910.0,2535.0,9946.0,3576.0,6370.0,9227.0,2092.0,7259.0,2351507.0,230899.0,1968543.0,3.0,0.0,17.0,1964.0,6729.0,2498.0,278.0,1814.0,5295.0
9,166.0,112.0,112.0,0.0,2.0,2.0,0.0,77.0,77.0,0.0,10576.0,4206.0,6370.0,3578.0,913.0,2665.0,9961.0,3591.0,6370.0,9233.0,1185.0,6997.0,2359975.0,237003.0,1974669.0,3.0,0.0,17.0,1233.0,7480.0,1753.0,237.0,948.0,5764.0
2,166.0,130.0,118.0,12.0,0.0,0.0,0.0,79.0,79.0,0.0,10538.0,4171.0,6367.0,3511.0,911.0,2600.0,9881.0,3576.0,6305.0,10611.0,2239.0,7895.0,2379778.0,236828.0,1992944.0,3.0,0.0,17.0,2104.0,7803.0,2808.0,331.0,1908.0,5791.0
4,166.0,114.0,103.0,11.0,0.0,0.0,0.0,73.0,73.0,0.0,10561.0,4191.0,6370.0,3435.0,900.0,2535.0,9941.0,3571.0,6370.0,9496.0,1850.0,7159.0,2359317.0,231526.0,1974570.0,3.0,0.0,17.0,1793.0,6869.0,2627.0,269.0,1581.0,5366.0
6,166.0,115.0,112.0,3.0,0.0,0.0,0.0,75.0,75.0,0.0,10540.0,4173.0,6367.0,3436.0,901.0,2535.0,9888.0,3583.0,6305.0,10421.0,2211.0,7825.0,2344534.0,229559.0,1966744.0,3.0,0.0,17.0,2057.0,7549.0,2872.0,335.0,1876.0,5768.0
8,166.0,112.0,112.0,0.0,2.0,2.0,0.0,93.0,93.0,0.0,10540.0,4173.0,6367.0,3369.0,899.0,2470.0,9877.0,3572.0,6305.0,9573.0,1420.0,7508.0,2353382.0,228539.0,1971138.0,3.0,0.0,17.0,1372.0,7809.0,1764.0,243.0,1177.0,6136.0
10,166.0,118.0,118.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0,10576.0,4206.0,6370.0,3351.0,881.0,2470.0,9942.0,3572.0,6370.0,9863.0,1843.0,7479.0,2366651.0,224696.0,1978365.0,3.0,0.0,17.0,1765.0,7577.0,2286.0,245.0,1598.0,5714.0
