"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,10888.0,4388.0,6500.0,9875.0,3538.0,6337.0,10819.0,4355.0,6464.0,10040.0,3540.0,6500.0,5238.0,288.0,4950.0,8557.0,2357.0,6200.0,1.0630358E7,3045065.0,3732203.0,2403501.0,749437.0,1358355.0,1.0,0.0,16.0,2905308.0,1545978.0,9084380.0,258080.0,2786985.0,826895.0
2,166.0,8262.0,2657.0,5605.0,4150.0,732.0,3418.0,5501.0,1912.0,3589.0,7817.0,2017.0,5800.0,2586.0,86.0,2500.0,5867.0,1392.0,4475.0,556432.0,146469.0,196245.0,433321.0,77083.0,225346.0,2.0,0.0,16.0,134658.0,107516.0,448916.0,18672.0,127797.0,61587.0
3,166.0,3389.0,1259.0,2130.0,1231.0,281.0,950.0,1904.0,888.0,1016.0,5593.0,1385.0,4208.0,1046.0,46.0,1000.0,3865.0,1000.0,2865.0,98990.0,30351.0,47762.0,197074.0,25421.0,111701.0,3.0,0.0,16.0,25190.0,34728.0,64262.0,6781.0,23570.0,22572.0
4,166.0,10899.0,4399.0,6500.0,9861.0,3522.0,6339.0,10839.0,4365.0,6474.0,10017.0,3582.0,6435.0,5226.0,276.0,4950.0,8540.0,2375.0,6165.0,1.0706222E7,3067923.0,3758814.0,2398871.0,742910.0,1355427.0,1.0,0.0,16.0,2927530.0,1556849.0,9149373.0,259420.0,2808503.0,831284.0
5,166.0,8364.0,2738.0,5626.0,4208.0,733.0,3475.0,5603.0,1949.0,3654.0,7804.0,2016.0,5788.0,2584.0,84.0,2500.0,5813.0,1388.0,4425.0,561650.0,146062.0,197665.0,436605.0,76936.0,228776.0,2.0,0.0,16.0,133906.0,111198.0,450452.0,19066.0,126996.0,63759.0
6,166.0,3172.0,1212.0,1960.0,1123.0,282.0,841.0,1755.0,843.0,912.0,5204.0,1296.0,3908.0,943.0,43.0,900.0,3589.0,954.0,2635.0,92813.0,28655.0,45250.0,181724.0,23332.0,104674.0,3.0,0.0,16.0,23347.0,34011.0,58802.0,6891.0,21764.0,21903.0
7,166.0,10895.0,4395.0,6500.0,9880.0,3536.0,6344.0,10835.0,4364.0,6471.0,10083.0,3583.0,6500.0,5230.0,280.0,4950.0,8601.0,2386.0,6215.0,1.0863246E7,3102327.0,3805868.0,2399809.0,744907.0,1350439.0,1.0,0.0,16.0,2965054.0,1578650.0,9284596.0,258047.0,2844280.0,840814.0
8,166.0,8547.0,2796.0,5751.0,4257.0,773.0,3484.0,5691.0,2015.0,3676.0,7861.0,2060.0,5801.0,2592.0,92.0,2500.0,5937.0,1397.0,4540.0,563691.0,146807.0,198941.0,441114.0,79061.0,232168.0,2.0,0.0,16.0,134820.0,110731.0,452960.0,19344.0,127463.0,64121.0
9,166.0,3291.0,1241.0,2050.0,1201.0,301.0,900.0,1844.0,889.0,955.0,5478.0,1384.0,4094.0,1047.0,47.0,1000.0,3764.0,999.0,2765.0,98613.0,29912.0,47381.0,191992.0,25351.0,107435.0,3.0,0.0,16.0,24206.0,35605.0,63008.0,7138.0,22774.0,23175.0
10,166.0,10900.0,4400.0,6500.0,9893.0,3546.0,6347.0,10850.0,4374.0,6476.0,10169.0,3669.0,6500.0,5241.0,291.0,4950.0,8676.0,2431.0,6245.0,1.2719786E7,3624671.0,4438171.0,2392084.0,750132.0,1356781.0,1.0,0.0,16.0,3491465.0,1845551.0,1.0874235E7,272236.0,3352435.0,946706.0
11,166.0,8467.0,2725.0,5742.0,4222.0,747.0,3475.0,5647.0,1983.0,3664.0,7886.0,2018.0,5868.0,2741.0,91.0,2650.0,5914.0,1389.0,4525.0,575357.0,150294.0,202470.0,445347.0,82975.0,232433.0,2.0,0.0,16.0,138542.0,111444.0,463913.0,18936.0,131358.0,63928.0
12,166.0,3131.0,1185.0,1946.0,1125.0,276.0,849.0,1723.0,812.0,911.0,5463.0,1383.0,4080.0,998.0,48.0,950.0,3764.0,999.0,2765.0,91832.0,27760.0,43535.0,186095.0,24063.0,106503.0,3.0,0.0,16.0,22386.0,32910.0,58922.0,6824.0,20936.0,21149.0
13,166.0,10886.0,4386.0,6500.0,9877.0,3532.0,6345.0,10837.0,4361.0,6476.0,10083.0,3583.0,6500.0,5241.0,291.0,4950.0,8549.0,2384.0,6165.0,1.0754413E7,3089633.0,3784707.0,2399854.0,751191.0,1358765.0,1.0,0.0,16.0,2950507.0,1562511.0,9191902.0,258822.0,2830811.0,834200.0
14,166.0,8331.0,2725.0,5606.0,4198.0,764.0,3434.0,5594.0,1988.0,3606.0,7861.0,2060.0,5801.0,2646.0,96.0,2550.0,5956.0,1416.0,4540.0,576583.0,151312.0,204128.0,440045.0,79326.0,229698.0,2.0,0.0,16.0,138484.0,114119.0,462464.0,19756.0,131556.0,65644.0
15,166.0,3491.0,1274.0,2217.0,1264.0,307.0,957.0,1915.0,903.0,1012.0,5443.0,1298.0,4145.0,1048.0,48.0,1000.0,3735.0,950.0,2785.0,103163.0,31819.0,49651.0,186326.0,25247.0,106351.0,3.0,0.0,16.0,25679.0,36865.0,66298.0,7514.0,24305.0,23972.0
