"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,-346146571,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,3,-346141227,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,3,-346137460,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,3,-346134343,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,3,-346132309,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,3,-346130249,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,3,-346128016,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,3,-346126278,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,3,-346124634,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,3,-346122749,5.14,1,1,23.34,72.09,3000,1,0,7.5
