"run","tick","IntegralBHGRErtrag","IntegralBHGRSicht","IntegralBHST","IntegralBHSTErtrag","IntegralBHSTSicht","IntegralGRCount","IntegralGRErtragCount","IntegralGRSichtCount","IntegralSTCount","IntegralSTErtragCount","IntegralSTSichtCount","IntegralBHGR","IntegralGRCount1","IntegralGRCount2","IntegralGRErtragCount1","IntegralGRErtragCount2","IntegralGRSichtCount1","IntegralGRSichtCount2","IntegralSTCount1","IntegralSTCount2","IntegralSTErtragCount1","IntegralSTErtragCount2","IntegralSTSichtCount1","IntegralSTSichtCount2","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRSicht1","IntegralBHGRSicht2","IntegralBHST1","IntegralBHST2","IntegralBHSTErtrag1","IntegralBHSTErtrag2","IntegralBHSTSicht1","IntegralBHSTSicht2"
118,166.0,170.0,775.0,10885.0,8439.0,10425.0,15814.0,1410.0,8244.0,620922.0,95898.0,548787.0,3855.0,14103.0,1711.0,1410.0,0.0,6533.0,1711.0,224790.0,396132.0,42108.0,53790.0,152655.0,396132.0,1450.0,2405.0,170.0,0.0,592.0,183.0,4385.0,6500.0,3188.0,5251.0,3925.0,6500.0
120,166.0,20.0,82.0,6280.0,769.0,5046.0,707.0,163.0,557.0,36608.0,5343.0,35838.0,531.0,647.0,60.0,163.0,0.0,497.0,60.0,14564.0,22044.0,5211.0,132.0,13794.0,22044.0,206.0,325.0,20.0,0.0,80.0,2.0,2510.0,3770.0,769.0,0.0,1988.0,3058.0
122,166.0,38.0,103.0,9888.0,2485.0,8580.0,1184.0,293.0,784.0,101728.0,16916.0,94934.0,489.0,860.0,324.0,293.0,0.0,655.0,129.0,38302.0,63426.0,10844.0,6072.0,31508.0,63426.0,164.0,325.0,38.0,0.0,86.0,17.0,3908.0,5980.0,1446.0,1039.0,3241.0,5339.0
124,166.0,191.0,697.0,10900.0,2693.0,9895.0,26433.0,1218.0,5482.0,420248.0,17993.0,333174.0,4354.0,10546.0,15887.0,1218.0,0.0,4033.0,1449.0,165026.0,255222.0,10139.0,7854.0,77952.0,255222.0,1544.0,2810.0,191.0,0.0,527.0,170.0,4400.0,6500.0,1330.0,1363.0,3400.0,6495.0
126,166.0,8.0,48.0,7091.0,977.0,5353.0,701.0,138.0,436.0,38166.0,6072.0,37158.0,392.0,482.0,219.0,138.0,0.0,347.0,89.0,14868.0,23298.0,5016.0,1056.0,13860.0,23298.0,132.0,260.0,8.0,0.0,46.0,2.0,2801.0,4290.0,782.0,195.0,2092.0,3261.0
128,166.0,20.0,108.0,9697.0,1782.0,8226.0,1152.0,160.0,694.0,90530.0,12066.0,81621.0,706.0,881.0,271.0,160.0,0.0,558.0,136.0,34694.0,55836.0,8700.0,3366.0,25785.0,55836.0,252.0,454.0,20.0,0.0,91.0,17.0,3847.0,5850.0,1197.0,585.0,2968.0,5258.0
130,166.0,1095.0,1696.0,10900.0,1811.0,10294.0,104189.0,8330.0,18387.0,385770.0,27003.0,340680.0,5135.0,21709.0,82480.0,1796.0,6534.0,8035.0,10352.0,154308.0,231462.0,27003.0,0.0,109218.0,231462.0,1306.0,3829.0,245.0,850.0,656.0,1040.0,4400.0,6500.0,1811.0,0.0,3846.0,6448.0
132,166.0,14.0,46.0,5859.0,738.0,4933.0,697.0,153.0,530.0,36406.0,5295.0,35686.0,315.0,559.0,138.0,153.0,0.0,457.0,73.0,14428.0,21978.0,5031.0,264.0,13708.0,21978.0,120.0,195.0,14.0,0.0,44.0,2.0,2349.0,3510.0,738.0,0.0,1948.0,2985.0
134,166.0,25.0,153.0,9497.0,1918.0,7963.0,1710.0,236.0,979.0,90706.0,12889.0,81860.0,814.0,1232.0,478.0,236.0,0.0,766.0,213.0,34804.0,55902.0,8731.0,4158.0,25958.0,55902.0,294.0,520.0,25.0,0.0,121.0,32.0,3777.0,5720.0,1190.0,728.0,2938.0,5025.0
136,166.0,153.0,902.0,10887.0,7832.0,10022.0,47782.0,1156.0,9348.0,622445.0,131343.0,505076.0,5322.0,14316.0,33466.0,1156.0,0.0,7189.0,2159.0,209945.0,412500.0,16569.0,114774.0,92576.0,412500.0,1496.0,3826.0,153.0,0.0,678.0,224.0,4387.0,6500.0,1735.0,6097.0,3522.0,6500.0
138,166.0,2.0,54.0,6200.0,712.0,4959.0,688.0,105.0,449.0,36352.0,5241.0,35570.0,424.0,554.0,134.0,105.0,0.0,379.0,70.0,14440.0,21912.0,4977.0,264.0,13658.0,21912.0,164.0,260.0,2.0,0.0,52.0,2.0,2495.0,3705.0,712.0,0.0,1962.0,2997.0
140,166.0,14.0,101.0,9657.0,2000.0,8355.0,1422.0,153.0,699.0,91274.0,13733.0,84573.0,961.0,966.0,456.0,153.0,0.0,572.0,127.0,34910.0,56364.0,9509.0,4224.0,28209.0,56364.0,312.0,649.0,14.0,0.0,84.0,17.0,3807.0,5850.0,1285.0,715.0,3050.0,5305.0
142,166.0,196.0,740.0,10876.0,8546.0,10245.0,70818.0,1371.0,6891.0,583836.0,133615.0,502140.0,4455.0,18101.0,52717.0,1371.0,0.0,5116.0,1775.0,198858.0,384978.0,32107.0,101508.0,117162.0,384978.0,1403.0,3052.0,196.0,0.0,552.0,188.0,4376.0,6500.0,2373.0,6173.0,3745.0,6500.0
144,166.0,16.0,46.0,6091.0,746.0,4760.0,718.0,134.0,500.0,35222.0,5208.0,34934.0,327.0,636.0,82.0,134.0,0.0,421.0,79.0,14102.0,21120.0,5208.0,0.0,13814.0,21120.0,132.0,195.0,16.0,0.0,44.0,2.0,2451.0,3640.0,746.0,0.0,1903.0,2857.0
146,166.0,20.0,76.0,9648.0,1842.0,8223.0,1041.0,176.0,636.0,91466.0,12528.0,83167.0,489.0,746.0,295.0,176.0,0.0,538.0,98.0,35102.0,56364.0,8766.0,3762.0,26803.0,56364.0,164.0,325.0,20.0,0.0,73.0,3.0,3798.0,5850.0,1192.0,650.0,2975.0,5248.0
148,166.0,141.0,725.0,10900.0,2705.0,9945.0,63327.0,1134.0,7632.0,420400.0,20097.0,339979.0,3953.0,13698.0,49629.0,1134.0,0.0,5908.0,1724.0,165112.0,255288.0,12177.0,7920.0,84691.0,255288.0,1227.0,2726.0,141.0,0.0,555.0,170.0,4400.0,6500.0,1410.0,1295.0,3500.0,6445.0
150,166.0,20.0,73.0,5873.0,719.0,4670.0,889.0,153.0,558.0,35211.0,5117.0,34725.0,598.0,672.0,217.0,153.0,0.0,474.0,84.0,14091.0,21120.0,5117.0,0.0,13605.0,21120.0,208.0,390.0,20.0,0.0,71.0,2.0,2363.0,3510.0,719.0,0.0,1832.0,2838.0
152,166.0,20.0,103.0,9664.0,1732.0,8087.0,1472.0,226.0,698.0,100522.0,12162.0,82892.0,593.0,819.0,653.0,176.0,50.0,537.0,161.0,34476.0,66046.0,9324.0,2838.0,27386.0,55506.0,206.0,387.0,20.0,0.0,86.0,17.0,3760.0,5904.0,1277.0,455.0,3012.0,5075.0
154,166.0,566.0,1115.0,10900.0,8547.0,10310.0,93959.0,4263.0,11802.0,583310.0,136258.0,505002.0,3931.0,24098.0,69861.0,1293.0,2970.0,5932.0,5870.0,198464.0,384846.0,33826.0,102432.0,120156.0,384846.0,1269.0,2662.0,178.0,388.0,565.0,550.0,4400.0,6500.0,2442.0,6105.0,3810.0,6500.0
156,166.0,2.0,79.0,6382.0,863.0,5034.0,837.0,198.0,649.0,36400.0,5759.0,35860.0,436.0,663.0,174.0,132.0,66.0,475.0,174.0,14290.0,22110.0,4901.0,858.0,13750.0,22110.0,176.0,260.0,2.0,0.0,62.0,17.0,2547.0,3835.0,733.0,130.0,1976.0,3058.0
158,166.0,18.0,73.0,10062.0,3223.0,8776.0,1036.0,198.0,629.0,123607.0,21939.0,98032.0,533.0,870.0,166.0,198.0,0.0,527.0,102.0,38675.0,84932.0,10983.0,10956.0,30646.0,67386.0,208.0,325.0,18.0,0.0,61.0,12.0,3893.0,6169.0,1523.0,1700.0,3239.0,5537.0
160,166.0,233.0,965.0,10791.0,3389.0,10194.0,56050.0,1910.0,10642.0,417248.0,31874.0,359924.0,5765.0,17224.0,38826.0,1910.0,0.0,8270.0,2372.0,164138.0,253110.0,23624.0,8250.0,106814.0,253110.0,1676.0,4089.0,233.0,0.0,728.0,237.0,4356.0,6435.0,1963.0,1426.0,3759.0,6435.0
162,166.0,20.0,46.0,6549.0,920.0,5170.0,585.0,166.0,481.0,36996.0,6254.0,36141.0,218.0,474.0,111.0,166.0,0.0,434.0,47.0,14556.0,22440.0,5330.0,924.0,13701.0,22440.0,88.0,130.0,20.0,0.0,44.0,2.0,2584.0,3965.0,790.0,130.0,1990.0,3180.0
164,166.0,18.0,105.0,9792.0,1961.0,8283.0,1334.0,163.0,778.0,90114.0,13109.0,83121.0,640.0,1078.0,256.0,163.0,0.0,651.0,127.0,34608.0,55506.0,9017.0,4092.0,27615.0,55506.0,250.0,390.0,18.0,0.0,88.0,17.0,3877.0,5915.0,1246.0,715.0,3041.0,5242.0
166,166.0,154.0,611.0,10791.0,2810.0,9885.0,54409.0,1184.0,5501.0,420042.0,20219.0,336681.0,3846.0,13560.0,40849.0,1184.0,0.0,3514.0,1987.0,165018.0,255024.0,11639.0,8580.0,81657.0,255024.0,1248.0,2598.0,154.0,0.0,414.0,197.0,4356.0,6435.0,1435.0,1375.0,3450.0,6435.0
168,166.0,20.0,99.0,6174.0,881.0,4945.0,886.0,218.0,661.0,36872.0,6179.0,36191.0,436.0,694.0,192.0,218.0,0.0,534.0,127.0,14564.0,22308.0,5519.0,660.0,13883.0,22308.0,176.0,260.0,20.0,0.0,82.0,17.0,2469.0,3705.0,816.0,65.0,1943.0,3002.0
170,166.0,20.0,118.0,9680.0,1873.0,8226.0,1528.0,201.0,843.0,89252.0,13235.0,83487.0,813.0,1174.0,354.0,201.0,0.0,685.0,158.0,34472.0,54780.0,10199.0,3036.0,28707.0,54780.0,294.0,519.0,20.0,0.0,99.0,19.0,3830.0,5850.0,1353.0,520.0,3090.0,5136.0
172,166.0,165.0,811.0,10887.0,1767.0,10245.0,77702.0,1243.0,7508.0,386149.0,26103.0,340680.0,4529.0,19856.0,57846.0,1243.0,0.0,5729.0,1779.0,154687.0,231462.0,26103.0,0.0,109218.0,231462.0,1539.0,2990.0,165.0,0.0,620.0,191.0,4387.0,6500.0,1767.0,0.0,3810.0,6435.0
174,166.0,20.0,89.0,6405.0,776.0,5056.0,761.0,152.0,629.0,34671.0,5143.0,34384.0,424.0,690.0,71.0,152.0,0.0,560.0,69.0,13881.0,20790.0,5143.0,0.0,13594.0,20790.0,164.0,260.0,20.0,0.0,87.0,2.0,2570.0,3835.0,776.0,0.0,2011.0,3045.0
176,166.0,16.0,122.0,9915.0,2111.0,8362.0,1630.0,160.0,888.0,95590.0,14352.0,88358.0,610.0,1135.0,495.0,160.0,0.0,714.0,174.0,36520.0,59070.0,9798.0,4554.0,29288.0,59070.0,220.0,390.0,16.0,0.0,103.0,19.0,3935.0,5980.0,1331.0,780.0,3144.0,5218.0
178,166.0,151.0,608.0,10791.0,4199.0,9895.0,11365.0,995.0,5179.0,442513.0,30933.0,350585.0,3356.0,9995.0,1370.0,995.0,0.0,3809.0,1370.0,169537.0,272976.0,9970.0,20963.0,77940.0,272645.0,1276.0,2080.0,151.0,0.0,452.0,156.0,4356.0,6435.0,1273.0,2926.0,3460.0,6435.0
180,166.0,26.0,92.0,6498.0,793.0,5100.0,991.0,261.0,642.0,36348.0,5374.0,35625.0,327.0,617.0,374.0,261.0,0.0,528.0,114.0,14436.0,21912.0,5308.0,66.0,13713.0,21912.0,132.0,195.0,26.0,0.0,76.0,16.0,2598.0,3900.0,793.0,0.0,1989.0,3111.0
182,166.0,26.0,99.0,9649.0,1933.0,8101.0,1308.0,210.0,795.0,90984.0,12894.0,82779.0,596.0,967.0,341.0,210.0,0.0,588.0,207.0,34818.0,56166.0,8934.0,3960.0,26613.0,56166.0,206.0,390.0,26.0,0.0,82.0,17.0,3799.0,5850.0,1221.0,712.0,2947.0,5154.0
184,166.0,186.0,851.0,10791.0,2483.0,9845.0,64924.0,1461.0,7990.0,415996.0,17132.0,329908.0,4443.0,13264.0,51660.0,1461.0,0.0,6055.0,1935.0,163810.0,252186.0,10070.0,7062.0,77722.0,252186.0,1519.0,2924.0,186.0,0.0,637.0,214.0,4356.0,6435.0,1314.0,1169.0,3410.0,6435.0
186,166.0,20.0,78.0,6078.0,799.0,4936.0,1067.0,205.0,598.0,34448.0,5363.0,34202.0,499.0,739.0,328.0,205.0,0.0,474.0,124.0,13790.0,20658.0,5363.0,0.0,13544.0,20658.0,174.0,325.0,20.0,0.0,62.0,16.0,2438.0,3640.0,799.0,0.0,1964.0,2972.0
188,166.0,18.0,87.0,9963.0,3346.0,8718.0,1487.0,235.0,655.0,106913.0,21557.0,96944.0,547.0,755.0,732.0,185.0,50.0,479.0,176.0,38801.0,68112.0,9743.0,11814.0,28832.0,68112.0,164.0,383.0,18.0,0.0,70.0,17.0,3918.0,6045.0,1396.0,1950.0,3129.0,5589.0
190,166.0,148.0,667.0,10900.0,8739.0,10343.0,32546.0,975.0,5440.0,612847.0,149593.0,535291.0,4434.0,9572.0,22974.0,975.0,0.0,4075.0,1365.0,207475.0,405372.0,39109.0,110484.0,129919.0,405372.0,1320.0,3114.0,148.0,0.0,501.0,166.0,4400.0,6500.0,2643.0,6096.0,3843.0,6500.0
192,166.0,2.0,40.0,6431.0,804.0,4944.0,561.0,111.0,408.0,34870.0,5419.0,34662.0,218.0,494.0,67.0,111.0,0.0,357.0,51.0,13948.0,20922.0,5419.0,0.0,13740.0,20922.0,88.0,130.0,2.0,0.0,40.0,0.0,2596.0,3835.0,804.0,0.0,2004.0,2940.0
194,166.0,20.0,96.0,9536.0,2429.0,8296.0,1016.0,206.0,700.0,97876.0,16844.0,92044.0,706.0,849.0,167.0,206.0,0.0,603.0,97.0,36958.0,60918.0,10970.0,5874.0,31126.0,60918.0,252.0,454.0,20.0,0.0,92.0,4.0,3751.0,5785.0,1453.0,976.0,3103.0,5193.0
196,166.0,156.0,732.0,10887.0,2598.0,9887.0,42375.0,1276.0,7356.0,416590.0,17923.0,333732.0,4387.0,13633.0,28742.0,1276.0,0.0,5465.0,1891.0,163942.0,252648.0,11191.0,6732.0,81084.0,252648.0,1464.0,2923.0,156.0,0.0,542.0,190.0,4387.0,6500.0,1428.0,1170.0,3452.0,6435.0
198,166.0,20.0,69.0,6391.0,844.0,5220.0,790.0,175.0,592.0,37752.0,5709.0,37145.0,327.0,604.0,186.0,175.0,0.0,471.0,121.0,14916.0,22836.0,5247.0,462.0,14309.0,22836.0,132.0,195.0,20.0,0.0,54.0,15.0,2556.0,3835.0,779.0,65.0,2042.0,3178.0
200,166.0,20.0,106.0,9955.0,1969.0,8413.0,1016.0,212.0,733.0,94534.0,13372.0,87453.0,598.0,799.0,217.0,212.0,0.0,587.0,146.0,36124.0,58410.0,9874.0,3498.0,29043.0,58410.0,208.0,390.0,20.0,0.0,89.0,17.0,3910.0,6045.0,1326.0,643.0,3090.0,5323.0
202,166.0,1162.0,1484.0,10885.0,9310.0,10415.0,113681.0,30033.0,34016.0,859122.0,298141.0,741914.0,3019.0,9449.0,104232.0,1226.0,28807.0,4071.0,29945.0,221862.0,637260.0,41437.0,256704.0,148676.0,593238.0,885.0,2134.0,143.0,1019.0,362.0,1122.0,4385.0,6500.0,3092.0,6218.0,3919.0,6496.0
204,166.0,20.0,58.0,6714.0,866.0,5212.0,974.0,165.0,545.0,37466.0,5657.0,36446.0,489.0,743.0,231.0,165.0,0.0,444.0,101.0,14828.0,22638.0,5261.0,396.0,13808.0,22638.0,164.0,325.0,20.0,0.0,54.0,4.0,2684.0,4030.0,801.0,65.0,2028.0,3184.0
206,166.0,20.0,102.0,9673.0,1962.0,8327.0,1240.0,181.0,775.0,92800.0,13866.0,86761.0,707.0,992.0,248.0,181.0,0.0,661.0,114.0,35710.0,57090.0,10500.0,3366.0,29671.0,57090.0,252.0,455.0,20.0,0.0,99.0,3.0,3823.0,5850.0,1377.0,585.0,3136.0,5191.0
208,166.0,284.0,817.0,10900.0,1726.0,10189.0,70881.0,2225.0,7940.0,386115.0,22573.0,334668.0,4653.0,17911.0,52970.0,1169.0,1056.0,5036.0,2904.0,154653.0,231462.0,22573.0,0.0,103206.0,231462.0,1470.0,3183.0,154.0,130.0,530.0,287.0,4400.0,6500.0,1726.0,0.0,3749.0,6440.0
210,166.0,10.0,81.0,6689.0,869.0,5087.0,1043.0,155.0,673.0,38422.0,6087.0,37436.0,392.0,781.0,262.0,155.0,0.0,543.0,130.0,15124.0,23298.0,5427.0,660.0,14138.0,23298.0,132.0,260.0,10.0,0.0,65.0,16.0,2659.0,4030.0,804.0,65.0,2014.0,3073.0
212,166.0,24.0,99.0,9563.0,1953.0,8066.0,1047.0,185.0,634.0,92730.0,13377.0,84311.0,610.0,700.0,347.0,185.0,0.0,484.0,150.0,35706.0,57024.0,9417.0,3960.0,27287.0,57024.0,220.0,390.0,24.0,0.0,82.0,17.0,3778.0,5785.0,1238.0,715.0,2944.0,5122.0
214,166.0,140.0,494.0,10791.0,3187.0,10217.0,31209.0,1070.0,4897.0,417762.0,31207.0,360642.0,3468.0,9539.0,21670.0,1070.0,0.0,3543.0,1354.0,164322.0,253440.0,23683.0,7524.0,107202.0,253440.0,1069.0,2399.0,140.0,0.0,366.0,128.0,4356.0,6435.0,1946.0,1241.0,3782.0,6435.0
216,166.0,20.0,66.0,6170.0,740.0,5060.0,815.0,162.0,505.0,36946.0,5336.0,36352.0,327.0,698.0,117.0,162.0,0.0,388.0,117.0,14572.0,22374.0,5006.0,330.0,13978.0,22374.0,132.0,195.0,20.0,0.0,49.0,17.0,2465.0,3705.0,740.0,0.0,2002.0,3058.0
218,166.0,20.0,62.0,9971.0,1913.0,8114.0,1061.0,177.0,653.0,93064.0,13131.0,85134.0,595.0,828.0,233.0,177.0,0.0,552.0,101.0,35842.0,57222.0,9435.0,3696.0,27912.0,57222.0,206.0,389.0,20.0,0.0,60.0,2.0,3926.0,6045.0,1263.0,650.0,2978.0,5136.0
220,166.0,155.0,585.0,10887.0,3161.0,10141.0,11767.0,1173.0,5409.0,418506.0,29139.0,358260.0,3247.0,10303.0,1464.0,1173.0,0.0,3945.0,1464.0,164538.0,253968.0,21615.0,7524.0,104292.0,253968.0,1232.0,2015.0,155.0,0.0,431.0,154.0,4387.0,6500.0,1871.0,1290.0,3700.0,6441.0
222,166.0,9.0,44.0,6104.0,767.0,4787.0,1204.0,147.0,547.0,34980.0,5151.0,34572.0,533.0,885.0,319.0,147.0,0.0,465.0,82.0,13992.0,20988.0,5151.0,0.0,13584.0,20988.0,208.0,325.0,9.0,0.0,42.0,2.0,2464.0,3640.0,767.0,0.0,1916.0,2871.0
224,166.0,20.0,115.0,9900.0,1775.0,8411.0,1117.0,165.0,762.0,93310.0,12272.0,84639.0,610.0,863.0,254.0,165.0,0.0,638.0,124.0,35956.0,57354.0,8774.0,3498.0,27285.0,57354.0,220.0,390.0,20.0,0.0,98.0,17.0,3920.0,5980.0,1190.0,585.0,3029.0,5382.0
226,166.0,1678.0,2031.0,10900.0,4072.0,9855.0,141047.0,36898.0,41263.0,608510.0,29334.0,345428.0,3450.0,9697.0,131350.0,1162.0,35736.0,3980.0,37283.0,168754.0,439756.0,9021.0,20313.0,74808.0,270620.0,1000.0,2450.0,140.0,1538.0,365.0,1666.0,4400.0,6500.0,1211.0,2861.0,3359.0,6496.0
228,166.0,26.0,98.0,6366.0,966.0,5035.0,1101.0,214.0,711.0,37888.0,6338.0,36730.0,606.0,813.0,288.0,214.0,0.0,551.0,160.0,14722.0,23166.0,5227.0,1111.0,13580.0,23150.0,220.0,386.0,26.0,0.0,83.0,15.0,2531.0,3835.0,771.0,195.0,1914.0,3121.0
230,166.0,2.0,93.0,9903.0,1962.0,8335.0,1134.0,128.0,658.0,94272.0,13265.0,86050.0,654.0,896.0,238.0,128.0,0.0,550.0,108.0,36324.0,57948.0,9569.0,3696.0,28102.0,57948.0,264.0,390.0,2.0,0.0,78.0,15.0,3923.0,5980.0,1312.0,650.0,3067.0,5268.0
232,166.0,156.0,524.0,10887.0,3217.0,10115.0,24696.0,1152.0,4224.0,418662.0,28462.0,355067.0,3985.0,8097.0,16599.0,1152.0,0.0,3108.0,1116.0,164562.0,254100.0,20080.0,8382.0,100967.0,254100.0,1262.0,2723.0,156.0,0.0,389.0,135.0,4387.0,6500.0,1844.0,1373.0,3680.0,6435.0
234,166.0,20.0,98.0,6405.0,770.0,4892.0,1391.0,225.0,678.0,35116.0,5279.0,34838.0,531.0,867.0,524.0,225.0,0.0,551.0,127.0,14062.0,21054.0,5279.0,0.0,13784.0,21054.0,206.0,325.0,20.0,0.0,82.0,16.0,2570.0,3835.0,770.0,0.0,1966.0,2926.0
236,166.0,8.0,75.0,9741.0,1689.0,8264.0,827.0,118.0,573.0,88646.0,12433.0,83115.0,501.0,771.0,56.0,118.0,0.0,520.0,53.0,34460.0,54186.0,9925.0,2508.0,28929.0,54186.0,176.0,325.0,8.0,0.0,73.0,2.0,3891.0,5850.0,1294.0,395.0,3125.0,5139.0
238,166.0,568.0,1115.0,10791.0,1350.0,9940.0,69053.0,4407.0,11988.0,386142.0,11451.0,313626.0,4401.0,20758.0,48295.0,1382.0,3025.0,6102.0,5886.0,154680.0,231462.0,11451.0,0.0,82164.0,231462.0,1351.0,3050.0,165.0,403.0,550.0,565.0,4356.0,6435.0,1350.0,0.0,3505.0,6435.0
240,166.0,20.0,84.0,5838.0,905.0,4863.0,690.0,151.0,577.0,36335.0,6241.0,35750.0,327.0,626.0,64.0,151.0,0.0,515.0,62.0,14159.0,22176.0,5185.0,1056.0,13574.0,22176.0,132.0,195.0,20.0,0.0,82.0,2.0,2328.0,3510.0,775.0,130.0,1923.0,2940.0
242,166.0,17.0,94.0,9765.0,1914.0,8242.0,1179.0,201.0,760.0,90456.0,13011.0,82702.0,597.0,954.0,225.0,201.0,0.0,604.0,156.0,34752.0,55704.0,8853.0,4158.0,26998.0,55704.0,208.0,389.0,17.0,0.0,78.0,16.0,3850.0,5915.0,1199.0,715.0,3037.0,5205.0
244,166.0,142.0,645.0,10900.0,1564.0,10147.0,60913.0,1126.0,5855.0,386065.0,16672.0,325650.0,4338.0,16401.0,44512.0,1126.0,0.0,4534.0,1321.0,154603.0,231462.0,16672.0,0.0,94188.0,231462.0,1414.0,2924.0,142.0,0.0,502.0,143.0,4400.0,6500.0,1564.0,0.0,3657.0,6490.0
246,166.0,20.0,56.0,6187.0,741.0,5011.0,960.0,174.0,585.0,35732.0,5148.0,35116.0,500.0,733.0,227.0,174.0,0.0,487.0,98.0,14150.0,21582.0,4950.0,198.0,13534.0,21582.0,176.0,324.0,20.0,0.0,54.0,2.0,2482.0,3705.0,741.0,0.0,1961.0,3050.0
248,166.0,18.0,92.0,10164.0,3206.0,8705.0,1187.0,184.0,548.0,125747.0,21384.0,99113.0,498.0,652.0,535.0,184.0,0.0,441.0,107.0,40131.0,85616.0,9834.0,11550.0,28625.0,70488.0,176.0,322.0,18.0,0.0,76.0,16.0,3930.0,6234.0,1378.0,1828.0,3107.0,5598.0
250,166.0,165.0,715.0,10791.0,2766.0,9939.0,44139.0,1295.0,7167.0,416466.0,21610.0,343638.0,4900.0,14280.0,29859.0,1295.0,0.0,5330.0,1837.0,163884.0,252582.0,14482.0,7128.0,91056.0,252582.0,1469.0,3431.0,165.0,0.0,533.0,182.0,4356.0,6435.0,1590.0,1176.0,3504.0,6435.0
252,166.0,2.0,67.0,6052.0,841.0,4861.0,941.0,138.0,603.0,35805.0,5743.0,35476.0,327.0,768.0,173.0,138.0,0.0,495.0,108.0,14157.0,21648.0,5281.0,462.0,13828.0,21648.0,132.0,195.0,2.0,0.0,52.0,15.0,2412.0,3640.0,776.0,65.0,1927.0,2934.0
254,166.0,26.0,153.0,9859.0,2359.0,8425.0,1445.0,210.0,911.0,99646.0,15955.0,93158.0,815.0,1101.0,344.0,210.0,0.0,704.0,207.0,37804.0,61842.0,10939.0,5016.0,31316.0,61842.0,295.0,520.0,26.0,0.0,121.0,32.0,3879.0,5980.0,1449.0,910.0,3148.0,5277.0
256,166.0,159.0,659.0,10900.0,1505.0,10052.0,26778.0,1234.0,5832.0,386125.0,14385.0,322644.0,4225.0,17765.0,9013.0,1234.0,0.0,4344.0,1488.0,154663.0,231462.0,14385.0,0.0,91182.0,231462.0,1560.0,2665.0,159.0,0.0,488.0,171.0,4400.0,6500.0,1505.0,0.0,3613.0,6439.0
258,166.0,20.0,52.0,6187.0,801.0,5016.0,972.0,221.0,645.0,36804.0,5882.0,36192.0,533.0,819.0,153.0,221.0,0.0,557.0,88.0,14562.0,22242.0,5552.0,330.0,13950.0,22242.0,208.0,325.0,20.0,0.0,50.0,2.0,2482.0,3705.0,801.0,0.0,1965.0,3051.0
260,166.0,26.0,119.0,10076.0,1853.0,8162.0,1932.0,440.0,983.0,104928.0,12894.0,83518.0,690.0,969.0,963.0,238.0,202.0,577.0,406.0,35794.0,69134.0,9132.0,3762.0,26164.0,57354.0,239.0,451.0,26.0,0.0,89.0,30.0,3910.0,6166.0,1210.0,643.0,2948.0,5214.0
262,166.0,155.0,600.0,10791.0,1504.0,10040.0,57824.0,1101.0,4779.0,386096.0,14331.0,322644.0,3688.0,15358.0,42466.0,1101.0,0.0,3393.0,1386.0,154634.0,231462.0,14331.0,0.0,91182.0,231462.0,1221.0,2467.0,155.0,0.0,438.0,162.0,4356.0,6435.0,1504.0,0.0,3605.0,6435.0
264,166.0,20.0,68.0,5982.0,813.0,4830.0,799.0,154.0,571.0,34673.0,5461.0,34370.0,313.0,682.0,117.0,154.0,0.0,457.0,114.0,13883.0,20790.0,5461.0,0.0,13580.0,20790.0,118.0,195.0,20.0,0.0,53.0,15.0,2407.0,3575.0,813.0,0.0,1917.0,2913.0
266,166.0,20.0,90.0,9997.0,3150.0,9080.0,1436.0,217.0,729.0,117212.0,21192.0,108320.0,707.0,962.0,474.0,217.0,0.0,580.0,149.0,43028.0,74184.0,11952.0,9240.0,34136.0,74184.0,252.0,455.0,20.0,0.0,73.0,17.0,3952.0,6045.0,1648.0,1502.0,3352.0,5728.0
268,166.0,1754.0,2230.0,10900.0,2784.0,10256.0,162860.0,48586.0,52942.0,568122.0,29462.0,358605.0,4481.0,12084.0,150776.0,1233.0,47353.0,3829.0,49113.0,163398.0,404724.0,23720.0,5742.0,107145.0,251460.0,1256.0,3225.0,166.0,1588.0,479.0,1751.0,4400.0,6500.0,1870.0,914.0,3759.0,6497.0
270,166.0,2.0,53.0,6200.0,764.0,4796.0,977.0,120.0,558.0,34993.0,5175.0,34759.0,404.0,630.0,347.0,120.0,0.0,472.0,86.0,14005.0,20988.0,5175.0,0.0,13771.0,20988.0,144.0,260.0,2.0,0.0,51.0,2.0,2495.0,3705.0,764.0,0.0,1899.0,2897.0
272,166.0,20.0,54.0,9875.0,1805.0,8444.0,1016.0,181.0,506.0,91122.0,12427.0,84496.0,454.0,655.0,361.0,181.0,0.0,405.0,101.0,35088.0,56034.0,9523.0,2904.0,28462.0,56034.0,132.0,322.0,20.0,0.0,50.0,4.0,3895.0,5980.0,1286.0,519.0,3115.0,5329.0
274,166.0,195.0,817.0,10885.0,8140.0,10403.0,37066.0,1389.0,7015.0,605274.0,93228.0,535260.0,4446.0,14394.0,22672.0,1389.0,0.0,4981.0,2034.0,220164.0,385110.0,42738.0,50490.0,150150.0,385110.0,1585.0,2861.0,195.0,0.0,591.0,226.0,4385.0,6500.0,3150.0,4990.0,3903.0,6500.0
