"run","tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour"
1,1.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,2.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,3.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,4.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,5.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,6.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,7.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,8.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,9.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,10.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,11.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,12.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,13.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,14.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,15.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,16.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,17.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,18.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,19.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,20.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,21.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,22.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,23.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,24.0,0.0,0.38461538461538464,0.0,46.25,46.25,46.25,3.0,0.0
1,25.0,0.04807692307692308,0.38461538461538464,0.04807692307692308,46.25,46.25,46.25,3.0,0.0
1,26.0,0.19230769230769232,0.38461538461538464,0.19230769230769232,47.83653846153847,46.25,46.25,3.0,0.0
1,27.0,0.19230769230769232,0.38461538461538464,0.19230769230769232,47.83653846153847,46.25,46.25,3.0,0.0
1,28.0,0.2403846153846154,0.4807692307692308,0.2403846153846154,47.83653846153847,46.25,46.25,3.0,0.0
1,29.0,0.2403846153846154,0.4807692307692308,0.2403846153846154,47.83653846153847,46.25,46.25,3.0,0.0
1,30.0,0.38461538461538464,0.6730769230769231,0.38461538461538464,55.38461538461539,46.25,46.25,3.0,0.0
1,31.0,0.38461538461538464,0.6730769230769231,0.38461538461538464,55.38461538461539,46.25,46.25,3.0,0.0
1,32.0,0.38461538461538464,0.6730769230769231,0.38461538461538464,55.38461538461539,46.25,46.25,3.0,0.0
1,33.0,0.38461538461538464,0.6730769230769231,0.38461538461538464,55.38461538461539,46.25,46.25,3.0,0.0
1,34.0,0.38461538461538464,0.6730769230769231,0.38461538461538464,55.38461538461539,46.25,46.25,3.0,0.0
1,35.0,0.38461538461538464,0.6730769230769231,0.38461538461538464,55.38461538461539,46.25,46.25,3.0,0.0
1,36.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,55.38461538461539,46.25,46.25,3.0,0.0
1,37.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,55.38461538461539,46.25,46.25,3.0,0.0
1,38.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,55.38461538461539,46.25,46.25,3.0,0.0
1,39.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,55.38461538461539,46.25,46.25,3.0,0.0
1,40.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,55.38461538461539,46.25,46.25,3.0,0.0
1,41.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,55.38461538461539,46.25,46.25,3.0,0.0
1,42.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,55.38461538461539,46.29807692307693,46.29807692307693,3.0,0.0
1,43.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,55.38461538461539,46.34615384615385,46.34615384615385,3.0,0.0
1,44.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,55.38461538461539,46.34615384615385,46.34615384615385,3.0,0.0
1,45.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,74.13461538461539,46.44230769230769,46.44230769230769,3.0,0.0
1,46.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,74.13461538461539,47.21153846153846,47.21153846153846,3.0,0.0
1,47.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,74.13461538461539,47.69230769230769,47.69230769230769,3.0,0.0
1,48.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,74.13461538461539,48.07692307692308,48.07692307692308,3.0,0.0
1,49.0,0.576923076923077,1.153846153846154,0.576923076923077,74.13461538461539,48.65384615384615,48.65384615384615,3.0,0.0
1,50.0,0.576923076923077,1.3461538461538463,0.576923076923077,74.13461538461539,49.08653846153846,49.08653846153846,3.0,0.0
1,51.0,0.6730769230769231,1.3461538461538463,0.6730769230769231,74.13461538461539,49.71153846153846,49.71153846153846,3.0,0.0
1,52.0,0.6730769230769231,1.3461538461538463,0.6730769230769231,74.13461538461539,50.19230769230769,50.19230769230769,3.0,0.0
1,53.0,0.6730769230769231,1.4903846153846154,0.6730769230769231,74.13461538461539,50.43269230769231,50.43269230769231,3.0,0.0
1,54.0,0.7211538461538461,1.5865384615384615,0.7211538461538461,74.13461538461539,50.96153846153846,50.96153846153846,3.0,0.0
1,55.0,0.6730769230769231,1.7307692307692308,0.6730769230769231,74.13461538461539,51.24999999999999,51.24999999999999,3.0,0.0
1,56.0,0.576923076923077,1.6346153846153848,0.576923076923077,74.13461538461539,51.49038461538461,51.49038461538461,3.0,0.0
1,57.0,0.576923076923077,1.6346153846153848,0.19230769230769232,74.13461538461539,24.278846153846153,51.82692307692308,3.0,0.0
