"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,700,2,2080,1,-911000595,5.14,1,1,23.34,72.09,200,1,0,7.5
2,700,2,2080,1,-910913647,5.14,1,1,23.34,72.09,200,1,0,7.5
3,700,2,2080,1,-910830145,5.14,1,1,23.34,72.09,200,1,0,7.5
4,700,2,2080,1,-910749209,5.14,1,1,23.34,72.09,200,1,0,7.5
5,700,2,2080,1,-910668405,5.14,1,1,23.34,72.09,200,1,0,7.5
6,700,2,2080,1,-910584644,5.14,1,1,23.34,72.09,200,1,0,7.5
7,700,2,2080,1,-910497667,5.14,1,1,23.34,72.09,200,1,0,7.5
8,700,2,2080,1,-910409966,5.14,1,1,23.34,72.09,200,1,0,7.5
9,700,2,2080,1,-910322793,5.14,1,1,23.34,72.09,200,1,0,7.5
10,700,2,2080,1,-910239451,5.14,1,1,23.34,72.09,200,1,0,7.5
