"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,2,174758469,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,2,174765648,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,2,174770143,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,2,174773273,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,2,174776384,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,2,174779172,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,2,174782323,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,2,174785312,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,2,174787953,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,2,174790858,5.14,1,1,23.34,72.09,2000,1,0,7.5
