"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1763575705,5.14,1,20,23.34,72.09,600,0,7.5,520,2
3,-1763565452,5.14,1,20,23.34,72.09,600,0,7.5,520,2
5,-1763561719,5.14,1,20,23.34,72.09,600,0,7.5,520,2
7,-1763558753,5.14,1,20,23.34,72.09,600,0,7.5,520,2
9,-1763555717,5.14,1,20,23.34,72.09,600,0,7.5,520,2
11,-1763553295,5.14,1,20,23.34,72.09,600,0,7.5,520,2
13,-1763550795,5.14,1,20,23.34,72.09,600,0,7.5,520,2
15,-1763548468,5.14,1,20,23.34,72.09,600,0,7.5,520,2
17,-1763545565,5.14,1,20,23.34,72.09,600,0,7.5,520,2
19,-1763543736,5.14,1,20,23.34,72.09,600,0,7.5,520,2
2,-1763575402,5.14,1,20,23.34,72.09,600,0,7.5,520,2
4,-1763564931,5.14,1,20,23.34,72.09,600,0,7.5,520,2
6,-1763561052,5.14,1,20,23.34,72.09,600,0,7.5,520,2
8,-1763558506,5.14,1,20,23.34,72.09,600,0,7.5,520,2
10,-1763555519,5.14,1,20,23.34,72.09,600,0,7.5,520,2
12,-1763553303,5.14,1,20,23.34,72.09,600,0,7.5,520,2
14,-1763550774,5.14,1,20,23.34,72.09,600,0,7.5,520,2
16,-1763548538,5.14,1,20,23.34,72.09,600,0,7.5,520,2
18,-1763545789,5.14,1,20,23.34,72.09,600,0,7.5,520,2
20,-1763543808,5.14,1,20,23.34,72.09,600,0,7.5,520,2
