"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,165.0,150.0,15.0,9.0,9.0,0.0,141.0,126.0,15.0,8640.0,3316.0,5324.0,4418.0,1038.0,3380.0,7042.0,1842.0,5200.0,1983.0,543.0,1236.0,117548.0,37095.0,79590.0,3.0,0.0,17.0
3,166.0,177.0,112.0,65.0,1.0,1.0,0.0,87.0,72.0,15.0,8959.0,3175.0,5784.0,3137.0,992.0,2145.0,6294.0,1874.0,4420.0,1492.0,559.0,922.0,135925.0,24028.0,57569.0,3.0,0.0,17.0
5,166.0,150.0,120.0,30.0,0.0,0.0,0.0,99.0,69.0,30.0,9140.0,3164.0,5976.0,3361.0,1021.0,2340.0,6417.0,1867.0,4550.0,1485.0,373.0,893.0,145739.0,25784.0,61290.0,3.0,0.0,17.0
7,166.0,213.0,133.0,80.0,31.0,31.0,0.0,116.0,100.0,16.0,9318.0,3277.0,6041.0,3429.0,1089.0,2340.0,6614.0,1999.0,4615.0,1979.0,552.0,1127.0,141789.0,25465.0,60019.0,3.0,0.0,17.0
9,166.0,143.0,67.0,76.0,4.0,4.0,0.0,59.0,44.0,15.0,9062.0,3095.0,5967.0,3186.0,976.0,2210.0,6172.0,1817.0,4355.0,1243.0,436.0,732.0,131630.0,24065.0,55821.0,3.0,0.0,17.0
11,166.0,96.0,81.0,15.0,2.0,2.0,0.0,73.0,58.0,15.0,9023.0,3121.0,5902.0,3094.0,949.0,2145.0,6069.0,1779.0,4290.0,1253.0,420.0,824.0,131220.0,22904.0,54893.0,3.0,0.0,17.0
13,166.0,92.0,92.0,0.0,4.0,4.0,0.0,65.0,65.0,0.0,8783.0,3067.0,5716.0,2943.0,928.0,2015.0,6091.0,1801.0,4290.0,1241.0,270.0,670.0,127945.0,22797.0,54821.0,3.0,0.0,17.0
15,166.0,137.0,58.0,79.0,51.0,0.0,51.0,94.0,29.0,65.0,8857.0,3082.0,5775.0,3271.0,996.0,2275.0,6023.0,1798.0,4225.0,1132.0,556.0,755.0,135634.0,25127.0,57261.0,3.0,0.0,17.0
17,166.0,224.0,133.0,91.0,13.0,13.0,0.0,106.0,76.0,30.0,8871.0,3090.0,5781.0,3317.0,977.0,2340.0,6181.0,1826.0,4355.0,1759.0,637.0,1164.0,126978.0,25144.0,54690.0,3.0,0.0,17.0
19,166.0,186.0,110.0,76.0,8.0,8.0,0.0,101.0,86.0,15.0,9144.0,3168.0,5976.0,2997.0,982.0,2015.0,6464.0,1914.0,4550.0,1979.0,560.0,1101.0,134388.0,22941.0,57196.0,3.0,0.0,17.0
21,166.0,143.0,128.0,15.0,26.0,26.0,0.0,114.0,99.0,15.0,8867.0,3086.0,5781.0,3285.0,1010.0,2275.0,6193.0,1838.0,4355.0,1867.0,702.0,1225.0,135769.0,25384.0,58329.0,3.0,0.0,17.0
23,166.0,256.0,115.0,141.0,67.0,16.0,51.0,139.0,73.0,66.0,8877.0,3102.0,5775.0,3211.0,1001.0,2210.0,6070.0,1845.0,4225.0,2140.0,722.0,1204.0,129061.0,24115.0,55698.0,3.0,0.0,17.0
25,166.0,205.0,111.0,94.0,26.0,26.0,0.0,108.0,78.0,30.0,9103.0,3186.0,5917.0,3511.0,1041.0,2470.0,6540.0,1925.0,4615.0,1650.0,544.0,1008.0,144223.0,26534.0,62072.0,3.0,0.0,17.0
27,166.0,223.0,193.0,30.0,26.0,26.0,0.0,159.0,129.0,30.0,8982.0,3136.0,5846.0,3010.0,930.0,2080.0,6246.0,1826.0,4420.0,2294.0,597.0,1365.0,129779.0,22534.0,55469.0,3.0,0.0,17.0
29,166.0,271.0,176.0,95.0,82.0,31.0,51.0,200.0,120.0,80.0,8865.0,3031.0,5834.0,3483.0,1013.0,2470.0,5946.0,1786.0,4160.0,2406.0,963.0,1577.0,134767.0,25838.0,56097.0,3.0,0.0,17.0
31,166.0,165.0,100.0,65.0,14.0,14.0,0.0,72.0,72.0,0.0,8886.0,3046.0,5840.0,3199.0,989.0,2210.0,6089.0,1799.0,4290.0,1653.0,691.0,1056.0,128395.0,23592.0,54835.0,3.0,0.0,17.0
33,166.0,207.0,128.0,79.0,64.0,14.0,50.0,162.0,97.0,65.0,8558.0,3296.0,5262.0,4658.0,1083.0,3575.0,7045.0,1845.0,5200.0,2057.0,783.0,1304.0,117979.0,38606.0,80075.0,3.0,0.0,17.0
35,166.0,128.0,99.0,29.0,12.0,12.0,0.0,79.0,64.0,15.0,8931.0,3088.0,5843.0,3113.0,968.0,2145.0,6170.0,1815.0,4355.0,1493.0,407.0,779.0,134463.0,23274.0,56079.0,3.0,0.0,17.0
37,166.0,160.0,95.0,65.0,52.0,2.0,50.0,119.0,54.0,65.0,9053.0,3142.0,5911.0,3046.0,966.0,2080.0,6323.0,1838.0,4485.0,1711.0,737.0,1150.0,134018.0,24113.0,58111.0,3.0,0.0,17.0
39,166.0,94.0,80.0,14.0,0.0,0.0,0.0,47.0,47.0,0.0,9051.0,3146.0,5905.0,3210.0,1000.0,2210.0,6221.0,1866.0,4355.0,1259.0,444.0,759.0,138132.0,24121.0,57597.0,3.0,0.0,17.0
41,166.0,57.0,57.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,8844.0,3063.0,5781.0,3002.0,922.0,2080.0,6131.0,1776.0,4355.0,847.0,177.0,479.0,132281.0,22542.0,55293.0,3.0,0.0,17.0
43,166.0,185.0,102.0,83.0,10.0,10.0,0.0,84.0,67.0,17.0,8958.0,3115.0,5843.0,3400.0,995.0,2405.0,6187.0,1832.0,4355.0,1684.0,529.0,1027.0,137818.0,26509.0,59903.0,3.0,0.0,17.0
45,166.0,95.0,80.0,15.0,2.0,2.0,0.0,52.0,50.0,2.0,9046.0,3138.0,5908.0,3323.0,1048.0,2275.0,6322.0,1902.0,4420.0,1295.0,446.0,832.0,143846.0,25193.0,61380.0,3.0,0.0,17.0
47,166.0,196.0,116.0,80.0,0.0,0.0,0.0,83.0,67.0,16.0,9108.0,3191.0,5917.0,3541.0,1071.0,2470.0,6523.0,1908.0,4615.0,1729.0,550.0,1017.0,147428.0,27768.0,64135.0,3.0,0.0,17.0
49,166.0,109.0,94.0,15.0,4.0,4.0,0.0,66.0,64.0,2.0,8841.0,3063.0,5778.0,3236.0,961.0,2275.0,6079.0,1789.0,4290.0,1429.0,304.0,791.0,134442.0,24834.0,55800.0,3.0,0.0,17.0
2,166.0,235.0,153.0,82.0,52.0,2.0,50.0,166.0,101.0,65.0,8599.0,3013.0,5586.0,3064.0,919.0,2145.0,5907.0,1747.0,4160.0,2232.0,712.0,1343.0,123343.0,23534.0,52540.0,3.0,0.0,17.0
4,166.0,198.0,168.0,30.0,28.0,28.0,0.0,151.0,121.0,30.0,8592.0,3268.0,5324.0,4969.0,1069.0,3900.0,7011.0,1811.0,5200.0,2092.0,819.0,1415.0,114865.0,38925.0,78159.0,3.0,0.0,17.0
6,166.0,240.0,160.0,80.0,80.0,15.0,65.0,186.0,106.0,80.0,8958.0,3112.0,5846.0,3239.0,964.0,2275.0,6232.0,1812.0,4420.0,2273.0,1025.0,1608.0,131751.0,24120.0,55464.0,3.0,0.0,17.0
8,166.0,96.0,81.0,15.0,26.0,26.0,0.0,67.0,52.0,15.0,8815.0,3040.0,5775.0,3212.0,1002.0,2210.0,6080.0,1855.0,4225.0,1304.0,473.0,836.0,135681.0,24982.0,57717.0,3.0,0.0,17.0
10,166.0,224.0,144.0,80.0,4.0,4.0,0.0,99.0,83.0,16.0,8836.0,3002.0,5834.0,3149.0,939.0,2210.0,5889.0,1729.0,4160.0,1911.0,704.0,1234.0,132385.0,24576.0,55851.0,3.0,0.0,17.0
12,166.0,179.0,102.0,77.0,1.0,1.0,0.0,86.0,71.0,15.0,8977.0,3187.0,5790.0,3451.0,1046.0,2405.0,6455.0,1905.0,4550.0,1650.0,424.0,914.0,140250.0,27129.0,60346.0,3.0,0.0,17.0
