"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,292.0,198.0,94.0,97.0,46.0,51.0,233.0,153.0,80.0,9836.0,3797.0,6039.0,2812.0,992.0,1820.0,8749.0,2834.0,5915.0,2620.0,1033.0,1714.0,172352.0,23131.0,128751.0,3.0,0.0,17.0
2,166.0,129.0,99.0,30.0,26.0,26.0,0.0,100.0,85.0,15.0,9896.0,3854.0,6042.0,2861.0,911.0,1950.0,8830.0,2850.0,5980.0,1738.0,703.0,1183.0,174357.0,22778.0,131079.0,3.0,0.0,17.0
3,166.0,192.0,110.0,82.0,14.0,14.0,0.0,90.0,74.0,16.0,10040.0,3868.0,6172.0,3398.0,1058.0,2340.0,9012.0,2902.0,6110.0,1846.0,663.0,1085.0,179657.0,25995.0,134702.0,3.0,0.0,17.0
4,166.0,131.0,116.0,15.0,9.0,9.0,0.0,98.0,96.0,2.0,9801.0,3762.0,6039.0,2992.0,977.0,2015.0,8707.0,2792.0,5915.0,1778.0,642.0,1218.0,174045.0,24630.0,130361.0,3.0,0.0,17.0
5,166.0,227.0,132.0,95.0,78.0,26.0,52.0,167.0,85.0,82.0,9846.0,3804.0,6042.0,3040.0,1025.0,2015.0,8858.0,2878.0,5980.0,1964.0,830.0,1327.0,176267.0,24660.0,133777.0,3.0,0.0,17.0
6,166.0,201.0,118.0,83.0,20.0,20.0,0.0,94.0,79.0,15.0,9938.0,3834.0,6104.0,3200.0,1055.0,2145.0,8890.0,2910.0,5980.0,1763.0,552.0,1033.0,175094.0,24455.0,131141.0,3.0,0.0,17.0
7,166.0,200.0,117.0,83.0,2.0,2.0,0.0,100.0,85.0,15.0,10090.0,3918.0,6172.0,3064.0,1049.0,2015.0,9042.0,2932.0,6110.0,2035.0,632.0,1113.0,183995.0,24010.0,137976.0,3.0,0.0,17.0
8,166.0,293.0,146.0,147.0,68.0,17.0,51.0,180.0,100.0,80.0,9846.0,3804.0,6042.0,2626.0,936.0,1690.0,8809.0,2829.0,5980.0,2412.0,821.0,1436.0,168169.0,21138.0,126802.0,3.0,0.0,17.0
9,166.0,189.0,112.0,77.0,18.0,18.0,0.0,81.0,66.0,15.0,9844.0,3802.0,6042.0,2967.0,1017.0,1950.0,8820.0,2840.0,5980.0,1967.0,824.0,1240.0,173041.0,22827.0,129843.0,3.0,0.0,17.0
10,166.0,128.0,113.0,15.0,22.0,22.0,0.0,105.0,90.0,15.0,9887.0,3845.0,6042.0,2965.0,1015.0,1950.0,8858.0,2878.0,5980.0,1473.0,422.0,931.0,178929.0,24011.0,134840.0,3.0,0.0,17.0
11,166.0,165.0,135.0,30.0,13.0,13.0,0.0,130.0,100.0,30.0,10090.0,3918.0,6172.0,3084.0,1070.0,2014.0,9028.0,2918.0,6110.0,1980.0,631.0,1247.0,181827.0,24262.0,137051.0,3.0,0.0,17.0
12,166.0,221.0,145.0,76.0,20.0,20.0,0.0,117.0,102.0,15.0,10062.0,3890.0,6172.0,2943.0,993.0,1950.0,9011.0,2901.0,6110.0,1883.0,646.0,1167.0,179820.0,24172.0,133513.0,3.0,0.0,17.0
13,166.0,180.0,101.0,79.0,9.0,9.0,0.0,85.0,70.0,15.0,10068.0,3896.0,6172.0,2956.0,1006.0,1950.0,9051.0,2941.0,6110.0,1733.0,622.0,1077.0,182782.0,24411.0,137585.0,3.0,0.0,17.0
14,166.0,249.0,158.0,91.0,93.0,28.0,65.0,190.0,110.0,80.0,9889.0,3788.0,6101.0,3053.0,1038.0,2015.0,8770.0,2855.0,5915.0,2498.0,1246.0,1800.0,184432.0,24080.0,138569.0,3.0,0.0,17.0
15,166.0,125.0,99.0,26.0,1.0,1.0,0.0,77.0,62.0,15.0,9925.0,3821.0,6104.0,3151.0,1071.0,2080.0,8831.0,2851.0,5980.0,1313.0,360.0,779.0,182762.0,25153.0,136332.0,3.0,0.0,17.0
16,166.0,225.0,145.0,80.0,71.0,6.0,65.0,162.0,82.0,80.0,9891.0,3846.0,6045.0,2803.0,983.0,1820.0,8938.0,2893.0,6045.0,1965.0,768.0,1321.0,177061.0,23366.0,133064.0,3.0,0.0,17.0
17,166.0,236.0,159.0,77.0,7.0,7.0,0.0,128.0,113.0,15.0,10026.0,3857.0,6169.0,2798.0,978.0,1820.0,8902.0,2857.0,6045.0,2091.0,674.0,1259.0,169525.0,22223.0,127819.0,3.0,0.0,17.0
18,166.0,268.0,127.0,141.0,54.0,4.0,50.0,157.0,92.0,65.0,9837.0,3795.0,6042.0,2808.0,988.0,1820.0,8818.0,2839.0,5979.0,2234.0,873.0,1396.0,178462.0,22185.0,134819.0,3.0,0.0,17.0
19,166.0,224.0,132.0,92.0,0.0,0.0,0.0,105.0,75.0,30.0,9859.0,3817.0,6042.0,2682.0,992.0,1690.0,8895.0,2915.0,5980.0,1740.0,461.0,973.0,182017.0,23503.0,136008.0,3.0,0.0,17.0
20,166.0,143.0,128.0,15.0,6.0,6.0,0.0,113.0,98.0,15.0,10062.0,3890.0,6172.0,2605.0,980.0,1625.0,9054.0,2944.0,6110.0,1806.0,633.0,1175.0,180463.0,22024.0,134989.0,3.0,0.0,17.0
