"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,500,2,2080,1,-869729707,5.14,1,1,23.34,72.09,200,1,0,7.5
2,500,2,2080,1,-869658640,5.14,1,1,23.34,72.09,200,1,0,7.5
3,500,2,2080,1,-869580008,5.14,1,1,23.34,72.09,200,1,0,7.5
4,500,2,2080,1,-869503135,5.14,1,1,23.34,72.09,200,1,0,7.5
5,500,2,2080,1,-869445100,5.14,1,1,23.34,72.09,200,1,0,7.5
6,500,2,2080,1,-869370640,5.14,1,1,23.34,72.09,200,1,0,7.5
7,500,2,2080,1,-869302114,5.14,1,1,23.34,72.09,200,1,0,7.5
8,500,2,2080,1,-869225067,5.14,1,1,23.34,72.09,200,1,0,7.5
9,500,2,2080,1,-869148679,5.14,1,1,23.34,72.09,200,1,0,7.5
10,500,2,2080,1,-869074949,5.14,1,1,23.34,72.09,200,1,0,7.5
